margin
8.054884
22.95076
7.523688
3.190278
1.3393404
5.2845674
19.84326
12.315613
1.9166383
2.5473146
16.294376
7.2862988
5.9247136
4.2916756
2.4493272
19.33378
2.5927756
4.0100975
11.428717
1.1966076
2.379801
1.4586834
16.830017
3.5002906
10.071085
11.387866
0.9510433
17.797688
11.154893
17.697496
2.11591
8.117682
6.3806143
8.403415
16.065983
12.616404
5.829451
4.016623
13.532156
9.211573
3.203505
18.474182
11.884617
15.90793
5.8549194
1.7491474
9.583218
3.0129201
9.596514
6.072365
8.153833
7.593047
3.0232034
5.447384
4.019644
4.1585603
16.045841
17.125046
26.686207
1.5946751
13.093231
10.897234
4.326315
5.401881
