model,layer,depth_index,C_in,C_out,k,d,r_max,n_samples,n_over_d,kernel_erank_over_rmax,kernel_cond_top_rmax,data_erank_over_rmax,rank_W,n_null,kappa,ostrowski_ok,bound_0.9,bound_ok_0.9,out_0.9,kernel_0.9,data_0.9,ortho_0.9,bound_0.95,bound_ok_0.95,out_0.95,kernel_0.95,data_0.95,ortho_0.95,bound_0.99,bound_ok_0.99,out_0.99,kernel_0.99,data_0.99,ortho_0.99,bound_0.999,bound_ok_0.999,out_0.999,kernel_0.999,data_0.999,ortho_0.999
timm:resnet50.tv2_in1k,layer1.2.conv3,10,64,256,1,64,64,307200,4800.0,0.7547071804471746,7.947262688832965,0.7223973055990152,64,0,7.947262688832965,True,0.96875,True,0.453125,0.640625,0.671875,0.671875,0.984375,True,0.578125,0.75,0.796875,0.796875,0.984375,True,0.8125,0.921875,0.9375,0.9375,1.0,True,0.953125,0.984375,0.984375,0.984375
timm:resnet50.tv2_in1k,layer2.0.conv1,11,256,128,1,256,128,307200,1200.0,0.5718720199097537,13.935876844983108,0.9285160797621363,128,0,13.935876844983108,True,1.0,True,0.296875,0.5078125,1.0,0.5859375,1.0,True,0.3984375,0.640625,1.0,0.7421875,1.0,True,0.640625,0.8515625,1.0,0.9296875,1.0,True,0.8984375,0.9765625,1.0,0.9921875
timm:resnet50.tv2_in1k,layer2.0.conv2,12,128,128,9,1152,128,307200,266.6666666666667,0.7737447687517981,5.483830155519446,1.0,128,0,5.483830155519446,True,0.9765625,True,0.4453125,0.6640625,1.0,0.640625,0.9921875,True,0.5703125,0.7734375,1.0,0.78125,1.0,True,0.8046875,0.9296875,1.0,0.9453125,1.0,True,0.96875,0.9921875,1.0,1.0
timm:resnet50.tv2_in1k,layer2.0.conv3,13,128,512,1,128,128,307200,2400.0,0.7418292625400513,8.671303195836321,0.6466120183598734,128,0,8.671303195836321,True,0.984375,True,0.3984375,0.625,0.6171875,0.6171875,0.9921875,True,0.515625,0.734375,0.7578125,0.7578125,1.0,True,0.7578125,0.90625,0.9296875,0.9296875,1.0,True,0.9453125,0.984375,0.9921875,0.9921875
timm:resnet50.tv2_in1k,layer2.0.downsample.0,14,256,512,1,256,256,307200,1200.0,0.35516402611837755,30.546869937705264,0.46082320122070286,256,0,30.546869937705264,True,0.9921875,True,0.1484375,0.40234375,0.5078125,0.5078125,0.99609375,True,0.23828125,0.5390625,0.6640625,0.6640625,0.99609375,True,0.484375,0.79296875,0.875,0.875,0.99609375,True,0.8046875,0.95703125,0.97265625,0.97265625
timm:resnet50.tv2_in1k,layer2.1.conv1,15,512,128,1,512,128,307200,600.0,0.5972172248888976,10.053480821167994,0.8715742005565899,128,0,10.053480821167994,True,0.984375,True,0.203125,0.5546875,1.0,0.46875,0.9921875,True,0.3203125,0.6875,1.0,0.625,1.0,True,0.578125,0.890625,1.0,0.875,1.0,True,0.8671875,0.984375,1.0,0.984375
timm:resnet50.tv2_in1k,layer2.1.conv2,16,128,128,9,1152,128,307200,266.6666666666667,0.6453472686528675,6.428970245070208,1.0,128,0,6.428970245070208,True,0.9765625,True,0.3359375,0.6015625,1.0,0.5703125,0.9921875,True,0.4765625,0.75,1.0,0.7265625,1.0,True,0.7578125,0.9296875,1.0,0.921875,1.0,True,0.9609375,0.9921875,1.0,0.9921875
timm:resnet50.tv2_in1k,layer2.1.conv3,17,128,512,1,128,128,307200,2400.0,0.6645595361798051,9.395238739064856,0.6229744844722515,128,0,9.395238739064856,True,0.9765625,True,0.328125,0.5859375,0.6015625,0.6015625,0.984375,True,0.4609375,0.71875,0.7421875,0.7421875,0.9921875,True,0.734375,0.90625,0.90625,0.90625,0.9921875,True,0.9375,0.9921875,0.9765625,0.9765625
timm:resnet50.tv2_in1k,layer2.2.conv1,18,512,128,1,512,128,307200,600.0,0.6679590287739593,9.681666330957862,1.0,128,0,9.681666330957862,True,0.9921875,True,0.328125,0.59375,1.0,0.5625,1.0,True,0.4609375,0.7265625,1.0,0.71875,1.0,True,0.7265625,0.90625,1.0,0.921875,1.0,True,0.9375,0.984375,1.0,0.9921875
timm:resnet50.tv2_in1k,layer2.2.conv2,19,128,128,9,1152,128,307200,266.6666666666667,0.7497975747463973,5.163563259151458,1.0,128,0,5.163563259151458,True,0.96875,True,0.3828125,0.65625,1.0,0.6171875,0.984375,True,0.515625,0.78125,1.0,0.765625,1.0,True,0.796875,0.9375,1.0,0.9296875,1.0,True,0.96875,0.9921875,1.0,0.9921875
timm:resnet50.tv2_in1k,layer2.2.conv3,20,128,512,1,128,128,307200,2400.0,0.6839032318186945,11.05853378493776,0.6636932589151615,128,0,11.05853378493776,True,0.9609375,True,0.4140625,0.59375,0.6328125,0.6328125,0.9765625,True,0.5390625,0.71875,0.75,0.75,1.0,True,0.7734375,0.890625,0.890625,0.890625,1.0,True,0.9296875,0.984375,0.9609375,0.9609375
timm:resnet50.tv2_in1k,layer2.3.conv1,21,512,128,1,512,128,307200,600.0,0.6702982961445089,8.597231265761057,1.0,128,0,8.597231265761057,True,0.9921875,True,0.3359375,0.609375,1.0,0.6015625,1.0,True,0.46875,0.734375,1.0,0.7578125,1.0,True,0.7421875,0.9140625,1.0,0.9375,1.0,True,0.9453125,0.9921875,1.0,0.9921875
timm:resnet50.tv2_in1k,layer2.3.conv2,22,128,128,9,1152,128,307200,266.6666666666667,0.7724641177424554,4.577485369298377,1.0,128,0,4.577485369298377,True,0.9765625,True,0.46875,0.6875,1.0,0.6640625,0.984375,True,0.609375,0.8125,1.0,0.8046875,1.0,True,0.859375,0.953125,1.0,0.953125,1.0,True,0.984375,1.0,1.0,1.0
timm:resnet50.tv2_in1k,layer2.3.conv3,23,128,512,1,128,128,307200,2400.0,0.6786012942081144,11.18274463029407,0.6812913352428833,128,0,11.18274463029407,True,0.984375,True,0.4140625,0.6171875,0.6640625,0.6640625,0.9921875,True,0.546875,0.7421875,0.7890625,0.7890625,1.0,True,0.796875,0.9140625,0.921875,0.921875,1.0,True,0.953125,0.9921875,0.984375,0.984375
timm:resnet50.tv2_in1k,layer3.0.conv1,24,512,256,1,512,256,307200,600.0,0.5182250313803947,18.70459060519627,0.9960603548346444,256,0,18.70459060519627,True,0.99609375,True,0.23046875,0.4765625,1.0,0.61328125,1.0,True,0.3359375,0.61328125,1.0,0.765625,1.0,True,0.60546875,0.8359375,1.0,0.93359375,1.0,True,0.8828125,0.97265625,1.0,0.9921875
timm:resnet50.tv2_in1k,layer3.0.conv2,25,256,256,9,2304,256,307200,133.33333333333334,0.701867540892914,6.824232666125849,1.0,256,0,6.824232666125849,True,0.984375,True,0.37890625,0.5859375,1.0,0.640625,0.9921875,True,0.5,0.7109375,1.0,0.7890625,1.0,True,0.74609375,0.90625,1.0,0.94921875,1.0,True,0.953125,0.98828125,1.0,0.9921875
timm:resnet50.tv2_in1k,layer3.0.conv3,26,256,1024,1,256,256,307200,1200.0,0.7183513904973172,8.438408865684089,0.5926858438244281,256,0,8.438408865684089,True,0.984375,True,0.34375,0.61328125,0.58203125,0.58203125,0.9921875,True,0.4453125,0.734375,0.734375,0.734375,0.99609375,True,0.6953125,0.9140625,0.92578125,0.92578125,1.0,True,0.92578125,0.98828125,0.98828125,0.98828125
