layer,kind,depth_index,C,groups,is_depthwise,r_max,call_index,H,W,n_samples,total_variance,participation_ratio,participation_ratio_norm,effective_rank,effective_rank_norm,stable_rank,stable_rank_norm,powerlaw_alpha,powerlaw_fit_lo,powerlaw_fit_hi,powerlaw_r2,nonzero_eigs,k_star_0.9,k_star_0.95,k_star_0.99,k_star_0.999,k_star_ratio_0.9,k_star_ratio_0.95,k_star_ratio_0.99,k_star_ratio_0.999,n_over_C,n_over_C_ok,k_star_rmax_0.9,k_star_rmax_0.95,k_star_rmax_0.99,k_star_rmax_0.999,r_max_over_C,pooled_n_samples,pooled_total_variance,pooled_participation_ratio,pooled_participation_ratio_norm,pooled_effective_rank,pooled_effective_rank_norm,pooled_stable_rank,pooled_stable_rank_norm,pooled_powerlaw_alpha,pooled_powerlaw_fit_lo,pooled_powerlaw_fit_hi,pooled_powerlaw_r2,pooled_nonzero_eigs,pooled_k_star_0.9,pooled_k_star_0.95,pooled_k_star_0.99,pooled_k_star_0.999,pooled_k_star_ratio_0.9,pooled_k_star_ratio_0.95,pooled_k_star_ratio_0.99,pooled_k_star_ratio_0.999,pooled_n_over_C,pooled_n_over_C_ok,ok
blocks.9.attn.qkv,linear,46,2304,1,False,768.0,0,197.0,1.0,204800,2110.9340172193643,85.22420114852616,0.03698967063738115,226.77206496442983,0.09842537541858934,14.622156816617135,0.006346422229434521,12.1319841580592,10,2304,0.6990292992379646,767,302,422,626,740,0.1310763888888889,0.1831597222222222,0.2717013888888889,0.3211805555555556,88.88888888888889,True,0.3932291666666667,0.5494791666666666,0.8151041666666666,0.9635416666666666,0.3333333333333333,6400.0,367.5764740324016,57.94942840205827,0.025151661632837788,148.30179926935324,0.06436710037732346,15.363075747930631,0.006668001626706003,13.393410252723113,10.0,2304.0,0.711050711116424,767.0,209.0,317.0,541.0,712.0,0.09071180555555555,0.13758680555555555,0.2348090277777778,0.3090277777777778,2.7777777777777777,False,True
blocks.9.attn.proj,linear,47,768,1,False,768.0,0,197.0,1.0,204800,71.65001771825327,113.83010038654278,0.14821627654497757,259.4453392192409,0.3378194521083866,17.941422589294426,0.02336122732981045,2.1278922600950625,10,768,0.6080261663339168,768,293,378,528,654,0.3815104166666667,0.4921875,0.6875,0.8515625,266.6666666666667,True,0.3815104166666667,0.4921875,0.6875,0.8515625,1.0,6400.0,39.91590715466703,89.3145477133966,0.1162949840018185,204.49995171453176,0.26627597879496323,19.3332936346916,0.025173559420171354,2.3068490063694704,10.0,768.0,0.6452814532371889,768.0,249.0,335.0,495.0,636.0,0.32421875,0.4361979166666667,0.64453125,0.828125,8.333333333333334,False,True
blocks.9.mlp.fc1,linear,48,3072,1,False,768.0,0,197.0,1.0,204800,63364.039188935654,54.35862475996253,0.01769486483071697,283.5446272683248,0.09229968335557448,8.229573324012947,0.0026788975664104645,10.703709450562918,10,3072,0.7102655860517102,767,423,536,687,748,0.1376953125,0.17447916666666666,0.2236328125,0.24348958333333334,66.66666666666667,True,0.55078125,0.6979166666666666,0.89453125,0.9739583333333334,0.25,6400.0,17497.22588847684,50.40689214098274,0.016408493535476153,164.39085037482488,0.053512646606388305,10.633135851830538,0.00346130724343442,11.72364212080966,10.0,3072.0,0.7379951429170353,767.0,253.0,361.0,570.0,719.0,0.08235677083333333,0.11751302083333333,0.185546875,0.23404947916666666,2.0833333333333335,False,True
blocks.9.mlp.act,act,49,3072,1,False,,0,197.0,1.0,204800,379.4038890967324,256.52253519122314,0.08350342942422628,1081.1368399505025,0.3519325650880542,23.279836256226588,0.0075780716979904255,1.2373063689788146,10,3072,0.7829479838300928,3072,1506,1940,2568,2930,0.490234375,0.6315104166666666,0.8359375,0.9537760416666666,66.66666666666667,True,,,,,,6400.0,76.96359335878721,131.32848577088896,0.04275015812854458,527.4482212498368,0.17169538452143127,20.299697843140642,0.006607974558314011,1.9465934441226393,10.0,3072.0,0.7647806984490926,3072.0,841.0,1210.0,1951.0,2612.0,0.2737630208333333,0.3938802083333333,0.6350911458333334,0.8502604166666666,2.0833333333333335,False,True
blocks.9.mlp.fc2,linear,50,768,1,False,768.0,0,197.0,1.0,204800,160.2483160462712,217.2883847837938,0.28292758435389814,430.52313902258055,0.5605770039356518,27.145548620013315,0.035345766432309,1.0145926198167443,10,768,0.8581344304154433,768,461,567,705,758,0.6002604166666666,0.73828125,0.91796875,0.9869791666666666,266.6666666666667,True,0.6002604166666666,0.73828125,0.91796875,0.9869791666666666,1.0,6400.0,36.53875838479188,108.9849865831492,0.14190753461347552,266.33461990536074,0.34678986966843844,21.74572678937844,0.028314748423669846,1.3601352051802555,10.0,768.0,0.8927464092623272,768.0,340.0,458.0,650.0,748.0,0.4427083333333333,0.5963541666666666,0.8463541666666666,0.9739583333333334,8.333333333333334,False,True
blocks.10.attn.qkv,linear,51,2304,1,False,768.0,0,197.0,1.0,204800,2388.6333085712154,116.57598625840478,0.05059721625798819,309.6844552655589,0.13441165593123217,16.408299145629393,0.007121657615290535,12.178591029648802,10,2304,0.6904963727276011,767,383,498,670,750,0.1662326388888889,0.21614583333333334,0.2907986111111111,0.3255208333333333,88.88888888888889,True,0.4986979166666667,0.6484375,0.8723958333333334,0.9765625,0.3333333333333333,6400.0,497.8448766390248,94.83429057183362,0.04116071639402501,232.86013198939446,0.1010677656203969,20.500729559194593,0.00889788609340043,13.55431624523283,10.0,2304.0,0.7021513863255215,767.0,305.0,420.0,619.0,736.0,0.1323784722222222,0.18229166666666666,0.2686631944444444,0.3194444444444444,2.7777777777777777,False,True
blocks.10.attn.proj,linear,52,768,1,False,768.0,0,197.0,1.0,204800,94.92801518392783,138.27132523953935,0.18004078807231685,307.96570152668573,0.4009970071962054,17.337088991980306,0.022574334624974355,2.0543226480869468,10,768,0.5784539652667832,768,318,400,543,661,0.4140625,0.5208333333333334,0.70703125,0.8606770833333334,266.6666666666667,True,0.4140625,0.5208333333333334,0.70703125,0.8606770833333334,1.0,6400.0,60.38650442149523,158.73131640160878,0.20668140156459477,291.90804997458065,0.3800886067377352,25.495246466561913,0.03319693550333582,2.1994019809939247,10.0,768.0,0.6046397476770232,768.0,293.0,375.0,522.0,650.0,0.3815104166666667,0.48828125,0.6796875,0.8463541666666666,8.333333333333334,False,True
blocks.10.mlp.fc1,linear,53,3072,1,False,768.0,0,197.0,1.0,204800,247895.2038002205,24.44345009831186,0.007956852245544226,234.91423762285527,0.07646947839285653,5.080433379963868,0.0016537869075403215,10.666764196288533,10,3072,0.7054563826320625,767,445,554,696,752,0.14485677083333334,0.18033854166666666,0.2265625,0.24479166666666666,66.66666666666667,True,0.5794270833333334,0.7213541666666666,0.90625,0.9791666666666666,0.25,6400.0,80885.04245392761,29.105542825179672,0.009474460555071508,184.3023123492009,0.05999424230117217,5.780547202520129,0.001881688542487021,11.80989802586618,10.0,3072.0,0.732429725600652,767.0,313.0,419.0,606.0,730.0,0.10188802083333333,0.13639322916666666,0.197265625,0.23763020833333334,2.0833333333333335,False,True
blocks.10.mlp.act,act,54,3072,1,False,,0,197.0,1.0,204800,1050.6817611159531,105.13789859351246,0.03422457636507567,618.7497681986025,0.20141594016881592,13.964456767918493,0.004545721604140135,1.6336377720053592,10,3072,0.7698933669590146,3072,1048,1441,2197,2795,0.3411458333333333,0.4690755208333333,0.7151692708333334,0.9098307291666666,66.66666666666667,True,,,,,,6400.0,318.4370303172405,144.0045921380518,0.04687649483660541,512.4222637390873,0.1668041223109008,20.94694422256745,0.006818666739117008,2.550570338048944,10.0,3072.0,0.7479927992119075,3071.0,668.0,926.0,1524.0,2238.0,0.21744791666666666,0.3014322916666667,0.49609375,0.728515625,2.0833333333333335,False,True
blocks.10.mlp.fc2,linear,55,768,1,False,768.0,0,197.0,1.0,204800,564.9630663946064,141.13129445765003,0.18376470632506514,327.8915747777444,0.4269421546585213,24.21844479673373,0.03153443332908038,1.3083497826745405,10,768,0.8593138413774609,768,365,476,659,751,0.4752604166666667,0.6197916666666666,0.8580729166666666,0.9778645833333334,266.6666666666667,True,0.4752604166666667,0.6197916666666666,0.8580729166666666,0.9778645833333334,1.0,6400.0,204.32753974297663,127.5553649855526,0.16608771482493828,270.1913520198218,0.3518116562758096,23.2611765816595,0.030287990340702477,1.6382851126182043,10.0,768.0,0.8622565956609293,768.0,292.0,393.0,591.0,732.0,0.3802083333333333,0.51171875,0.76953125,0.953125,8.333333333333334,False,True
blocks.11.attn.qkv,linear,56,2304,1,False,768.0,0,197.0,1.0,204800,2852.369669321026,100.71447462233776,0.04371287961038965,310.71318522661375,0.1348581533101622,13.516740916647475,0.005866641022850467,12.18175463950758,10,2304,0.6896300845060406,767,381,492,665,749,0.16536458333333334,0.21354166666666666,0.2886284722222222,0.3250868055555556,88.88888888888889,True,0.49609375,0.640625,0.8658854166666666,0.9752604166666666,0.3333333333333333,6400.0,914.8891096743337,96.00580018094868,0.04166918410631453,248.3699132702147,0.10779944152353069,17.20402007303626,0.007467022601144211,13.708987161081275,10.0,2304.0,0.7000732953436443,767.0,313.0,425.0,619.0,737.0,0.13585069444444445,0.18446180555555555,0.2686631944444444,0.3198784722222222,2.7777777777777777,False,True
blocks.11.attn.proj,linear,57,768,1,False,768.0,0,197.0,1.0,204800,204.21843316657248,119.07586892400161,0.1550467043281271,260.8614810898182,0.3396633868357008,16.44810456811707,0.0214168028230691,2.414726276008939,10,768,0.6179738577928036,768,272,348,489,624,0.3541666666666667,0.453125,0.63671875,0.8125,266.6666666666667,True,0.3541666666666667,0.453125,0.63671875,0.8125,1.0,6400.0,149.85975964513582,142.74267898204002,0.1858628632578646,254.98413727729263,0.33201059541314143,25.480869074206655,0.03317821494037325,2.6068112458930224,10.0,768.0,0.6320626208640532,768.0,255.0,327.0,464.0,603.0,0.33203125,0.42578125,0.6041666666666666,0.78515625,8.333333333333334,False,True
blocks.11.mlp.fc1,linear,58,3072,1,False,768.0,0,197.0,1.0,204800,3554.0305865092196,81.24555684995453,0.026447121370427904,328.03519024777506,0.10678228849211428,10.67674033888221,0.003475501412396553,10.576489828101902,10,3072,0.7231612083627155,767,422,537,695,758,0.13736979166666666,0.1748046875,0.22623697916666666,0.24674479166666666,66.66666666666667,True,0.5494791666666666,0.69921875,0.9049479166666666,0.9869791666666666,0.25,6400.0,1685.95613722377,125.82682199074141,0.04095925195011114,280.8985877681832,0.09143834237245546,21.278329299332455,0.006926539485459783,12.044538616219722,10.0,3072.0,0.7411947010726149,767.0,309.0,417.0,619.0,742.0,0.1005859375,0.1357421875,0.20149739583333334,0.24153645833333334,2.0833333333333335,False,True
blocks.11.mlp.act,act,59,3072,1,False,,0,197.0,1.0,204800,166.6803020321062,23.364131437106494,0.0076055115355164364,178.61962449332947,0.058144409014755684,5.32733885166926,0.0017341597824444205,1.7119352040368374,10,3072,0.8996906170383715,3072,486,912,1927,2738,0.158203125,0.296875,0.6272786458333334,0.8912760416666666,66.66666666666667,True,,,,,,6400.0,63.411830664781334,39.3254215922656,0.012801244007898957,158.94301933440624,0.051739264106252035,8.668980565478108,0.002821933777824905,2.2302286867365315,10.0,3072.0,0.8727495673095481,3072.0,273.0,533.0,1334.0,2307.0,0.0888671875,0.17350260416666666,0.4342447916666667,0.7509765625,2.0833333333333335,False,True
blocks.11.mlp.fc2,linear,60,768,1,False,768.0,0,197.0,1.0,204800,92.79139896556775,8.010144966059332,0.010429876257889756,61.8168999837149,0.08049075518712877,2.9142768699145827,0.003794631341034613,1.3844919273462146,10,768,0.9393728439281103,768,223,358,604,741,0.2903645833333333,0.4661458333333333,0.7864583333333334,0.96484375,266.6666666666667,True,0.2903645833333333,0.4661458333333333,0.7864583333333334,0.96484375,1.0,6400.0,31.592451449781045,16.304670120112835,0.02123003921889692,81.19480293501415,0.10572239965496634,4.640719709309165,0.0060426037881629755,1.663824379713624,10.0,768.0,0.943777118169347,768.0,175.0,290.0,542.0,723.0,0.22786458333333334,0.3776041666666667,0.7057291666666666,0.94140625,8.333333333333334,False,True
head,linear,61,1000,1,False,768.0,0,,,6400,3318.073285298324,10.082368570598181,0.010082368570598181,32.8151834050639,0.0328151834050639,3.9250838468761726,0.003925083846876173,8.279737158902963,10,1000,0.42763128752524504,767,72,133,295,531,0.072,0.133,0.295,0.531,6.4,False,0.09375,0.17317708333333334,0.3841145833333333,0.69140625,0.768,,,,,,,,,,,,,,,,,,,,,,,,False
