model,scheme,acc_full,acc_fold,params_full,params_fold,param_frac,internal_width_frac,widths
resnet18,tau_0.999,70.1875,70.15625,11689512,11658398,0.9973382977835173,0.9973958333333334,64 64 128 128 255 255 510 511
resnet18,tau_0.99,70.1875,68.9375,11689512,11285002,0.9653954758761529,0.9588541666666667,58 61 122 123 241 247 493 496
resnet18,tau_0.95,70.1875,62.875,11689512,9971804,0.8530556279851546,0.8302083333333333,44 52 103 109 197 217 429 443
resnet18,eps_0.001,70.1875,70.15625,11689512,11665312,0.9979297681545646,0.9979166666666667,64 64 128 128 255 255 511 511
resnet18,eps_0.01,70.1875,69.53125,11689512,11394486,0.9747614784945685,0.9703125,59 62 124 124 247 249 498 500
