model,scheme,acc_full,acc_fold,params_full,params_fold,param_frac,internal_width_frac,widths
timm:resnet50.tv2_in1k,tau_0.999,81.34375,80.9375,25557032,25151861,0.9841463985332882,0.9842425847457628,62 57 61 62 63 63 128 127 123 125 124 123 125 126 254 253 246 248 249 250 253 252 252 253 255 255 510 510 506 508 504 506
timm:resnet50.tv2_in1k,tau_0.99,81.34375,80.375,25557032,23654275,0.9255485926534819,0.9303495762711864,51 41 57 59 59 60 121 119 107 116 114 114 118 118 241 237 228 231 234 235 242 243 239 240 245 245 494 493 482 490 475 478
timm:resnet50.tv2_in1k,tau_0.95,81.34375,72.0625,25557032,19530008,0.7641735550513065,0.7817796610169492,31 20 44 50 48 51 100 97 77 95 93 96 99 101 198 189 181 198 192 203 207 211 203 206 214 210 432 424 409 431 402 392
timm:resnet50.tv2_in1k,eps_0.001,81.34375,81.15625,25557032,25197001,0.9859126443164449,0.9856991525423728,62 57 61 62 63 63 128 127 124 125 124 123 126 126 254 254 248 249 249 250 254 252 252 253 255 255 511 511 507 508 504 507
timm:resnet50.tv2_in1k,eps_0.01,81.34375,80.84375,25557032,23990870,0.9387189404466059,0.9426641949152542,54 45 58 59 60 61 123 122 112 117 115 114 121 118 246 245 235 233 236 237 244 245 240 242 247 248 499 499 489 494 479 482
