model,layer,depth_index,C_in,C_out,k,d,r_max,n_samples,n_over_d,kernel_erank_over_rmax,kernel_cond_top_rmax,data_erank_over_rmax,rank_W,n_null,kappa,ostrowski_ok,bound_0.9,bound_ok_0.9,bound_lo_0.9,bound_lo_ok_0.9,out_0.9,kernel_0.9,data_0.9,ortho_0.9,bound_0.95,bound_ok_0.95,bound_lo_0.95,bound_lo_ok_0.95,out_0.95,kernel_0.95,data_0.95,ortho_0.95,bound_0.99,bound_ok_0.99,bound_lo_0.99,bound_lo_ok_0.99,out_0.99,kernel_0.99,data_0.99,ortho_0.99,bound_0.999,bound_ok_0.999,bound_lo_0.999,bound_lo_ok_0.999,out_0.999,kernel_0.999,data_0.999,ortho_0.999,rho_align,rho_align_sigma
vgg16_bn_ruler_s1_epoch_010,features.0,0,3,14,9,27,14,160000,5925.925925925926,0.6176016642315106,8.523304515968565,0.19621979249076332,14,0,8.523304515968565,True,0.9285714285714286,True,0.07142857142857142,True,0.42857142857142855,0.5714285714285714,0.2857142857142857,0.35714285714285715,0.9285714285714286,True,0.07142857142857142,True,0.5,0.7142857142857143,0.35714285714285715,0.5,1.0,True,0.14285714285714285,True,0.7142857142857143,0.9285714285714286,0.7142857142857143,0.7142857142857143,1.0,True,0.42857142857142855,True,0.8571428571428571,1.0,1.0,0.9285714285714286,-0.3934065934065934,0.7094017094017093
vgg16_bn_ruler_s1_epoch_010,features.3,1,14,47,9,126,47,160000,1269.8412698412699,0.6149052579875072,7.108718102822303,0.6009913263392702,47,0,7.108718102822303,True,0.9361702127659575,True,0.02127659574468085,True,0.2553191489361702,0.574468085106383,0.574468085106383,0.40425531914893614,0.9787234042553191,True,0.06382978723404255,True,0.3404255319148936,0.723404255319149,0.8297872340425532,0.5319148936170213,1.0,True,0.19148936170212766,True,0.5319148936170213,0.9148936170212766,1.0,0.7872340425531915,1.0,True,0.5319148936170213,True,0.8085106382978723,1.0,1.0,0.9787234042553191,0.9003237742830712,0.9126389201349834
vgg16_bn_ruler_s1_epoch_010,features.7,2,47,107,9,423,107,160000,378.25059101654847,0.6779856743247661,5.604703188218555,0.811811680721589,107,0,5.604703188218555,True,0.9532710280373832,True,0.018691588785046728,True,0.22429906542056074,0.6635514018691588,1.0,0.4205607476635514,0.9719626168224299,True,0.056074766355140186,True,0.3177570093457944,0.794392523364486,1.0,0.5887850467289719,1.0,True,0.22429906542056074,True,0.616822429906542,0.9532710280373832,1.0,0.8691588785046729,1.0,True,0.7009345794392523,True,0.9158878504672897,1.0,1.0,0.9906542056074766,0.905944473833735,0.8667198755963808
vgg16_bn_ruler_s1_epoch_010,features.10,3,107,121,9,963,121,160000,166.14745586708204,0.8438207941909941,3.2706867631644303,1.0,121,0,3.2706867631644303,True,0.8842975206611571,True,0.0743801652892562,True,0.24793388429752067,0.7768595041322314,1.0,0.4049586776859504,0.9421487603305785,True,0.14049586776859505,True,0.38016528925619836,0.8760330578512396,1.0,0.5867768595041323,0.9917355371900827,True,0.4132231404958678,True,0.71900826446281,0.9752066115702479,1.0,0.8842975206611571,1.0,True,0.8760330578512396,True,0.9586776859504132,1.0,1.0,0.9917355371900827,0.9394729711421214,0.794625615291067
vgg16_bn_ruler_s1_epoch_010,features.14,4,121,238,9,1089,238,160000,146.92378328741964,0.7523307014682796,4.6357108286116615,0.7553830393521695,238,0,4.6357108286116615,True,0.9327731092436975,True,0.025210084033613446,True,0.17647058823529413,0.7142857142857143,1.0,0.35714285714285715,0.9663865546218487,True,0.05042016806722689,True,0.2773109243697479,0.8319327731092437,1.0,0.5546218487394958,0.9957983193277311,True,0.2184873949579832,True,0.6302521008403361,0.957983193277311,1.0,0.8739495798319328,1.0,True,0.7605042016806722,True,0.9327731092436975,0.9957983193277311,1.0,0.9873949579831933,0.8963414824115125,0.8555598266677966
vgg16_bn_ruler_s1_epoch_010,features.17,5,238,247,9,2142,247,160000,74.69654528478058,0.8766968506320365,3.305237465684105,1.0,247,0,3.305237465684105,True,0.8866396761133604,True,0.05263157894736842,True,0.22267206477732793,0.7935222672064778,1.0,0.3724696356275304,0.9433198380566802,True,0.10121457489878542,True,0.3643724696356275,0.8906882591093117,1.0,0.5789473684210527,0.9919028340080972,True,0.3724696356275304,True,0.7530364372469636,0.9757085020242915,1.0,0.8866396761133604,1.0,True,0.8785425101214575,True,0.9676113360323887,1.0,1.0,0.9878542510121457,0.9103657740247246,0.7558865297163891
vgg16_bn_ruler_s1_epoch_010,features.20,6,247,249,9,2223,249,160000,71.97480881691408,0.8924516125023026,2.985466515140949,1.0,249,0,2.985466515140949,True,0.8714859437751004,True,0.0642570281124498,True,0.23694779116465864,0.7991967871485943,1.0,0.3895582329317269,0.9357429718875502,True,0.12449799196787148,True,0.39357429718875503,0.891566265060241,1.0,0.5983935742971888,0.9879518072289156,True,0.4457831325301205,True,0.7791164658634538,0.9759036144578314,1.0,0.8955823293172691,1.0,True,0.9076305220883534,True,0.9718875502008032,1.0,1.0,0.9919678714859438,0.9099518072289158,0.7481602855476762
vgg16_bn_ruler_s1_epoch_010,features.24,7,249,456,9,2241,456,160000,71.396697902722,0.8273311331680911,4.137716937605515,0.45164545662994465,456,0,4.137716937605515,True,0.9078947368421053,True,0.013157894736842105,True,0.14473684210526316,0.7543859649122807,1.0,0.28289473684210525,0.9539473684210527,True,0.03508771929824561,True,0.25877192982456143,0.8596491228070176,1.0,0.5,0.9912280701754386,True,0.19078947368421054,True,0.668859649122807,0.9671052631578947,1.0,0.8640350877192983,1.0,True,0.7828947368421053,True,0.9473684210526315,0.9978070175438597,1.0,0.9846491228070176,0.8057425587196404,0.7314922149837187
vgg16_bn_ruler_s1_epoch_010,features.27,8,456,376,9,4104,376,160000,38.98635477582846,0.9346702087455658,2.3917828367247256,0.6942963268712062,376,0,2.3917828367247256,True,0.7340425531914894,True,0.05053191489361702,True,0.16489361702127658,0.824468085106383,1.0,0.2526595744680851,0.8590425531914894,True,0.10372340425531915,True,0.31117021276595747,0.9069148936170213,1.0,0.4627659574468085,0.9707446808510638,True,0.43351063829787234,True,0.7393617021276596,0.9813829787234043,1.0,0.8457446808510638,0.9973404255319149,True,0.9069148936170213,True,0.9654255319148937,1.0,1.0,0.9840425531914894,0.8551182346633557,0.576369133493095
vgg16_bn_ruler_s1_epoch_010,features.30,9,376,261,9,3384,261,160000,47.28132387706856,0.9487000882303677,2.2073307509945628,0.6567575854980416,261,0,2.2073307509945628,True,0.6283524904214559,True,0.06130268199233716,True,0.1724137931034483,0.8352490421455939,1.0,0.2260536398467433,0.7931034482758621,True,0.11877394636015326,True,0.29118773946360155,0.9118773946360154,1.0,0.3946360153256705,0.9540229885057471,True,0.41379310344827586,True,0.7049808429118773,0.9808429118773946,1.0,0.8045977011494253,0.9961685823754789,True,0.896551724137931,True,0.9616858237547893,1.0,1.0,0.9770114942528736,0.8748172596027295,0.5825621329032328
