scheme,widths,params,param_frac,acc_full,acc_hook,acc_fold,max_logit_diff_fold_vs_hook,max_logit_diff_fold_vs_full,logit_scale
a18_ruler_act_0.999,47 64 127 128 255 255 254 504 486 469 347 285 168,9915277,0.6732141448287259,93.83,93.81,93.82,0.2552926540374756,0.5226322412490845,10.595351219177246
kstar_0.999,47 64 127 128 255 255 254 504 486 469 349 285 168,9928855,0.6741360456146026,93.83,93.81,93.82,0.2550482749938965,0.5201762914657593,10.595351219177246
kstar_0.99,30 59 120 123 246 246 245 463 386 318 120 77 42,5770366,0.39178855134745666,93.83,93.44,93.34,1.2661046981811523,2.517266273498535,10.595351219177246
a18_ruler_act_0.95,18 45 96 106 212 215 212 350 214 137 38 36 36,2843035,0.19303256744548203,93.83,88.74,88.87,4.052274703979492,7.760071754455566,10.595351219177246
