layer,kind,depth_index,C,groups,is_depthwise,r_max,call_index,H,W,n_samples,total_variance,participation_ratio,participation_ratio_norm,effective_rank,effective_rank_norm,stable_rank,stable_rank_norm,powerlaw_alpha,powerlaw_fit_lo,powerlaw_fit_hi,powerlaw_r2,nonzero_eigs,k_star_0.9,k_star_0.95,k_star_0.99,k_star_0.999,k_star_ratio_0.9,k_star_ratio_0.95,k_star_ratio_0.99,k_star_ratio_0.999,n_over_C,pooled_C,pooled_n_samples,pooled_total_variance,pooled_participation_ratio,pooled_participation_ratio_norm,pooled_effective_rank,pooled_effective_rank_norm,pooled_stable_rank,pooled_stable_rank_norm,pooled_powerlaw_alpha,pooled_powerlaw_fit_lo,pooled_powerlaw_fit_hi,pooled_powerlaw_r2,pooled_nonzero_eigs,pooled_k_star_0.9,pooled_k_star_0.95,pooled_k_star_0.99,pooled_k_star_0.999,pooled_k_star_ratio_0.9,pooled_k_star_ratio_0.95,pooled_k_star_ratio_0.99,pooled_k_star_ratio_0.999,pooled_n_over_C,epoch,test_acc
conv1,conv,0,62,1,False,27.0,0,32.0,32.0,160000,7.66525296701736,1.5082866827272836,0.02432720456011748,2.2910888755488,0.03695304637981935,1.2357271598835768,0.01993108322392866,14.44793751758397,10,62,0.8717527868337309,44,3,4,8,15,0.04838709677419355,0.06451612903225806,0.12903225806451613,0.24193548387096775,2580.6451612903224,62.0,10000.0,2.2379768425264666,1.2550968784726133,0.02024349803988086,1.5039296259599615,0.02425692945096712,1.1266808440183687,0.018172271677715623,7.84742611598209,10.0,62.0,0.9394370100794781,41.0,2.0,2.0,3.0,3.0,0.03225806451612903,0.03225806451612903,0.04838709677419355,0.04838709677419355,161.29032258064515,0,9.48
layer1.0.conv1,conv,1,62,1,False,62.0,0,32.0,32.0,160000,5.296758838966702,2.7929445899673517,0.04504749338657019,5.963274157848705,0.09618184125562428,1.7400759570502458,0.028065741242745898,2.1387692503126896,10,62,0.9902448164214092,62,9,16,38,58,0.14516129032258066,0.25806451612903225,0.6129032258064516,0.9354838709677419,2580.6451612903224,62.0,10000.0,1.4274454809526387,1.768595862923479,0.028525739724572244,2.490290658880451,0.04016597836903953,1.3647242161955542,0.022011680906379907,3.958018552300971,10.0,62.0,0.9810673649231181,62.0,3.0,3.0,6.0,13.0,0.04838709677419355,0.04838709677419355,0.0967741935483871,0.20967741935483872,161.29032258064515,0,9.48
layer1.0.conv2,conv,2,62,1,False,62.0,0,32.0,32.0,160000,3.886752238234349,4.942000073873642,0.07970967861086518,10.68913768908424,0.1724054465981329,2.591105745297134,0.041792028149953774,1.6764020629488297,10,62,0.9885717184391577,62,16,27,50,61,0.25806451612903225,0.43548387096774194,0.8064516129032258,0.9838709677419355,2580.6451612903224,62.0,10000.0,0.8917355281955551,2.590831991624884,0.041787612768143294,3.4316883861140863,0.05534981267925946,1.8380997098187482,0.029646769513205617,3.7444364422646252,10.0,62.0,0.9650236821962963,62.0,3.0,4.0,8.0,23.0,0.04838709677419355,0.06451612903225806,0.12903225806451613,0.3709677419354839,161.29032258064515,0,9.48
layer1.0,block,3,62,1,False,,0,32.0,32.0,160000,4.019282000589739,4.512819622224585,0.07278741326168686,9.28908957871643,0.14982402546316823,2.8780042142480458,0.04641942281045235,1.6567169772064059,10,62,0.9674893905013703,62,14,25,49,60,0.22580645161290322,0.4032258064516129,0.7903225806451613,0.967741935483871,2580.6451612903224,62.0,10000.0,0.9682745685389971,2.65249957814162,0.04278225126034871,3.4137573312302862,0.05506060211661752,2.1512745553179546,0.034697976698676684,2.867852259443621,10.0,62.0,0.9920999354287275,62.0,3.0,4.0,8.0,28.0,0.04838709677419355,0.06451612903225806,0.12903225806451613,0.45161290322580644,161.29032258064515,0,9.48
layer1.1.conv1,conv,4,62,1,False,62.0,0,32.0,32.0,160000,7.125803969099641,5.361113022312407,0.08646956487600656,11.572668504978745,0.18665594362868945,3.148473835241072,0.050781836052275355,1.6368657142868073,10,62,0.9849872873462924,62,18,30,51,61,0.2903225806451613,0.4838709677419355,0.8225806451612904,0.9838709677419355,2580.6451612903224,62.0,10000.0,1.6235159790264395,2.737085133653141,0.04414653441376034,3.5585636006151007,0.057396187106695175,2.0710094166692286,0.033403377688213366,3.8328346411931222,10.0,62.0,0.9615570387195405,62.0,3.0,4.0,9.0,24.0,0.04838709677419355,0.06451612903225806,0.14516129032258066,0.3870967741935484,161.29032258064515,0,9.48
layer1.1.conv2,conv,5,62,1,False,62.0,0,32.0,32.0,160000,5.537920399914761,6.734818390227112,0.10862610306817923,14.516481057617234,0.23413679125189088,3.5136818715958515,0.056672288251545994,1.503262099051225,10,62,0.9840989825021152,62,22,35,54,61,0.3548387096774194,0.5645161290322581,0.8709677419354839,0.9838709677419355,2580.6451612903224,62.0,10000.0,1.102746229237031,2.5618283173584673,0.04131981157029786,3.4501736203892226,0.05564796161918101,1.9481795096923302,0.03142225015632791,4.065087614511526,10.0,62.0,0.9568883438130654,62.0,3.0,4.0,10.0,26.0,0.04838709677419355,0.06451612903225806,0.16129032258064516,0.41935483870967744,161.29032258064515,0,9.48
layer1.1,block,6,62,1,False,,0,32.0,32.0,160000,5.973148096306629,5.32679781109773,0.08591609372738275,11.93949846685318,0.19257255591698677,2.781007232893601,0.04485495536925163,1.7972355034954328,10,62,0.8955191277915827,62,19,31,50,60,0.3064516129032258,0.5,0.8064516129032258,0.967741935483871,2580.6451612903224,62.0,10000.0,1.2765807689858193,2.4898610335920996,0.04015904892890483,3.3585053875171544,0.05416944173414765,1.8823011369447877,0.030359695757173996,2.913723662699231,10.0,62.0,0.9763485402251953,62.0,3.0,4.0,11.0,33.0,0.04838709677419355,0.06451612903225806,0.1774193548387097,0.532258064516129,161.29032258064515,0,9.48
layer2.0.conv1,conv,7,124,1,False,124.0,0,16.0,16.0,160000,12.346493682831643,6.076724242574669,0.049005840665924755,15.176419182086091,0.12239047727488783,3.0640941140690012,0.024710436403782267,1.6372568232032811,10,124,0.9807712601016361,124,27,48,94,119,0.21774193548387097,0.3870967741935484,0.7580645161290323,0.9596774193548387,1290.3225806451612,124.0,10000.0,2.494648601187951,2.538644751616515,0.020472941545294474,3.426682094622088,0.02763453302114587,1.9653207639134598,0.015849360999302096,2.9510206803353163,10.0,124.0,0.9841997230009651,124.0,3.0,4.0,12.0,43.0,0.024193548387096774,0.03225806451612903,0.0967741935483871,0.3467741935483871,80.64516129032258,0,9.48
layer2.0.conv2,conv,8,124,1,False,124.0,0,16.0,16.0,160000,13.10859153589561,6.2117132943209015,0.050094462050975015,17.58115487215317,0.14178350703349332,2.785901274854603,0.022466945764956475,1.380183482980278,10,124,0.9886022901935029,124,36,61,104,122,0.2903225806451613,0.49193548387096775,0.8387096774193549,0.9838709677419355,1290.3225806451612,124.0,10000.0,2.453327147168615,2.10241941040146,0.016954995245173066,2.985048975865649,0.02407297561181975,1.5696769956603966,0.012658685448874166,2.92849419028784,10.0,124.0,0.9729846257010385,124.0,3.0,4.0,12.0,46.0,0.024193548387096774,0.03225806451612903,0.0967741935483871,0.3709677419354839,80.64516129032258,0,9.48
layer2.0.downsample.0,conv,9,124,1,False,62.0,0,16.0,16.0,160000,12.692908746075005,4.980147018574948,0.04016247595624958,10.286181414204389,0.08295307592100314,2.765332931807759,0.022301072030707733,10.993086748913843,10,124,0.6654313217201542,94,15,24,42,56,0.12096774193548387,0.1935483870967742,0.3387096774193548,0.45161290322580644,1290.3225806451612,124.0,10000.0,2.823074111145638,2.438455055570386,0.019664960125567628,3.242452286883804,0.026148808765191968,1.888061240971847,0.01522630033041812,9.331752806014348,10.0,124.0,0.7276273614223117,93.0,3.0,4.0,11.0,31.0,0.024193548387096774,0.03225806451612903,0.08870967741935484,0.25,80.64516129032258,0,9.48
layer2.0,block,10,124,1,False,,0,16.0,16.0,160000,11.75519323667343,5.163001394973433,0.0416371080239793,14.194986606454492,0.11447569843914913,2.513907888080778,0.020273450710328853,2.6349731740089646,10,124,0.6727118680370028,124,28,46,81,104,0.22580645161290322,0.3709677419354839,0.6532258064516129,0.8387096774193549,1290.3225806451612,124.0,10000.0,2.527393963528979,2.037361231024882,0.01643033250826518,2.8923757049399703,0.023325610523709437,1.5388113461295099,0.012409768920399274,3.186930459484184,10.0,124.0,0.7625738557965203,124.0,2.0,4.0,12.0,53.0,0.016129032258064516,0.03225806451612903,0.0967741935483871,0.4274193548387097,80.64516129032258,0,9.48
layer2.1.conv1,conv,11,124,1,False,124.0,0,16.0,16.0,160000,24.920040414971663,6.67571018074949,0.05383637242539911,18.657817837228592,0.15046627288087575,2.9593768668292544,0.023865942474429473,1.3200209373311247,10,124,0.9845747842782739,124,39,64,105,122,0.31451612903225806,0.5161290322580645,0.8467741935483871,0.9838709677419355,1290.3225806451612,124.0,10000.0,4.674461787629416,2.0856430915725235,0.016819702351391318,2.923733509358621,0.023578496043214686,1.578956681216437,0.012733521622713202,2.9669466828807325,10.0,124.0,0.9721738011628337,124.0,2.0,4.0,13.0,47.0,0.016129032258064516,0.03225806451612903,0.10483870967741936,0.3790322580645161,80.64516129032258,0,9.48
layer2.1.conv2,conv,12,124,1,False,124.0,0,16.0,16.0,160000,25.33979852800333,6.091187431795375,0.04912247928867238,18.277613243013704,0.1474001067984976,2.7094596392810977,0.021850480961944335,1.2744330201708014,10,124,0.9894185286224955,124,41,67,107,122,0.33064516129032256,0.5403225806451613,0.8629032258064516,0.9838709677419355,1290.3225806451612,124.0,10000.0,4.289637774754604,1.6618091567796973,0.013401686748223365,2.474553080889668,0.019956073232981195,1.3195672381198025,0.010641671275159697,2.9300901426215957,10.0,124.0,0.9651415531264627,124.0,2.0,4.0,13.0,49.0,0.016129032258064516,0.03225806451612903,0.10483870967741936,0.3951612903225806,80.64516129032258,0,9.48
layer2.1,block,13,124,1,False,,0,16.0,16.0,160000,25.823354656451194,4.2764780523493044,0.03448772622862342,13.705330199429628,0.11052685644701313,2.1491288093017027,0.017331683945981474,1.9017798479637,10,124,0.7701767067207539,124,33,55,89,112,0.2661290322580645,0.4435483870967742,0.717741935483871,0.9032258064516129,1290.3225806451612,124.0,10000.0,5.645869567526956,1.5131209561723145,0.012202588356228342,2.193457938493697,0.017689176923336266,1.248093491795877,0.01006527009512804,2.5752060797612355,10.0,124.0,0.9120024285084222,124.0,2.0,3.0,12.0,53.0,0.016129032258064516,0.024193548387096774,0.0967741935483871,0.4274193548387097,80.64516129032258,0,9.48
layer3.0.conv1,conv,14,248,1,False,248.0,0,8.0,8.0,160000,56.16235296385702,4.7654428662723385,0.019215495428517495,16.483208768884634,0.06646455148743804,2.3108425031093356,0.009317913318989256,1.3760913697055717,10,248,0.9727620547558055,248,47,94,187,239,0.18951612903225806,0.3790322580645161,0.7540322580645161,0.9637096774193549,645.1612903225806,248.0,10000.0,10.455415333176141,1.583344144249804,0.006384452194555661,2.517794168918335,0.010152395842412641,1.2778071722247102,0.005152448275099638,2.0857417853844735,10.0,248.0,0.9728970713211524,248.0,2.0,4.0,28.0,133.0,0.008064516129032258,0.016129032258064516,0.11290322580645161,0.5362903225806451,40.32258064516129,0,9.48
layer3.0.conv2,conv,15,248,1,False,248.0,0,8.0,8.0,160000,66.03161612271977,4.909159850926645,0.019794999398897763,15.07059531322508,0.060768529488810806,2.4626270737211646,0.009929947877907921,1.2114623100241806,10,248,0.9877059999294107,248,43,96,195,241,0.17338709677419356,0.3870967741935484,0.7862903225806451,0.9717741935483871,645.1612903225806,248.0,10000.0,11.004338882665634,1.334298094881922,0.005380234253556137,2.0200276309345684,0.008145272705381325,1.1595414493265013,0.004675570360187505,2.2672592217877905,10.0,248.0,0.9620466606708361,248.0,2.0,4.0,23.0,112.0,0.008064516129032258,0.016129032258064516,0.09274193548387097,0.45161290322580644,40.32258064516129,0,9.48
layer3.0.downsample.0,conv,16,248,1,False,124.0,0,8.0,8.0,160000,42.978051114315406,5.643482451285435,0.02275597762615095,15.861285867075178,0.0639567978511096,2.573553715180714,0.01037723272250288,8.824587103262516,10,248,0.6162563231769629,184,30,48,80,106,0.12096774193548387,0.1935483870967742,0.3225806451612903,0.4274193548387097,645.1612903225806,248.0,10000.0,8.439416339948126,1.7786092298184113,0.00717181141055811,2.888022994757559,0.01164525401111919,1.3692250190612112,0.005521068625246819,7.716186248058353,10.0,248.0,0.6736916551942502,185.0,3.0,5.0,26.0,75.0,0.012096774193548387,0.020161290322580645,0.10483870967741936,0.3024193548387097,40.32258064516129,0,9.48
layer3.0,block,17,248,1,False,,0,8.0,8.0,160000,49.914873747935836,5.338142518437543,0.021524768219506222,17.889571507026375,0.07213536897994506,2.4680582913294833,0.009951847948909206,2.660131249480714,10,248,0.37058314683827076,247,45,84,154,196,0.1814516129032258,0.3387096774193548,0.6209677419354839,0.7903225806451613,645.1612903225806,248.0,10000.0,9.894450684135833,1.4322219898608985,0.005775088668793946,2.249321398533493,0.009069844348925375,1.2055320841857298,0.004861016468490846,2.656326636650246,10.0,248.0,0.6828907118151986,247.0,2.0,4.0,29.0,136.0,0.008064516129032258,0.016129032258064516,0.11693548387096774,0.5483870967741935,40.32258064516129,0,9.48
layer3.1.conv1,conv,18,248,1,False,248.0,0,8.0,8.0,160000,116.11015399983154,6.093399305468994,0.024570158489794332,19.324485809170362,0.07792131374665469,2.8616165686178916,0.011538776486362467,1.2093952729619444,10,248,0.9858811007327359,248,55,110,202,242,0.2217741935483871,0.4435483870967742,0.8145161290322581,0.9758064516129032,645.1612903225806,248.0,10000.0,16.642745210197734,1.4166634720216238,0.005712352709764612,2.2799164633612476,0.009193211545811483,1.196586866494992,0.0048249470423185154,2.24351574616871,10.0,248.0,0.9620074777319264,248.0,2.0,5.0,30.0,126.0,0.008064516129032258,0.020161290322580645,0.12096774193548387,0.5080645161290323,40.32258064516129,0,9.48
layer3.1.conv2,conv,19,248,1,False,248.0,0,8.0,8.0,160000,127.93690265327433,6.196170157141112,0.02498455708524642,18.406849820451242,0.07422116863085178,3.040516159335106,0.01226014580377059,1.179757357657582,10,248,0.9881023567913284,248,52,108,202,242,0.20967741935483872,0.43548387096774194,0.8145161290322581,0.9758064516129032,645.1612903225806,248.0,10000.0,14.499132704554297,1.3712495397944024,0.00552923201530001,2.2085385592110427,0.00890539741617356,1.175099528400742,0.0047383045500029915,2.238094839204621,10.0,248.0,0.9609510979261194,248.0,2.0,5.0,32.0,129.0,0.008064516129032258,0.020161290322580645,0.12903225806451613,0.5201612903225806,40.32258064516129,0,9.48
layer3.1,block,20,248,1,False,,0,8.0,8.0,160000,115.11095058549753,5.330872398422126,0.021495453219444054,18.083191407657868,0.07291609438571721,2.500774908887008,0.010083769793899227,1.6546099621296506,10,248,0.7052300437067229,248,52,99,178,224,0.20967741935483872,0.39919354838709675,0.717741935483871,0.9032258064516129,645.1612903225806,248.0,10000.0,19.881176490947528,1.2707933909645497,0.005124166899050603,1.9138466651982151,0.007717123649992803,1.1294310301943102,0.004554157379815767,1.9927209937885422,10.0,248.0,0.8437898753248925,248.0,2.0,4.0,28.0,147.0,0.008064516129032258,0.016129032258064516,0.11290322580645161,0.592741935483871,40.32258064516129,0,9.48
layer4.0.conv1,conv,21,496,1,False,496.0,0,4.0,4.0,160000,260.6352553356056,4.774553282933797,0.009626115489785881,15.391749453221456,0.031031752929881966,2.456189025752145,0.0049519940035325505,1.2440245844931388,10,496,0.9664117315996631,496,51,144,349,472,0.1028225806451613,0.2903225806451613,0.7036290322580645,0.9516129032258065,322.5806451612903,496.0,10000.0,36.125061416424266,1.4542673521389329,0.0029319906293123646,2.967766854215363,0.00598340091575678,1.2088277969344212,0.0024371528164000428,1.6300215167844105,10.0,496.0,0.9513710506132812,496.0,4.0,18.0,159.0,385.0,0.008064516129032258,0.036290322580645164,0.32056451612903225,0.7762096774193549,20.161290322580644,0,9.48
layer4.0.conv2,conv,22,496,1,False,496.0,0,4.0,4.0,160000,259.722653790879,5.9387108531283275,0.01197320736517808,15.12045762603896,0.030484793600884998,3.81073943390518,0.007682942407066896,1.0896966016933392,10,496,0.9821984407047779,496,36,138,364,477,0.07258064516129033,0.2782258064516129,0.7338709677419355,0.9616935483870968,322.5806451612903,496.0,10000.0,22.013095793569708,1.530690206609749,0.00308606896493901,3.368156513679418,0.006790638132418181,1.2404658091782415,0.0025009391314077447,1.677765893701416,10.0,496.0,0.9492826367692078,496.0,5.0,26.0,170.0,389.0,0.010080645161290322,0.05241935483870968,0.34274193548387094,0.7842741935483871,20.161290322580644,0,9.48
layer4.0.downsample.0,conv,23,496,1,False,248.0,0,4.0,4.0,160000,219.976247314453,4.45655929327301,0.008984998575147196,14.24171989988624,0.028713144959448066,2.2537678595351402,0.004543886813578912,6.827553784705014,10,496,0.5890833425472561,366,38,74,149,208,0.07661290322580645,0.14919354838709678,0.3004032258064516,0.41935483870967744,322.5806451612903,496.0,10000.0,41.46331350226353,1.4159322108028176,0.0028547020379089067,2.666646743148936,0.005376303917638984,1.1926864105582689,0.0024046096987061874,6.701613331467213,10.0,496.0,0.6153538200914098,372.0,3.0,13.0,82.0,177.0,0.006048387096774193,0.02620967741935484,0.16532258064516128,0.35685483870967744,20.161290322580644,0,9.48
layer4.0,block,24,496,1,False,,0,4.0,4.0,160000,205.77965323470153,5.953206686471806,0.012002432835628641,18.68228381674283,0.037665894791820226,2.85983009190247,0.005765786475609819,2.281588079908004,10,496,0.38987053102055025,495,54,129,295,401,0.10887096774193548,0.2600806451612903,0.594758064516129,0.8084677419354839,322.5806451612903,496.0,10000.0,31.526527670258105,1.367853754950261,0.002757769667238429,2.670842021154682,0.005384762139424762,1.1709365932866502,0.002360759260658569,2.201977250930199,10.0,496.0,0.5613365894161617,495.0,3.0,17.0,154.0,355.0,0.006048387096774193,0.034274193548387094,0.31048387096774194,0.7157258064516129,20.161290322580644,0,9.48
layer4.1.conv1,conv,25,496,1,False,496.0,0,4.0,4.0,160000,434.9559992680177,6.587144737892057,0.013280533745750115,17.625734514367213,0.03553575506928874,3.9932075120500614,0.008050821596875124,1.1189674356842378,10,496,0.9815901836437773,496,46,151,370,479,0.09274193548387097,0.30443548387096775,0.7459677419354839,0.9657258064516129,322.5806451612903,496.0,10000.0,38.01998930854118,1.531335234300381,0.0030873694239927038,3.4085435801039425,0.0068720636695644,1.2404295362305666,0.002500866000464852,1.6952139351176956,10.0,496.0,0.9503222421390406,496.0,6.0,28.0,170.0,389.0,0.012096774193548387,0.056451612903225805,0.34274193548387094,0.7842741935483871,20.161290322580644,0,9.48
layer4.1.conv2,conv,26,496,1,False,496.0,0,4.0,4.0,160000,349.1686602194463,7.110935121996327,0.014336562745960338,18.721575628060094,0.037745112153346964,4.3114089450852475,0.008692356744123483,1.0795903787770904,10,496,0.9800543376051251,496,47,157,377,480,0.09475806451612903,0.3165322580645161,0.7600806451612904,0.967741935483871,322.5806451612903,496.0,10000.0,25.452098896393412,1.550208331096979,0.0031254200223729415,3.6006615802055766,0.007259398347188663,1.2477044310936884,0.002515533127205017,1.6808612250436379,10.0,496.0,0.9455976482927891,496.0,7.0,35.0,185.0,398.0,0.014112903225806451,0.07056451612903226,0.37298387096774194,0.8024193548387096,20.161290322580644,0,9.48
layer4.1,block,27,496,1,False,,0,4.0,4.0,160000,345.3800451080149,7.43748659406255,0.014994932649319658,21.99208124339123,0.04433887347457909,3.6412150421221186,0.007341159359117174,1.404641786252159,10,496,0.8061796831263341,496,64,161,346,453,0.12903225806451613,0.3245967741935484,0.6975806451612904,0.9133064516129032,322.5806451612903,496.0,10000.0,46.362941024549976,1.3363499381709019,0.0026942539076026248,2.5960551059124164,0.005233982068371807,1.1568561369601493,0.002332371243871269,1.5538447299658837,10.0,496.0,0.8787607971369112,496.0,3.0,18.0,174.0,399.0,0.006048387096774193,0.036290322580645164,0.35080645161290325,0.8044354838709677,20.161290322580644,0,9.48
fc,linear,28,10,1,False,10.0,0,,,10000,0.21598931277779607,1.5663304165497238,0.15663304165497238,2.4607307068414737,0.24607307068414735,1.2599182066096202,0.125991820660962,,10,10,,10,3,6,9,10,0.3,0.6,0.9,1.0,1000.0,,,,,,,,,,,,,,,,,,,,,,,,0,9.48
