model,scheme,tau,acc_full,acc_fold,params_full,params_fold,param_frac,mlp_frac,widths
vit_base_patch16_224.augreg_in21k_ft_in1k,tau_0.999,0.999,84.53125,84.25,86567656,80099960,0.9252873844707081,0.8858692583256537,1809 2510 2677 2608 2779 2910 2976 3001 2987 2916 2767 2716
vit_base_patch16_224.augreg_in21k_ft_in1k,tau_0.99,0.99,84.53125,83.3125,86567656,71079307,0.821083881490334,0.7266883355864097,1246 1897 1999 1910 2314 2608 2751 2775 2730 2552 2136 1869
vit_base_patch16_224.augreg_in21k_ft_in1k,tau_0.95,0.95,84.53125,78.40625,86567656,59957575,0.6926094314024166,0.5304311951977286,716 1294 1448 1358 1800 2080 2232 2249 2205 1920 1391 858
vit_base_patch16_224.augreg_in21k_ft_in1k,eps_0.001,,84.53125,84.25,86567656,80588726,0.9309334423933114,0.8944941575301314,1904 2558 2723 2657 2814 2926 2980 3005 2988 2917 2769 2733
vit_base_patch16_224.augreg_in21k_ft_in1k,eps_0.01,,84.53125,83.4375,86567656,71603424,0.8271383020928741,0.7359370482553622,1309 1941 2036 1945 2333 2627 2768 2791 2743 2563 2145 1927
