arm,seed,corruption,severity,acc
ruler_act,0,brightness,1,93.61
ruler_act,0,brightness,2,93.3
ruler_act,0,brightness,3,92.68
ruler_act,0,brightness,4,91.98
ruler_act,0,brightness,5,89.95
ruler_act,1,brightness,1,93.78
ruler_act,1,brightness,2,93.49
ruler_act,1,brightness,3,92.7
ruler_act,1,brightness,4,92.04
ruler_act,1,brightness,5,90.04
ruler_act,2,brightness,1,93.68
ruler_act,2,brightness,2,93.31
ruler_act,2,brightness,3,92.76
ruler_act,2,brightness,4,92.02
ruler_act,2,brightness,5,90.01
uniform,0,brightness,1,93.1
uniform,0,brightness,2,92.77
uniform,0,brightness,3,92.0
uniform,0,brightness,4,91.07
uniform,0,brightness,5,88.43
uniform,1,brightness,1,92.81
uniform,1,brightness,2,92.48
uniform,1,brightness,3,91.89
uniform,1,brightness,4,91.07
uniform,1,brightness,5,88.64
uniform,2,brightness,1,93.12
uniform,2,brightness,2,92.69
uniform,2,brightness,3,91.97
uniform,2,brightness,4,90.89
uniform,2,brightness,5,88.71
ruler95,0,brightness,1,91.39
ruler95,0,brightness,2,90.94
ruler95,0,brightness,3,90.29
ruler95,0,brightness,4,89.49
ruler95,0,brightness,5,86.58
ruler95,1,brightness,1,91.8
ruler95,1,brightness,2,91.34
ruler95,1,brightness,3,90.68
ruler95,1,brightness,4,90.02
ruler95,1,brightness,5,87.28
ruler95,2,brightness,1,91.4
ruler95,2,brightness,2,90.94
ruler95,2,brightness,3,90.16
ruler95,2,brightness,4,89.38
ruler95,2,brightness,5,87.01
full,0,contrast,1,93.25
full,0,contrast,2,88.68
full,0,contrast,3,82.31
full,0,contrast,4,65.67
full,0,contrast,5,24.29
full,1,contrast,1,92.98
full,1,contrast,2,87.99
full,1,contrast,3,80.85
full,1,contrast,4,63.59
full,1,contrast,5,18.42
full,2,contrast,1,92.92
full,2,contrast,2,88.11
full,2,contrast,3,81.93
full,2,contrast,4,65.77
full,2,contrast,5,20.94
ruler,0,contrast,1,93.04
ruler,0,contrast,2,88.4
ruler,0,contrast,3,81.2
ruler,0,contrast,4,64.58
ruler,0,contrast,5,22.99
ruler,1,contrast,1,93.05
ruler,1,contrast,2,88.25
ruler,1,contrast,3,81.12
ruler,1,contrast,4,62.78
ruler,1,contrast,5,16.07
ruler,2,contrast,1,92.91
ruler,2,contrast,2,87.16
ruler,2,contrast,3,79.78
ruler,2,contrast,4,61.78
ruler,2,contrast,5,22.44
ruler_act,0,contrast,1,93.16
ruler_act,0,contrast,2,88.35
ruler_act,0,contrast,3,81.12
ruler_act,0,contrast,4,64.38
ruler_act,0,contrast,5,21.46
ruler_act,1,contrast,1,93.19
ruler_act,1,contrast,2,88.59
ruler_act,1,contrast,3,82.05
ruler_act,1,contrast,4,65.8
ruler_act,1,contrast,5,22.79
ruler_act,2,contrast,1,93.29
ruler_act,2,contrast,2,88.45
ruler_act,2,contrast,3,81.7
ruler_act,2,contrast,4,65.02
ruler_act,2,contrast,5,23.75
uniform,0,contrast,1,92.52
uniform,0,contrast,2,86.6
uniform,0,contrast,3,78.95
uniform,0,contrast,4,61.32
uniform,0,contrast,5,20.75
uniform,1,contrast,1,92.24
uniform,1,contrast,2,86.63
uniform,1,contrast,3,78.99
uniform,1,contrast,4,59.56
uniform,1,contrast,5,18.62
uniform,2,contrast,1,92.29
uniform,2,contrast,2,86.61
uniform,2,contrast,3,78.36
uniform,2,contrast,4,58.92
uniform,2,contrast,5,19.47
ruler95,0,contrast,1,90.48
ruler95,0,contrast,2,83.5
ruler95,0,contrast,3,74.63
ruler95,0,contrast,4,55.3
ruler95,0,contrast,5,19.85
ruler95,1,contrast,1,90.87
ruler95,1,contrast,2,83.82
ruler95,1,contrast,3,74.51
ruler95,1,contrast,4,53.44
ruler95,1,contrast,5,19.77
ruler95,2,contrast,1,90.37
ruler95,2,contrast,2,83.46
ruler95,2,contrast,3,74.36
ruler95,2,contrast,4,53.88
ruler95,2,contrast,5,18.02
full,0,elastic_transform,1,89.09
full,0,elastic_transform,2,89.24
full,0,elastic_transform,3,85.71
full,0,elastic_transform,4,80.4
full,0,elastic_transform,5,77.7
full,1,elastic_transform,1,89.44
full,1,elastic_transform,2,89.06
full,1,elastic_transform,3,85.88
full,1,elastic_transform,4,80.69
full,1,elastic_transform,5,77.21
full,2,elastic_transform,1,89.11
full,2,elastic_transform,2,89.49
full,2,elastic_transform,3,86.27
full,2,elastic_transform,4,81.2
full,2,elastic_transform,5,77.29
ruler,0,elastic_transform,1,88.75
ruler,0,elastic_transform,2,88.75
ruler,0,elastic_transform,3,84.59
ruler,0,elastic_transform,4,80.4
ruler,0,elastic_transform,5,77.95
ruler,1,elastic_transform,1,88.64
ruler,1,elastic_transform,2,88.75
ruler,1,elastic_transform,3,84.76
ruler,1,elastic_transform,4,80.44
ruler,1,elastic_transform,5,77.2
ruler,2,elastic_transform,1,88.7
ruler,2,elastic_transform,2,88.5
ruler,2,elastic_transform,3,84.6
ruler,2,elastic_transform,4,79.44
ruler,2,elastic_transform,5,76.26
ruler_act,0,elastic_transform,1,89.2
ruler_act,0,elastic_transform,2,89.43
ruler_act,0,elastic_transform,3,85.65
ruler_act,0,elastic_transform,4,80.82
ruler_act,0,elastic_transform,5,77.31
ruler_act,1,elastic_transform,1,89.43
ruler_act,1,elastic_transform,2,89.41
ruler_act,1,elastic_transform,3,85.11
ruler_act,1,elastic_transform,4,80.42
ruler_act,1,elastic_transform,5,77.84
ruler_act,2,elastic_transform,1,89.47
ruler_act,2,elastic_transform,2,89.58
ruler_act,2,elastic_transform,3,86.24
ruler_act,2,elastic_transform,4,81.0
ruler_act,2,elastic_transform,5,77.99
uniform,0,elastic_transform,1,87.84
uniform,0,elastic_transform,2,87.83
uniform,0,elastic_transform,3,83.8
uniform,0,elastic_transform,4,79.32
uniform,0,elastic_transform,5,76.76
uniform,1,elastic_transform,1,87.76
uniform,1,elastic_transform,2,88.16
uniform,1,elastic_transform,3,83.71
uniform,1,elastic_transform,4,78.84
uniform,1,elastic_transform,5,76.32
uniform,2,elastic_transform,1,88.02
uniform,2,elastic_transform,2,87.93
uniform,2,elastic_transform,3,83.73
uniform,2,elastic_transform,4,79.16
uniform,2,elastic_transform,5,75.99
ruler95,0,elastic_transform,1,85.68
ruler95,0,elastic_transform,2,85.4
ruler95,0,elastic_transform,3,81.2
ruler95,0,elastic_transform,4,76.97
ruler95,0,elastic_transform,5,74.3
ruler95,1,elastic_transform,1,86.3
ruler95,1,elastic_transform,2,86.31
ruler95,1,elastic_transform,3,81.91
ruler95,1,elastic_transform,4,77.41
ruler95,1,elastic_transform,5,74.41
ruler95,2,elastic_transform,1,85.41
ruler95,2,elastic_transform,2,85.86
ruler95,2,elastic_transform,3,81.69
ruler95,2,elastic_transform,4,76.53
ruler95,2,elastic_transform,5,73.38
full,0,pixelate,1,92.24
full,0,pixelate,2,89.1
full,0,pixelate,3,86.45
full,0,pixelate,4,74.79
full,0,pixelate,5,58.61
full,1,pixelate,1,92.14
full,1,pixelate,2,89.01
full,1,pixelate,3,85.9
full,1,pixelate,4,73.93
full,1,pixelate,5,56.84
full,2,pixelate,1,92.29
full,2,pixelate,2,89.61
full,2,pixelate,3,87.08
full,2,pixelate,4,77.04
full,2,pixelate,5,60.08
ruler,0,pixelate,1,92.11
ruler,0,pixelate,2,89.13
ruler,0,pixelate,3,86.58
ruler,0,pixelate,4,75.12
ruler,0,pixelate,5,57.45
ruler,1,pixelate,1,91.99
ruler,1,pixelate,2,88.93
ruler,1,pixelate,3,86.76
ruler,1,pixelate,4,75.96
ruler,1,pixelate,5,59.54
ruler,2,pixelate,1,91.8
ruler,2,pixelate,2,88.69
ruler,2,pixelate,3,85.88
ruler,2,pixelate,4,72.87
ruler,2,pixelate,5,55.96
ruler_act,0,pixelate,1,92.06
ruler_act,0,pixelate,2,88.61
ruler_act,0,pixelate,3,85.97
ruler_act,0,pixelate,4,74.92
ruler_act,0,pixelate,5,58.87
ruler_act,1,pixelate,1,92.17
ruler_act,1,pixelate,2,89.17
ruler_act,1,pixelate,3,86.3
ruler_act,1,pixelate,4,73.99
ruler_act,1,pixelate,5,57.14
ruler_act,2,pixelate,1,92.23
ruler_act,2,pixelate,2,89.25
ruler_act,2,pixelate,3,86.07
ruler_act,2,pixelate,4,73.39
ruler_act,2,pixelate,5,54.52
uniform,0,pixelate,1,91.48
uniform,0,pixelate,2,87.98
uniform,0,pixelate,3,84.89
uniform,0,pixelate,4,71.39
uniform,0,pixelate,5,53.73
uniform,1,pixelate,1,91.29
uniform,1,pixelate,2,88.02
uniform,1,pixelate,3,85.4
uniform,1,pixelate,4,72.46
uniform,1,pixelate,5,57.21
uniform,2,pixelate,1,91.45
uniform,2,pixelate,2,87.97
uniform,2,pixelate,3,84.71
uniform,2,pixelate,4,70.93
uniform,2,pixelate,5,53.22
ruler95,0,pixelate,1,89.46
ruler95,0,pixelate,2,85.33
ruler95,0,pixelate,3,82.18
ruler95,0,pixelate,4,68.97
ruler95,0,pixelate,5,51.6
ruler95,1,pixelate,1,89.63
ruler95,1,pixelate,2,86.02
ruler95,1,pixelate,3,83.1
ruler95,1,pixelate,4,68.06
ruler95,1,pixelate,5,51.58
ruler95,2,pixelate,1,89.77
ruler95,2,pixelate,2,86.03
ruler95,2,pixelate,3,82.86
ruler95,2,pixelate,4,69.94
ruler95,2,pixelate,5,52.45
full,0,jpeg_compression,1,88.05
full,0,jpeg_compression,2,83.88
full,0,jpeg_compression,3,82.58
full,0,jpeg_compression,4,80.57
full,0,jpeg_compression,5,77.71
full,1,jpeg_compression,1,88.18
full,1,jpeg_compression,2,84.06
full,1,jpeg_compression,3,82.53
full,1,jpeg_compression,4,80.94
full,1,jpeg_compression,5,77.21
full,2,jpeg_compression,1,88.5
full,2,jpeg_compression,2,83.96
full,2,jpeg_compression,3,82.72
full,2,jpeg_compression,4,80.4
full,2,jpeg_compression,5,77.35
ruler,0,jpeg_compression,1,88.39
ruler,0,jpeg_compression,2,83.78
ruler,0,jpeg_compression,3,81.93
ruler,0,jpeg_compression,4,80.01
ruler,0,jpeg_compression,5,76.74
ruler,1,jpeg_compression,1,88.15
ruler,1,jpeg_compression,2,84.18
ruler,1,jpeg_compression,3,82.34
ruler,1,jpeg_compression,4,80.28
ruler,1,jpeg_compression,5,77.1
ruler,2,jpeg_compression,1,87.75
ruler,2,jpeg_compression,2,83.61
ruler,2,jpeg_compression,3,81.89
ruler,2,jpeg_compression,4,79.43
ruler,2,jpeg_compression,5,76.77
ruler_act,0,jpeg_compression,1,88.08
ruler_act,0,jpeg_compression,2,83.75
ruler_act,0,jpeg_compression,3,82.49
ruler_act,0,jpeg_compression,4,80.41
ruler_act,0,jpeg_compression,5,77.23
ruler_act,1,jpeg_compression,1,88.08
ruler_act,1,jpeg_compression,2,83.73
ruler_act,1,jpeg_compression,3,81.93
ruler_act,1,jpeg_compression,4,79.95
ruler_act,1,jpeg_compression,5,76.93
ruler_act,2,jpeg_compression,1,88.31
ruler_act,2,jpeg_compression,2,84.07
ruler_act,2,jpeg_compression,3,82.74
ruler_act,2,jpeg_compression,4,80.59
ruler_act,2,jpeg_compression,5,77.49
uniform,0,jpeg_compression,1,87.57
uniform,0,jpeg_compression,2,83.28
uniform,0,jpeg_compression,3,81.61
uniform,0,jpeg_compression,4,80.06
uniform,0,jpeg_compression,5,77.15
uniform,1,jpeg_compression,1,87.52
uniform,1,jpeg_compression,2,83.22
uniform,1,jpeg_compression,3,81.76
uniform,1,jpeg_compression,4,79.8
uniform,1,jpeg_compression,5,76.42
uniform,2,jpeg_compression,1,87.17
uniform,2,jpeg_compression,2,83.03
uniform,2,jpeg_compression,3,81.66
uniform,2,jpeg_compression,4,79.79
uniform,2,jpeg_compression,5,76.95
ruler95,0,jpeg_compression,1,86.18
ruler95,0,jpeg_compression,2,82.02
ruler95,0,jpeg_compression,3,80.85
ruler95,0,jpeg_compression,4,79.16
ruler95,0,jpeg_compression,5,75.87
ruler95,1,jpeg_compression,1,86.29
ruler95,1,jpeg_compression,2,82.0
ruler95,1,jpeg_compression,3,80.52
ruler95,1,jpeg_compression,4,78.92
ruler95,1,jpeg_compression,5,76.14
ruler95,2,jpeg_compression,1,85.63
ruler95,2,jpeg_compression,2,82.11
ruler95,2,jpeg_compression,3,80.51
ruler95,2,jpeg_compression,4,78.44
ruler95,2,jpeg_compression,5,75.62
full,0,speckle_noise,1,86.14
full,0,speckle_noise,2,70.76
full,0,speckle_noise,3,61.3
full,0,speckle_noise,4,45.4
full,0,speckle_noise,5,32.1
full,1,speckle_noise,1,85.76
full,1,speckle_noise,2,70.74
full,1,speckle_noise,3,62.52
full,1,speckle_noise,4,48.03
full,1,speckle_noise,5,36.37
full,2,speckle_noise,1,85.49
full,2,speckle_noise,2,68.91
full,2,speckle_noise,3,60.37
full,2,speckle_noise,4,44.15
full,2,speckle_noise,5,32.56
ruler,0,speckle_noise,1,86.03
ruler,0,speckle_noise,2,72.05
ruler,0,speckle_noise,3,63.98
ruler,0,speckle_noise,4,49.31
ruler,0,speckle_noise,5,36.74
ruler,1,speckle_noise,1,86.02
ruler,1,speckle_noise,2,73.46
ruler,1,speckle_noise,3,66.06
ruler,1,speckle_noise,4,53.0
ruler,1,speckle_noise,5,40.96
ruler,2,speckle_noise,1,85.7
ruler,2,speckle_noise,2,72.21
ruler,2,speckle_noise,3,64.95
ruler,2,speckle_noise,4,51.66
ruler,2,speckle_noise,5,40.37
ruler_act,0,speckle_noise,1,86.01
ruler_act,0,speckle_noise,2,70.99
ruler_act,0,speckle_noise,3,62.91
ruler_act,0,speckle_noise,4,48.19
ruler_act,0,speckle_noise,5,37.11
ruler_act,1,speckle_noise,1,86.75
ruler_act,1,speckle_noise,2,75.27
ruler_act,1,speckle_noise,3,68.03
ruler_act,1,speckle_noise,4,55.31
ruler_act,1,speckle_noise,5,41.79
ruler_act,2,speckle_noise,1,85.36
ruler_act,2,speckle_noise,2,69.85
ruler_act,2,speckle_noise,3,62.08
ruler_act,2,speckle_noise,4,47.99
ruler_act,2,speckle_noise,5,36.13
uniform,0,speckle_noise,1,84.66
uniform,0,speckle_noise,2,69.46
uniform,0,speckle_noise,3,61.49
uniform,0,speckle_noise,4,48.73
uniform,0,speckle_noise,5,37.6
uniform,1,speckle_noise,1,83.52
uniform,1,speckle_noise,2,68.09
uniform,1,speckle_noise,3,58.91
uniform,1,speckle_noise,4,43.26
uniform,1,speckle_noise,5,31.35
uniform,2,speckle_noise,1,83.16
uniform,2,speckle_noise,2,68.19
uniform,2,speckle_noise,3,59.04
uniform,2,speckle_noise,4,43.74
uniform,2,speckle_noise,5,30.8
ruler95,0,speckle_noise,1,84.33
ruler95,0,speckle_noise,2,70.84
ruler95,0,speckle_noise,3,63.69
ruler95,0,speckle_noise,4,49.36
ruler95,0,speckle_noise,5,38.56
ruler95,1,speckle_noise,1,83.69
ruler95,1,speckle_noise,2,69.27
ruler95,1,speckle_noise,3,61.47
ruler95,1,speckle_noise,4,48.59
ruler95,1,speckle_noise,5,37.74
ruler95,2,speckle_noise,1,82.53
ruler95,2,speckle_noise,2,68.82
ruler95,2,speckle_noise,3,61.34
ruler95,2,speckle_noise,4,48.2
ruler95,2,speckle_noise,5,38.55
full,0,gaussian_blur,1,93.63
full,0,gaussian_blur,2,87.55
full,0,gaussian_blur,3,78.76
full,0,gaussian_blur,4,68.21
full,0,gaussian_blur,5,46.51
full,1,gaussian_blur,1,93.58
full,1,gaussian_blur,2,87.42
full,1,gaussian_blur,3,79.37
full,1,gaussian_blur,4,67.53
full,1,gaussian_blur,5,43.19
full,2,gaussian_blur,1,93.38
full,2,gaussian_blur,2,88.03
full,2,gaussian_blur,3,80.53
full,2,gaussian_blur,4,70.34
full,2,gaussian_blur,5,48.51
ruler,0,gaussian_blur,1,93.32
ruler,0,gaussian_blur,2,86.14
ruler,0,gaussian_blur,3,76.71
ruler,0,gaussian_blur,4,64.98
ruler,0,gaussian_blur,5,43.26
ruler,1,gaussian_blur,1,93.42
ruler,1,gaussian_blur,2,87.17
ruler,1,gaussian_blur,3,77.72
ruler,1,gaussian_blur,4,66.54
ruler,1,gaussian_blur,5,43.59
ruler,2,gaussian_blur,1,93.34
ruler,2,gaussian_blur,2,86.34
ruler,2,gaussian_blur,3,76.35
ruler,2,gaussian_blur,4,64.74
ruler,2,gaussian_blur,5,42.48
ruler_act,0,gaussian_blur,1,93.51
ruler_act,0,gaussian_blur,2,87.72
ruler_act,0,gaussian_blur,3,79.19
ruler_act,0,gaussian_blur,4,67.24
ruler_act,0,gaussian_blur,5,43.6
ruler_act,1,gaussian_blur,1,93.71
ruler_act,1,gaussian_blur,2,86.86
ruler_act,1,gaussian_blur,3,78.18
ruler_act,1,gaussian_blur,4,67.38
ruler_act,1,gaussian_blur,5,45.77
ruler_act,2,gaussian_blur,1,93.62
ruler_act,2,gaussian_blur,2,87.59
ruler_act,2,gaussian_blur,3,79.42
ruler_act,2,gaussian_blur,4,69.16
ruler_act,2,gaussian_blur,5,46.69
uniform,0,gaussian_blur,1,92.86
uniform,0,gaussian_blur,2,85.49
uniform,0,gaussian_blur,3,75.97
uniform,0,gaussian_blur,4,64.17
uniform,0,gaussian_blur,5,42.2
uniform,1,gaussian_blur,1,92.73
uniform,1,gaussian_blur,2,85.93
uniform,1,gaussian_blur,3,76.48
uniform,1,gaussian_blur,4,64.27
uniform,1,gaussian_blur,5,42.98
uniform,2,gaussian_blur,1,93.14
uniform,2,gaussian_blur,2,86.08
uniform,2,gaussian_blur,3,76.83
uniform,2,gaussian_blur,4,64.21
uniform,2,gaussian_blur,5,41.87
ruler95,0,gaussian_blur,1,91.14
ruler95,0,gaussian_blur,2,83.88
ruler95,0,gaussian_blur,3,74.45
ruler95,0,gaussian_blur,4,64.19
ruler95,0,gaussian_blur,5,43.58
ruler95,1,gaussian_blur,1,91.65
ruler95,1,gaussian_blur,2,83.5
ruler95,1,gaussian_blur,3,73.96
ruler95,1,gaussian_blur,4,63.11
ruler95,1,gaussian_blur,5,43.35
ruler95,2,gaussian_blur,1,91.23
ruler95,2,gaussian_blur,2,83.64
ruler95,2,gaussian_blur,3,74.37
ruler95,2,gaussian_blur,4,63.99
ruler95,2,gaussian_blur,5,44.58
full,0,spatter,1,90.94
full,0,spatter,2,84.78
full,0,spatter,3,81.11
full,0,spatter,4,80.65
full,0,spatter,5,68.99
full,1,spatter,1,91.1
full,1,spatter,2,85.5
full,1,spatter,3,81.56
full,1,spatter,4,81.58
full,1,spatter,5,71.45
full,2,spatter,1,90.67
full,2,spatter,2,85.56
full,2,spatter,3,81.64
full,2,spatter,4,81.54
full,2,spatter,5,70.78
ruler,0,spatter,1,90.07
ruler,0,spatter,2,84.5
ruler,0,spatter,3,80.69
ruler,0,spatter,4,82.75
ruler,0,spatter,5,72.83
ruler,1,spatter,1,90.29
ruler,1,spatter,2,83.95
ruler,1,spatter,3,81.26
ruler,1,spatter,4,81.61
ruler,1,spatter,5,71.99
ruler,2,spatter,1,90.14
ruler,2,spatter,2,83.89
ruler,2,spatter,3,79.5
ruler,2,spatter,4,80.03
ruler,2,spatter,5,68.64
ruler_act,0,spatter,1,90.39
ruler_act,0,spatter,2,84.45
ruler_act,0,spatter,3,80.54
ruler_act,0,spatter,4,81.36
ruler_act,0,spatter,5,71.01
ruler_act,1,spatter,1,90.27
ruler_act,1,spatter,2,83.95
ruler_act,1,spatter,3,80.11
ruler_act,1,spatter,4,81.49
ruler_act,1,spatter,5,71.62
ruler_act,2,spatter,1,90.12
ruler_act,2,spatter,2,84.13
ruler_act,2,spatter,3,81.3
ruler_act,2,spatter,4,79.87
ruler_act,2,spatter,5,68.14
uniform,0,spatter,1,89.43
uniform,0,spatter,2,83.77
uniform,0,spatter,3,79.59
uniform,0,spatter,4,80.16
uniform,0,spatter,5,69.96
uniform,1,spatter,1,89.9
uniform,1,spatter,2,83.56
uniform,1,spatter,3,78.98
uniform,1,spatter,4,79.96
uniform,1,spatter,5,69.53
uniform,2,spatter,1,90.11
uniform,2,spatter,2,83.84
uniform,2,spatter,3,80.34
uniform,2,spatter,4,79.75
uniform,2,spatter,5,69.96
ruler95,0,spatter,1,87.0
ruler95,0,spatter,2,80.57
ruler95,0,spatter,3,77.31
ruler95,0,spatter,4,80.96
ruler95,0,spatter,5,72.44
ruler95,1,spatter,1,88.25
ruler95,1,spatter,2,81.99
ruler95,1,spatter,3,77.58
ruler95,1,spatter,4,79.43
ruler95,1,spatter,5,70.54
ruler95,2,spatter,1,87.59
ruler95,2,spatter,2,80.99
ruler95,2,spatter,3,76.84
ruler95,2,spatter,4,81.18
ruler95,2,spatter,5,73.72
full,0,saturate,1,91.12
full,0,saturate,2,88.37
full,0,saturate,3,93.36
full,0,saturate,4,91.18
full,0,saturate,5,87.18
full,1,saturate,1,91.27
full,1,saturate,2,88.58
full,1,saturate,3,93.14
full,1,saturate,4,90.35
full,1,saturate,5,86.0
full,2,saturate,1,91.48
full,2,saturate,2,88.95
full,2,saturate,3,93.27
full,2,saturate,4,91.03
full,2,saturate,5,87.46
ruler,0,saturate,1,91.27
ruler,0,saturate,2,88.99
ruler,0,saturate,3,92.96
ruler,0,saturate,4,90.57
ruler,0,saturate,5,85.23
ruler,1,saturate,1,91.05
ruler,1,saturate,2,88.77
ruler,1,saturate,3,93.01
ruler,1,saturate,4,90.43
ruler,1,saturate,5,86.48
ruler,2,saturate,1,91.33
ruler,2,saturate,2,88.96
ruler,2,saturate,3,93.1
ruler,2,saturate,4,90.49
ruler,2,saturate,5,86.17
ruler_act,0,saturate,1,91.2
ruler_act,0,saturate,2,88.85
ruler_act,0,saturate,3,93.29
ruler_act,0,saturate,4,90.96
ruler_act,0,saturate,5,87.03
ruler_act,1,saturate,1,91.43
ruler_act,1,saturate,2,88.7
ruler_act,1,saturate,3,93.21
ruler_act,1,saturate,4,90.67
ruler_act,1,saturate,5,86.0
ruler_act,2,saturate,1,91.42
ruler_act,2,saturate,2,89.31
ruler_act,2,saturate,3,93.02
ruler_act,2,saturate,4,90.4
ruler_act,2,saturate,5,85.4
uniform,0,saturate,1,90.81
uniform,0,saturate,2,88.62
uniform,0,saturate,3,92.45
uniform,0,saturate,4,89.49
uniform,0,saturate,5,84.69
uniform,1,saturate,1,90.85
uniform,1,saturate,2,88.36
uniform,1,saturate,3,92.44
uniform,1,saturate,4,89.08
uniform,1,saturate,5,84.21
uniform,2,saturate,1,90.35
uniform,2,saturate,2,87.77
uniform,2,saturate,3,92.71
uniform,2,saturate,4,89.81
uniform,2,saturate,5,84.63
ruler95,0,saturate,1,88.94
ruler95,0,saturate,2,86.64
ruler95,0,saturate,3,90.83
ruler95,0,saturate,4,87.33
ruler95,0,saturate,5,82.47
ruler95,1,saturate,1,89.37
ruler95,1,saturate,2,87.3
ruler95,1,saturate,3,91.1
ruler95,1,saturate,4,88.32
ruler95,1,saturate,5,83.24
ruler95,2,saturate,1,89.09
ruler95,2,saturate,2,86.76
ruler95,2,saturate,3,90.88
ruler95,2,saturate,4,87.87
ruler95,2,saturate,5,83.21
