epoch,lr,train_loss,top1,top5,seconds,img_per_s
1,0.10000,4.9344,19.292,41.634,1114,1150
2,0.10000,3.5528,31.794,57.154,1125,1138
3,0.10000,3.1324,34.228,59.906,1115,1149
4,0.10000,2.9370,39.564,65.886,808,1586
5,0.10000,2.8227,42.720,69.314,559,2291
6,0.10000,2.7526,41.698,68.530,621,2062
7,0.10000,2.7033,44.788,71.816,560,2286
8,0.10000,2.6659,45.232,71.856,614,2087
9,0.10000,2.6392,45.198,71.876,556,2305
10,0.10000,2.6150,46.284,72.772,617,2077
11,0.10000,2.5972,44.116,70.884,560,2286
12,0.10000,2.5826,46.956,72.900,612,2092
13,0.10000,2.5703,47.138,73.428,557,2299
14,0.10000,2.5562,48.128,74.220,613,2091
15,0.10000,2.5491,46.614,73.064,560,2287
16,0.10000,2.5381,45.936,72.428,611,2098
17,0.10000,2.5318,47.428,74.058,556,2306
18,0.10000,2.5233,48.896,75.294,614,2088
19,0.10000,2.5179,46.628,72.584,558,2297
20,0.10000,2.5090,47.904,74.192,619,2071
21,0.10000,2.5062,47.778,73.830,557,2299
22,0.10000,2.5010,47.042,73.274,599,2138
23,0.10000,2.4964,47.516,74.320,565,2268
24,0.10000,2.4924,49.682,75.536,557,2298
25,0.10000,2.4892,48.406,74.570,564,2272
26,0.10000,2.4825,47.830,74.108,584,2192
27,0.10000,2.4834,45.316,71.884,575,2226
28,0.10000,2.4766,48.508,74.556,574,2233
29,0.10000,2.4746,45.696,71.574,565,2269
30,0.10000,2.4718,47.604,73.810,557,2298
31,0.01000,1.9545,61.810,84.358,569,2250
32,0.01000,1.8334,62.882,85.018,608,2108
33,0.01000,1.7865,62.998,85.172,560,2288
34,0.01000,1.7597,63.792,85.562,564,2272
35,0.01000,1.7382,63.688,85.586,608,2108
36,0.01000,1.7311,63.462,85.484,568,2256
37,0.01000,1.7218,64.058,85.738,624,2052
38,0.01000,1.7153,63.384,85.312,564,2270
39,0.01000,1.7108,63.730,85.716,588,2179
40,0.01000,1.7109,63.778,85.686,579,2214
41,0.01000,1.7101,63.806,85.886,581,2204
42,0.01000,1.7117,63.388,85.244,601,2132
43,0.01000,1.7100,63.756,85.676,589,2173
44,0.01000,1.7086,63.542,85.690,597,2147
45,0.01000,1.7106,63.692,85.592,575,2228
46,0.01000,1.7127,63.388,85.410,609,2104
47,0.01000,1.7112,63.170,85.232,562,2281
48,0.01000,1.7084,63.086,85.144,631,2029
49,0.01000,1.7075,63.500,85.444,569,2250
50,0.01000,1.7069,62.676,84.968,585,2190
51,0.01000,1.7069,63.224,85.344,561,2285
52,0.01000,1.7062,62.978,85.264,604,2122
53,0.01000,1.7019,63.238,85.354,561,2285
54,0.01000,1.6987,63.182,85.394,613,2088
55,0.01000,1.6986,63.114,85.470,559,2293
56,0.01000,1.6980,63.428,85.302,570,2246
57,0.01000,1.6942,63.146,84.968,556,2304
58,0.01000,1.6924,63.150,85.734,567,2258
59,0.01000,1.6933,63.170,85.466,549,2335
60,0.01000,1.6900,63.278,85.390,548,2336
61,0.00100,1.5017,67.540,87.876,572,2238
62,0.00100,1.4527,67.820,88.184,592,2165
63,0.00100,1.4374,67.920,88.188,557,2299
64,0.00100,1.4235,68.114,88.248,598,2142
65,0.00100,1.4128,68.208,88.312,552,2322
66,0.00100,1.4056,68.246,88.450,604,2122
67,0.00100,1.3998,68.348,88.444,552,2320
68,0.00100,1.3927,68.328,88.524,596,2151
69,0.00100,1.3872,68.368,88.498,552,2321
70,0.00100,1.3832,68.418,88.538,609,2105
71,0.00100,1.3777,68.492,88.492,554,2312
72,0.00100,1.3743,68.500,88.478,618,2073
73,0.00100,1.3714,68.590,88.618,553,2317
74,0.00100,1.3681,68.574,88.556,613,2090
75,0.00100,1.3623,68.518,88.456,553,2317
76,0.00100,1.3618,68.640,88.468,576,2224
77,0.00100,1.3559,68.666,88.676,556,2302
78,0.00100,1.3540,68.698,88.510,606,2113
79,0.00100,1.3527,68.744,88.608,555,2307
80,0.00100,1.3474,68.604,88.670,583,2196
81,0.00100,1.3448,68.756,88.674,558,2294
82,0.00100,1.3439,68.768,88.700,601,2131
83,0.00100,1.3429,68.624,88.756,564,2272
84,0.00100,1.3404,68.656,88.618,559,2293
85,0.00100,1.3373,68.656,88.654,619,2070
86,0.00100,1.3355,68.658,88.636,563,2276
87,0.00100,1.3356,68.722,88.628,614,2086
88,0.00100,1.3325,68.508,88.516,557,2301
89,0.00100,1.3291,68.592,88.642,586,2186
90,0.00100,1.3277,68.540,88.640,561,2284
