model,layer,depth_index,C_in,C_out,k,d,r_max,n_samples,n_over_d,kernel_erank_over_rmax,kernel_cond_top_rmax,data_erank_over_rmax,rank_W,n_null,kappa,ostrowski_ok,bound_0.9,bound_ok_0.9,out_0.9,kernel_0.9,data_0.9,ortho_0.9,bound_0.95,bound_ok_0.95,out_0.95,kernel_0.95,data_0.95,ortho_0.95,bound_0.99,bound_ok_0.99,out_0.99,kernel_0.99,data_0.99,ortho_0.99,bound_0.999,bound_ok_0.999,out_0.999,kernel_0.999,data_0.999,ortho_0.999
resnet50,layer1.2.conv3,10,64,256,1,64,64,307200,4800.0,0.5981974092576807,10.609181931599766,0.703008426178589,64,0,10.609181931599766,True,1.0,True,0.390625,0.515625,0.6875,0.6875,1.0,True,0.5,0.640625,0.828125,0.828125,1.0,True,0.734375,0.859375,0.96875,0.96875,1.0,True,0.9375,0.984375,1.0,1.0
resnet50,layer2.0.conv1,11,256,128,1,256,128,307200,1200.0,0.42360349101230016,28.31841990729556,0.6586910826399326,128,0,28.31841990729556,True,1.0,True,0.1875,0.375,0.703125,0.484375,1.0,True,0.25,0.5,1.0,0.6484375,1.0,True,0.4375,0.7578125,1.0,0.890625,1.0,True,0.7265625,0.9453125,1.0,0.9921875
resnet50,layer2.0.conv2,12,128,128,9,1152,128,307200,266.6666666666667,0.6901639778283916,6.450720222824992,1.0,128,0,6.450720222824992,True,0.984375,True,0.34375,0.6015625,1.0,0.6015625,0.9921875,True,0.4609375,0.7421875,1.0,0.75,1.0,True,0.734375,0.9296875,1.0,0.9375,1.0,True,0.953125,0.9921875,1.0,1.0
resnet50,layer2.0.conv3,13,128,512,1,128,128,307200,2400.0,0.5911199897344122,10.562394668539149,0.58892781483173,128,0,10.562394668539149,True,0.9921875,True,0.3046875,0.5078125,0.59375,0.59375,1.0,True,0.40625,0.640625,0.7421875,0.7421875,1.0,True,0.640625,0.8671875,0.9296875,0.9296875,1.0,True,0.8984375,0.984375,0.9921875,0.9921875
resnet50,layer2.0.downsample.0,14,256,512,1,256,256,307200,1200.0,0.2493019795785841,78.14451143683041,0.32574180910711703,256,0,78.14451143683041,True,1.0,True,0.0859375,0.26953125,0.3515625,0.3515625,1.0,True,0.12890625,0.38671875,0.5078125,0.5078125,1.0,True,0.25,0.6484375,0.78125,0.78125,1.0,True,0.5,0.89453125,0.94140625,0.94140625
resnet50,layer2.1.conv1,15,512,128,1,512,128,307200,600.0,0.22074892761688572,89.06544216800074,0.6071525931885635,128,0,89.06544216800074,True,1.0,True,0.0625,0.234375,0.796875,0.375,1.0,True,0.1015625,0.3671875,1.0,0.53125,1.0,True,0.21875,0.65625,1.0,0.8359375,1.0,True,0.4921875,0.890625,1.0,0.984375
resnet50,layer2.1.conv2,16,128,128,9,1152,128,307200,266.6666666666667,0.28787674141816605,40.38344420918762,0.42795545096745297,128,0,40.38344420918762,True,1.0,True,0.1640625,0.2734375,0.953125,0.3046875,1.0,True,0.203125,0.40625,1.0,0.4765625,1.0,True,0.3515625,0.7109375,1.0,0.8125,1.0,True,0.6640625,0.9375,1.0,0.9765625
resnet50,layer2.1.conv3,17,128,512,1,128,128,307200,2400.0,0.3853565753609401,26.335065057054674,0.38584210028661003,128,0,26.335065057054674,True,1.0,True,0.140625,0.34375,0.3671875,0.3671875,1.0,True,0.1875,0.46875,0.53125,0.53125,1.0,True,0.328125,0.7421875,0.8203125,0.8203125,1.0,True,0.6015625,0.9453125,0.96875,0.96875
resnet50,layer2.2.conv1,18,512,128,1,512,128,307200,600.0,0.4906335755417855,13.442542266998952,1.0,128,0,13.442542266998952,True,1.0,True,0.2265625,0.4609375,1.0,0.5,1.0,True,0.3046875,0.609375,1.0,0.65625,1.0,True,0.53125,0.859375,1.0,0.8984375,1.0,True,0.8359375,0.984375,1.0,0.9921875
resnet50,layer2.2.conv2,19,128,128,9,1152,128,307200,266.6666666666667,0.6026073099233489,7.293711791618589,1.0,128,0,7.293711791618589,True,0.9921875,True,0.34375,0.5625,1.0,0.6171875,1.0,True,0.46875,0.7109375,1.0,0.765625,1.0,True,0.734375,0.9140625,1.0,0.9453125,1.0,True,0.953125,0.9921875,1.0,1.0
resnet50,layer2.2.conv3,20,128,512,1,128,128,307200,2400.0,0.6119205718798212,8.750476301631325,0.6275984057981244,128,0,8.750476301631325,True,0.9921875,True,0.3046875,0.546875,0.625,0.625,1.0,True,0.40625,0.6875,0.7734375,0.7734375,1.0,True,0.671875,0.8984375,0.9453125,0.9453125,1.0,True,0.921875,0.9921875,1.0,1.0
resnet50,layer2.3.conv1,21,512,128,1,512,128,307200,600.0,0.5544636066680491,10.036198525849816,1.0,128,0,10.036198525849816,True,0.9921875,True,0.265625,0.5234375,1.0,0.578125,1.0,True,0.3671875,0.671875,1.0,0.734375,1.0,True,0.6484375,0.8984375,1.0,0.9296875,1.0,True,0.9140625,0.9921875,1.0,0.9921875
resnet50,layer2.3.conv2,22,128,128,9,1152,128,307200,266.6666666666667,0.7233809975895846,5.163840916320268,1.0,128,0,5.163840916320268,True,0.984375,True,0.421875,0.65625,1.0,0.671875,0.9921875,True,0.5625,0.78125,1.0,0.8125,1.0,True,0.8359375,0.9453125,1.0,0.953125,1.0,True,0.9765625,1.0,1.0,1.0
resnet50,layer2.3.conv3,23,128,512,1,128,128,307200,2400.0,0.6407671241288773,8.58574574585006,0.7112702663756858,128,0,8.58574574585006,True,1.0,True,0.40625,0.5703125,0.7109375,0.7109375,1.0,True,0.53125,0.703125,0.8359375,0.8359375,1.0,True,0.78125,0.90625,0.9609375,0.9609375,1.0,True,0.9609375,0.9921875,1.0,1.0
resnet50,layer3.0.conv1,24,512,256,1,512,256,307200,600.0,0.49098613037157385,18.383709651832195,0.8351471868978251,256,0,18.383709651832195,True,1.0,True,0.21484375,0.453125,1.0,0.57421875,1.0,True,0.3125,0.59375,1.0,0.73828125,1.0,True,0.56640625,0.828125,1.0,0.93359375,1.0,True,0.859375,0.96875,1.0,0.9921875
resnet50,layer3.0.conv2,25,256,256,9,2304,256,307200,133.33333333333334,0.6323716041359526,6.86030633071327,1.0,256,0,6.86030633071327,True,0.98828125,True,0.3125,0.5625,1.0,0.63671875,0.99609375,True,0.4375,0.71484375,1.0,0.78515625,1.0,True,0.734375,0.921875,1.0,0.94921875,1.0,True,0.953125,0.9921875,1.0,0.99609375
resnet50,layer3.0.conv3,26,256,1024,1,256,256,307200,1200.0,0.6072704340297261,10.06963727857626,0.5392991163153331,256,0,10.06963727857626,True,0.9921875,True,0.265625,0.52734375,0.5546875,0.5546875,0.99609375,True,0.35546875,0.671875,0.72265625,0.72265625,1.0,True,0.609375,0.890625,0.92578125,0.92578125,1.0,True,0.890625,0.984375,0.9921875,0.9921875
resnet50,layer3.0.downsample.0,27,512,1024,1,512,512,307200,600.0,0.38403013236355665,31.117348747100927,0.4153404500962787,512,0,31.117348747100927,True,1.0,True,0.134765625,0.388671875,0.5078125,0.5078125,1.0,True,0.205078125,0.529296875,0.685546875,0.685546875,1.0,True,0.419921875,0.787109375,0.908203125,0.908203125,1.0,True,0.75390625,0.95703125,0.98828125,0.98828125
resnet50,layer3.1.conv1,28,1024,256,1,1024,256,307200,300.0,0.4822408685637701,15.188798388621397,0.7826793339521885,256,0,15.188798388621397,True,0.99609375,True,0.19140625,0.44140625,1.0,0.4296875,1.0,True,0.26171875,0.5859375,1.0,0.60546875,1.0,True,0.46484375,0.8359375,1.0,0.88671875,1.0,True,0.78515625,0.9765625,1.0,0.98828125
resnet50,layer3.1.conv2,29,256,256,9,2304,256,307200,133.33333333333334,0.5776621349780316,8.229242010468083,1.0,256,0,8.229242010468083,True,0.98828125,True,0.28125,0.55078125,1.0,0.58203125,0.99609375,True,0.39453125,0.70703125,1.0,0.7421875,1.0,True,0.6875,0.9140625,1.0,0.93359375,1.0,True,0.9375,0.9921875,1.0,0.99609375
resnet50,layer3.1.conv3,30,256,1024,1,256,256,307200,1200.0,0.6133881714016415,10.793359893380718,0.5791265391119528,256,0,10.793359893380718,True,0.99609375,True,0.296875,0.58203125,0.6328125,0.6328125,1.0,True,0.42578125,0.71875,0.78125,0.78125,1.0,True,0.71484375,0.91015625,0.9453125,0.9453125,1.0,True,0.93359375,0.98828125,0.99609375,0.99609375
resnet50,layer3.2.conv1,31,1024,256,1,1024,256,307200,300.0,0.489439724024743,11.816713511092487,1.0,256,0,11.816713511092487,True,0.99609375,True,0.19921875,0.48046875,1.0,0.53125,1.0,True,0.29296875,0.63671875,1.0,0.703125,1.0,True,0.55859375,0.87890625,1.0,0.921875,1.0,True,0.875,0.984375,1.0,0.9921875
resnet50,layer3.2.conv2,32,256,256,9,2304,256,307200,133.33333333333334,0.6288209417721655,6.804060194001168,1.0,256,0,6.804060194001168,True,0.984375,True,0.3046875,0.59765625,1.0,0.59765625,0.99609375,True,0.4375,0.74609375,1.0,0.7578125,1.0,True,0.734375,0.9296875,1.0,0.94140625,1.0,True,0.953125,0.9921875,1.0,0.99609375
resnet50,layer3.2.conv3,33,256,1024,1,256,256,307200,1200.0,0.6066612003810194,8.846183520939233,0.6317894964701586,256,0,8.846183520939233,True,0.99609375,True,0.32421875,0.56640625,0.6640625,0.6640625,1.0,True,0.453125,0.70703125,0.80859375,0.80859375,1.0,True,0.73828125,0.91015625,0.953125,0.953125,1.0,True,0.94921875,0.98828125,0.99609375,0.99609375
resnet50,layer3.3.conv1,34,1024,256,1,1024,256,307200,300.0,0.6006492283607126,9.048848290934457,1.0,256,0,9.048848290934457,True,0.9921875,True,0.27734375,0.56640625,1.0,0.59765625,0.99609375,True,0.3984375,0.7109375,1.0,0.7578125,1.0,True,0.68359375,0.91015625,1.0,0.94140625,1.0,True,0.93359375,0.98828125,1.0,0.99609375
resnet50,layer3.3.conv2,35,256,256,9,2304,256,307200,133.33333333333334,0.7021139456017976,5.746140763728187,1.0,256,0,5.746140763728187,True,0.984375,True,0.38671875,0.65234375,1.0,0.6484375,0.9921875,True,0.53515625,0.7890625,1.0,0.80078125,1.0,True,0.81640625,0.9453125,1.0,0.953125,1.0,True,0.97265625,0.99609375,1.0,0.99609375
resnet50,layer3.3.conv3,36,256,1024,1,256,256,307200,1200.0,0.6471285805509589,8.949654803386924,0.6537385303705284,256,0,8.949654803386924,True,0.99609375,True,0.36328125,0.59765625,0.6953125,0.6953125,1.0,True,0.5,0.73828125,0.828125,0.828125,1.0,True,0.78515625,0.921875,0.9609375,0.9609375,1.0,True,0.96484375,0.9921875,0.99609375,0.99609375
resnet50,layer3.4.conv1,37,1024,256,1,1024,256,307200,300.0,0.6563334290011931,7.718099954429032,1.0,256,0,7.718099954429032,True,0.9921875,True,0.32421875,0.60546875,1.0,0.640625,0.99609375,True,0.4609375,0.7421875,1.0,0.79296875,1.0,True,0.75,0.92578125,1.0,0.953125,1.0,True,0.953125,0.9921875,1.0,0.99609375
