setting,tau,top1,mean_k_over_C,mean_k_over_rmax,model,n_calib,n_eval
baseline,,76.03125,1.0,,resnet50,3200,3200
principal,0.9,15.65625,0.19991892688679244,0.27653301886792453,resnet50,3200,3200
random,0.9,0.0,0.19991892688679244,0.27653301886792453,resnet50,3200,3200
principal,0.95,55.15625,0.27780439268867924,0.38227815448113206,resnet50,3200,3200
random,0.95,0.09375,0.27780439268867924,0.38227815448113206,resnet50,3200,3200
principal,0.99,73.5625,0.45729842275943394,0.6265109080188679,resnet50,3200,3200
random,0.99,0.15625,0.45729842275943394,0.6265109080188679,resnet50,3200,3200
principal,0.999,76.09375,0.6281323702830188,0.8581404775943396,resnet50,3200,3200
random,0.999,0.125,0.6281323702830188,0.8581404775943396,resnet50,3200,3200
