scheme,widths,params,param_frac,acc_full,acc_hook,acc_fold,max_logit_diff_fold_vs_hook,max_logit_diff_fold_vs_full,logit_scale
a18_ruler_act_0.999,48 64 127 128 255 255 255 510 510 510 509 510 505,14618588,0.98945150935034,73.2,73.12,73.15,0.1937265396118164,0.48145437240600586,21.392105102539062
kstar_0.999,48 64 127 128 255 255 255 510 510 510 509 510 505,14618588,0.98945150935034,73.2,73.12,73.15,0.1937265396118164,0.48145437240600586,21.392105102539062
kstar_0.99,30 58 117 122 243 244 246 489 489 492 487 492 451,13313675,0.901129153085776,73.2,72.27,72.11,1.1137046813964844,3.011183738708496,21.392105102539062
a18_ruler_act_0.95,18 44 89 101 201 205 212 418 418 428 411 426 313,9448889,0.6395431270608232,73.2,59.13,61.89,3.962188720703125,9.371421813964844,21.392105102539062
