layer,kind,depth_index,C,groups,is_depthwise,call_index,H,W,n_samples,total_variance,participation_ratio,participation_ratio_norm,effective_rank,effective_rank_norm,stable_rank,stable_rank_norm,powerlaw_alpha,powerlaw_fit_lo,powerlaw_fit_hi,powerlaw_r2,nonzero_eigs,k_star_0.9,k_star_0.95,k_star_0.99,k_star_0.999,k_star_ratio_0.9,k_star_ratio_0.95,k_star_ratio_0.99,k_star_ratio_0.999,n_over_C,model
layer3.0.downsample.0,conv,22,256,1,False,0,14,14,64512,3.8555999007598487,22.69990565424903,0.08867150646191027,44.95476701216376,0.17560455864126467,6.691571895135528,0.026138952715373157,9.153325617753534,10,256,0.5854283061821088,192,50,68,101,123,0.1953125,0.265625,0.39453125,0.48046875,250,resnet18
layer3.0.relu,act,23,256,1,False,1,14,14,1024,10.244067285300932,69.45024874440739,0.27129003415784136,122.33922700059844,0.47788760547108766,19.501429126997937,0.07617745752733569,1.349579927647508,10,256,0.9317811535026589,256,132,171,228,253,0.515625,0.66796875,0.890625,0.98828125,1,resnet18
layer3.0.relu,act,23,256,1,False,1,14,14,1024,10.244067285300932,69.45024874440739,0.27129003415784136,122.33922700059844,0.47788760547108766,19.501429126997937,0.07617745752733569,1.349579927647508,10,256,0.9317811535026589,256,132,171,228,253,0.515625,0.66796875,0.890625,0.98828125,2,resnet18
layer3.0.relu,act,23,256,1,False,1,14,14,2048,10.799598782244043,70.47046833619213,0.2752752669382505,128.6879222965701,0.5026871964709769,17.435728034226955,0.06810831263369904,1.2066910255829761,10,256,0.9499588810705947,256,143,183,235,254,0.55859375,0.71484375,0.91796875,0.9921875,5,resnet18
layer3.0.relu,act,23,256,1,False,1,14,14,3072,10.714232787990404,75.06252205795063,0.29321297678886965,133.61066530069152,0.5219166613308263,19.882385055650825,0.07766556662363604,1.1570896093942318,10,256,0.9564998979108947,256,148,188,237,254,0.578125,0.734375,0.92578125,0.9921875,10,resnet18
layer3.0.relu,act,23,256,1,False,1,14,14,7168,10.703696387749064,80.88697138084592,0.3159647319564294,139.4996489245839,0.5449205036116559,22.288232931334605,0.0870634098880258,1.1038785994787228,10,256,0.9653252373390857,256,154,193,240,254,0.6015625,0.75390625,0.9375,0.9921875,25,resnet18
layer3.0.relu,act,23,256,1,False,1,14,14,13312,10.790535515639103,82.33171311196064,0.32160825434359624,141.32021486588317,0.5520320893198561,22.312512391887953,0.08715825153081232,1.084659981877504,10,256,0.9678783842714616,256,156,195,240,255,0.609375,0.76171875,0.9375,0.99609375,50,resnet18
layer3.0.relu,act,23,256,1,False,1,14,14,25600,10.860723901049903,83.6222017668405,0.3266492256517207,142.63260233956112,0.5571586028889106,22.229778353628696,0.08683507169386209,1.0743202593455319,10,256,0.9694443900875679,256,157,196,241,255,0.61328125,0.765625,0.94140625,0.99609375,100,resnet18
layer3.0.relu,act,23,256,1,False,1,14,14,64512,10.862852186247352,83.64783211324011,0.3267493441923442,142.84070393230084,0.5579714997355502,22.351543032933584,0.08731071497239681,1.0686180305831887,10,256,0.9697678116996921,256,158,197,241,255,0.6171875,0.76953125,0.94140625,0.99609375,250,resnet18
layer3.1.conv1,conv,24,256,1,False,0,14,14,1024,41.631231127130214,28.551823878594455,0.11153056202575959,71.45748481415079,0.2791308000552765,6.9424557643506795,0.02711896782949484,1.8284139652146725,10,256,0.9279860585362033,256,88,124,196,245,0.34375,0.484375,0.765625,0.95703125,1,resnet18
layer3.1.conv1,conv,24,256,1,False,0,14,14,1024,41.631231127130214,28.551823878594455,0.11153056202575959,71.45748481415079,0.2791308000552765,6.9424557643506795,0.02711896782949484,1.8284139652146725,10,256,0.9279860585362033,256,88,124,196,245,0.34375,0.484375,0.765625,0.95703125,2,resnet18
layer3.1.conv1,conv,24,256,1,False,0,14,14,2048,42.65893599020646,29.257403819303093,0.1142867336691527,74.9057500961094,0.29260058631292735,6.957722232193325,0.027178602469505177,1.7091440272499652,10,256,0.9380802492136171,256,93,132,205,248,0.36328125,0.515625,0.80078125,0.96875,5,resnet18
layer3.1.conv1,conv,24,256,1,False,0,14,14,3072,41.5396451999267,30.145245761556602,0.11775486625608048,76.84223507968025,0.300164980780001,7.089828509185407,0.027694642614005498,1.670634156033996,10,256,0.940266030615733,256,96,135,208,249,0.375,0.52734375,0.8125,0.97265625,10,resnet18
layer3.1.conv1,conv,24,256,1,False,0,14,14,7168,42.35541195567551,30.1476418906288,0.11776422613526875,78.12009481742957,0.3051566203805843,7.022413696388345,0.02743130350151697,1.6283173145266292,10,256,0.9429694362133355,256,98,138,210,249,0.3828125,0.5390625,0.8203125,0.97265625,25,resnet18
layer3.1.conv1,conv,24,256,1,False,0,14,14,13312,42.449328640082406,30.64521834929928,0.11970788417695032,79.08238085197972,0.3089155502030458,7.102616124074942,0.02774459423466774,1.6134673133577413,10,256,0.9443804421354516,256,99,140,212,250,0.38671875,0.546875,0.828125,0.9765625,50,resnet18
layer3.1.conv1,conv,24,256,1,False,0,14,14,25600,42.60192312991548,31.024605190161267,0.12118986402406745,79.69486497189091,0.31130806629644886,7.171058207617857,0.028011946123507252,1.6047682969150479,10,256,0.944852133182069,256,100,140,212,250,0.390625,0.546875,0.828125,0.9765625,100,resnet18
layer3.1.conv1,conv,24,256,1,False,0,14,14,64512,42.49382377870246,31.047622571636577,0.12127977567045538,79.85624539492288,0.3119384585739175,7.156757909634602,0.027956085584510165,1.6005600062937673,10,256,0.9454904370971533,256,100,141,213,250,0.390625,0.55078125,0.83203125,0.9765625,250,resnet18
layer3.1.relu,act,25,256,1,False,0,14,14,1024,2.428951376694039,45.99236800713829,0.17965768752788394,120.99488259733353,0.4726362601458341,8.479354509409067,0.03312247855237917,1.1425565677960576,10,256,0.920743614273115,256,147,185,234,254,0.57421875,0.72265625,0.9140625,0.9921875,1,resnet18
layer3.1.relu,act,25,256,1,False,0,14,14,1024,2.428951376694039,45.99236800713829,0.17965768752788394,120.99488259733353,0.4726362601458341,8.479354509409067,0.03312247855237917,1.1425565677960576,10,256,0.920743614273115,256,147,185,234,254,0.57421875,0.72265625,0.9140625,0.9921875,2,resnet18
layer3.1.relu,act,25,256,1,False,0,14,14,2048,2.450485584155895,52.61368520969313,0.2055222078503638,134.6784537684354,0.5260877100329507,9.21750188630466,0.03600586674337758,0.9493200693548163,10,256,0.9517485925284883,256,165,201,242,255,0.64453125,0.78515625,0.9453125,0.99609375,5,resnet18
layer3.1.relu,act,25,256,1,False,0,14,14,3072,2.3407467590670366,67.05587787977989,0.2619370229678902,147.21133224501148,0.5750442665820761,11.469194051454938,0.04480153926349585,0.886605061690448,10,256,0.9592250443257853,256,172,207,244,255,0.671875,0.80859375,0.953125,0.99609375,10,resnet18
layer3.1.relu,act,25,256,1,False,0,14,14,7168,2.343549836492227,67.01142183544785,0.26176336654471816,151.37034192519994,0.5912903981453123,11.184213778819652,0.043688335073514266,0.8084526956887368,10,256,0.9721002763109877,256,180,213,246,255,0.703125,0.83203125,0.9609375,0.99609375,25,resnet18
layer3.1.relu,act,25,256,1,False,0,14,14,13312,2.338897226341553,64.77883421633398,0.2530423211575546,151.45549108828303,0.5916230120636056,10.7338681887577,0.04192917261233477,0.7816825923948211,10,256,0.9760431985314186,256,182,214,246,255,0.7109375,0.8359375,0.9609375,0.99609375,50,resnet18
layer3.1.relu,act,25,256,1,False,0,14,14,25600,2.36765561170422,62.012660613716655,0.24223695552233068,150.49880383813257,0.5878859524927054,10.266817710270187,0.04010475668074292,0.764484192327629,10,256,0.9791377792526189,256,183,216,247,255,0.71484375,0.84375,0.96484375,0.99609375,100,resnet18
layer3.1.relu,act,25,256,1,False,0,14,14,64512,2.371637347528319,63.889422441638324,0.2495680564126497,152.08001842575777,0.5940625719756163,10.536088816459612,0.04115659693929536,0.7564037140732949,10,256,0.9803100616168421,256,184,216,247,255,0.71875,0.84375,0.96484375,0.99609375,250,resnet18
layer3.1.conv2,conv,26,256,1,False,0,14,14,1024,5.632268795170043,24.25022911322692,0.09472745747354265,68.42570240047827,0.26728790000186825,6.219080270481941,0.02429328230657008,1.692650247084024,10,256,0.9202145466830208,256,94,132,202,247,0.3671875,0.515625,0.7890625,0.96484375,1,resnet18
layer3.1.conv2,conv,26,256,1,False,0,14,14,1024,5.632268795170043,24.25022911322692,0.09472745747354265,68.42570240047827,0.26728790000186825,6.219080270481941,0.02429328230657008,1.692650247084024,10,256,0.9202145466830208,256,94,132,202,247,0.3671875,0.515625,0.7890625,0.96484375,2,resnet18
layer3.1.conv2,conv,26,256,1,False,0,14,14,2048,5.856793926211065,25.015965895842506,0.09771861678063479,71.03183740308219,0.2774681148557898,6.4167556669362735,0.02506545182396982,1.5817061117796893,10,256,0.9291246154884081,256,100,140,210,249,0.390625,0.546875,0.8203125,0.97265625,5,resnet18
layer3.1.conv2,conv,26,256,1,False,0,14,14,3072,5.786498540684303,26.14204123486296,0.10211734857368343,73.90723070692785,0.2887001199489369,6.582020911283333,0.02571101918470052,1.5407429246086097,10,256,0.9315287990666937,256,103,144,213,249,0.40234375,0.5625,0.83203125,0.97265625,10,resnet18
layer3.1.conv2,conv,26,256,1,False,0,14,14,7168,5.797056820813188,27.507691765431865,0.10745192095871822,76.6084528444567,0.299251768923659,6.888452728743709,0.026908018471655113,1.4959521043021173,10,256,0.9324072800828841,256,107,148,215,250,0.41796875,0.578125,0.83984375,0.9765625,25,resnet18
layer3.1.conv2,conv,26,256,1,False,0,14,14,13312,5.724665729904526,27.77086032680548,0.1084799231515839,77.6604580351933,0.30336116419997383,6.941240496060735,0.027114220687737247,1.4752634078277234,10,256,0.9322790921955293,256,109,150,217,250,0.42578125,0.5859375,0.84765625,0.9765625,50,resnet18
layer3.1.conv2,conv,26,256,1,False,0,14,14,25600,5.719681560452352,27.824171611945893,0.10868817035916364,78.5641771558187,0.3068913170149168,6.8479369011451245,0.026749753520098143,1.4658625414353366,10,256,0.9326956166440328,256,110,151,217,250,0.4296875,0.58984375,0.84765625,0.9765625,100,resnet18
layer3.1.conv2,conv,26,256,1,False,0,14,14,64512,5.720765013770982,27.86063390088915,0.10883060117534825,78.82056678919147,0.3078928390202792,6.848893804768552,0.026753491424877155,1.4608617100587238,10,256,0.9329939673480178,256,110,151,218,250,0.4296875,0.58984375,0.8515625,0.9765625,250,resnet18
layer3.1.relu,act,27,256,1,False,1,14,14,1024,10.664682099313449,79.45495823816638,0.31037093061783744,140.6149986882178,0.5492773386258508,16.594544852000375,0.06482244082812647,1.1831223188047257,10,256,0.9181110449775954,256,148,185,234,254,0.578125,0.72265625,0.9140625,0.9921875,1,resnet18
layer3.1.relu,act,27,256,1,False,1,14,14,1024,10.664682099313449,79.45495823816638,0.31037093061783744,140.6149986882178,0.5492773386258508,16.594544852000375,0.06482244082812647,1.1831223188047257,10,256,0.9181110449775954,256,148,185,234,254,0.578125,0.72265625,0.9140625,0.9921875,2,resnet18
layer3.1.relu,act,27,256,1,False,1,14,14,2048,10.932402014101113,74.90466117392046,0.2925963327106268,146.80455970075923,0.5734553113310907,13.633334314923854,0.053255212167671304,1.0134744752719496,10,256,0.9426283801753803,256,162,198,241,255,0.6328125,0.7734375,0.94140625,0.99609375,5,resnet18
layer3.1.relu,act,27,256,1,False,1,14,14,3072,10.737851283156974,83.6904401135764,0.3269157816936578,154.46766885277418,0.6033893314561491,15.41320135919327,0.06020781780934871,0.9536554622313618,10,256,0.9514684949546505,256,169,203,243,255,0.66015625,0.79296875,0.94921875,0.99609375,10,resnet18
layer3.1.relu,act,27,256,1,False,1,14,14,7168,10.758580307435773,92.9542433758356,0.3631025131868578,162.41634999420302,0.6344388671648555,17.58365830820951,0.0686861652664434,0.886524134525598,10,256,0.9659642162615458,256,176,209,245,255,0.6875,0.81640625,0.95703125,0.99609375,25,resnet18
layer3.1.relu,act,27,256,1,False,1,14,14,13312,10.71327229196662,99.38647799862265,0.38822842968211974,166.79265410196797,0.6515338050858124,19.616803016794062,0.0766281367843518,0.8590134775858814,10,256,0.9695142544573164,256,179,212,245,255,0.69921875,0.828125,0.95703125,0.99609375,50,resnet18
layer3.1.relu,act,27,256,1,False,1,14,14,25600,10.830114803712135,98.82936615186112,0.3860522115307075,167.31367457270449,0.6535690412996269,19.082459203954365,0.07454085626544674,0.8471047843811331,10,256,0.9705644302352469,256,180,212,246,255,0.703125,0.828125,0.9609375,0.99609375,100,resnet18
layer3.1.relu,act,27,256,1,False,1,14,14,64512,10.839775053881388,100.07768153135811,0.3909284434818676,168.21856893738,0.6571037849116407,19.36037321103958,0.07562645785562336,0.8403752932031396,10,256,0.9719377783853415,256,181,213,246,255,0.70703125,0.83203125,0.9609375,0.99609375,250,resnet18
layer4.0.conv1,conv,28,512,1,False,0,7,7,1024,68.78172332823333,36.3343124717021,0.07096545404629316,89.21324703815066,0.174244623121388,8.423345282141852,0.016451846254183305,2.3737694840754395,10,512,0.9002278962885675,512,107,157,282,425,0.208984375,0.306640625,0.55078125,0.830078125,1,resnet18
layer4.0.conv1,conv,28,512,1,False,0,7,7,1024,68.78172332823333,36.3343124717021,0.07096545404629316,89.21324703815066,0.174244623121388,8.423345282141852,0.016451846254183305,2.3737694840754395,10,512,0.9002278962885675,512,107,157,282,425,0.208984375,0.306640625,0.55078125,0.830078125,2,resnet18
layer4.0.conv1,conv,28,512,1,False,0,7,7,3072,69.94818219095467,38.24665315924531,0.074700494451651,100.02537255824708,0.19536205577782634,8.38436040697462,0.016375703919872305,2.064098003446262,10,512,0.9270502860824743,512,123,182,325,464,0.240234375,0.35546875,0.634765625,0.90625,5,resnet18
layer4.0.conv1,conv,28,512,1,False,0,7,7,5120,71.29926451072005,37.857385951432725,0.07394020693639204,101.60593689438741,0.19844909549685041,8.182264341369237,0.01598098504173679,2.0119185207891985,10,512,0.9311373126387786,512,126,187,334,469,0.24609375,0.365234375,0.65234375,0.916015625,10,resnet18
layer4.0.conv1,conv,28,512,1,False,0,7,7,13312,71.25058951653067,38.85036921514676,0.07587962737333352,104.06420304823563,0.2032503965785852,8.358971146514495,0.016326115520536123,1.9642597663059451,10,512,0.9338216014490373,512,129,192,342,474,0.251953125,0.375,0.66796875,0.92578125,25,resnet18
layer4.0.conv1,conv,28,512,1,False,0,7,7,25600,71.58878071268512,38.59521560322919,0.07538128047505702,104.41119191977697,0.2039281092183144,8.281690320872915,0.016175176407954912,1.95187286596647,10,512,0.9345515269125735,512,130,194,344,475,0.25390625,0.37890625,0.671875,0.927734375,50,resnet18
layer4.0.conv1,conv,28,512,1,False,0,7,7,51200,71.2638102508393,38.91831491833233,0.07601233382486783,104.92767336421667,0.2049368620394857,8.340181192534274,0.016289416391668504,1.9450926070952266,10,512,0.935062552096093,512,131,195,346,476,0.255859375,0.380859375,0.67578125,0.9296875,100,resnet18
layer4.0.conv1,conv,28,512,1,False,0,7,7,128000,71.2364130050646,38.86663397930968,0.07591139449083922,105.05464241638927,0.2051848484695103,8.32386059403845,0.016257540222731348,1.9402484936797109,10,512,0.9352607106228173,512,131,195,346,476,0.255859375,0.380859375,0.67578125,0.9296875,250,resnet18
layer4.0.relu,act,29,512,1,False,0,7,7,1024,4.239632629346056,72.86379794948951,0.1423121053700967,185.70970135008295,0.36271426044938077,12.273584785253117,0.023971845283697495,1.522615039547496,10,512,0.8616376851697188,512,222,293,413,491,0.43359375,0.572265625,0.806640625,0.958984375,1,resnet18
layer4.0.relu,act,29,512,1,False,0,7,7,1024,4.239632629346056,72.86379794948951,0.1423121053700967,185.70970135008295,0.36271426044938077,12.273584785253117,0.023971845283697495,1.522615039547496,10,512,0.8616376851697188,512,222,293,413,491,0.43359375,0.572265625,0.806640625,0.958984375,2,resnet18
layer4.0.relu,act,29,512,1,False,0,7,7,3072,4.126979157706765,85.98763413167377,0.16794459791342534,238.58113757172447,0.46597878431977435,12.59740070365295,0.024604298249322167,1.0386952535804848,10,512,0.94435848516687,512,300,378,474,508,0.5859375,0.73828125,0.92578125,0.9921875,5,resnet18
layer4.0.relu,act,29,512,1,False,0,7,7,5120,4.151933368548106,94.11019125121476,0.18380896728752882,256.11066254025576,0.500216137773937,13.293251660493052,0.025963382149400492,0.9366334322123203,10,512,0.9651963512239707,512,323,399,483,509,0.630859375,0.779296875,0.943359375,0.994140625,10,resnet18
layer4.0.relu,act,29,512,1,False,0,7,7,13312,4.186502578527329,99.8140042751459,0.19494922709989435,269.7257552318631,0.5268081156872326,13.844455093223347,0.02703995135395185,0.8461375162356471,10,512,0.9840985561979396,512,345,417,490,510,0.673828125,0.814453125,0.95703125,0.99609375,25,resnet18
layer4.0.relu,act,29,512,1,False,0,7,7,25600,4.2082149449720365,101.2910856568826,0.19783415167359883,274.225557157769,0.5355967913237676,13.929207892323962,0.02720548416469524,0.8157836811719581,10,512,0.9892908724450177,512,353,423,491,510,0.689453125,0.826171875,0.958984375,0.99609375,50,resnet18
layer4.0.relu,act,29,512,1,False,0,7,7,51200,4.23058224963853,100.78374436491059,0.196843250712716,275.87563870593016,0.5388196068475198,13.783419783690745,0.026920741765020986,0.7981701033435689,10,512,0.9919805162060228,512,357,426,492,510,0.697265625,0.83203125,0.9609375,0.99609375,100,resnet18
layer4.0.relu,act,29,512,1,False,0,7,7,128000,4.228812488212621,103.1700582104274,0.201504019942241,278.4202175123713,0.5437894873288502,14.09409977508763,0.027527538623218026,0.7871484656561318,10,512,0.9937727568946702,512,360,428,493,510,0.703125,0.8359375,0.962890625,0.99609375,250,resnet18
layer4.0.conv2,conv,30,512,1,False,0,7,7,1024,12.773317208387983,37.89892869818778,0.07402134511364801,111.4779883540147,0.21773044600393496,8.408631860158744,0.016423109101872547,1.848897537036592,10,512,0.8952972701098018,512,154,222,361,473,0.30078125,0.43359375,0.705078125,0.923828125,1,resnet18
layer4.0.conv2,conv,30,512,1,False,0,7,7,1024,12.773317208387983,37.89892869818778,0.07402134511364801,111.4779883540147,0.21773044600393496,8.408631860158744,0.016423109101872547,1.848897537036592,10,512,0.8952972701098018,512,154,222,361,473,0.30078125,0.43359375,0.705078125,0.923828125,2,resnet18
layer4.0.conv2,conv,30,512,1,False,0,7,7,3072,12.518572688678928,43.20503266864632,0.08438482943094984,133.7797887737293,0.26128864994869005,9.287765228698024,0.01814016646230083,1.4610548180696319,10,512,0.9392134191710001,512,196,279,423,499,0.3828125,0.544921875,0.826171875,0.974609375,5,resnet18
layer4.0.conv2,conv,30,512,1,False,0,7,7,5120,12.506885596383057,45.796644859727316,0.08944657199165491,141.2761839273518,0.275930046733109,9.578150679922718,0.01870732554672406,1.3938330742886944,10,512,0.9471134990930605,512,208,293,434,501,0.40625,0.572265625,0.84765625,0.978515625,10,resnet18
layer4.0.conv2,conv,30,512,1,False,0,7,7,13312,12.526995981503536,45.47728897415797,0.08882283002765229,144.57365307584394,0.2823704161637577,9.728785618587013,0.01900153441130276,1.3256360183087854,10,512,0.9538437586531078,512,219,307,443,503,0.427734375,0.599609375,0.865234375,0.982421875,25,resnet18
layer4.0.conv2,conv,30,512,1,False,0,7,7,25600,12.496696807151881,45.992045493879964,0.0898282138552343,146.61960592398444,0.2863664178202821,9.7904376775215,0.019121948588909178,1.3038055811514566,10,512,0.9559567185425594,512,223,311,446,504,0.435546875,0.607421875,0.87109375,0.984375,50,resnet18
layer4.0.conv2,conv,30,512,1,False,0,7,7,51200,12.418549899004823,46.32394772259743,0.09047646039569811,148.05924647530537,0.2891782157720808,9.742005642798059,0.01902735477108996,1.2927379615820729,10,512,0.9573260971574747,512,225,314,448,504,0.439453125,0.61328125,0.875,0.984375,100,resnet18
layer4.0.conv2,conv,30,512,1,False,0,7,7,128000,12.418784557951962,46.296982378871405,0.09042379370873321,148.49110844032847,0.29002169617251655,9.671044129627832,0.01888875806567936,1.286184802557245,10,512,0.9582972932400275,512,226,315,449,504,0.44140625,0.615234375,0.876953125,0.984375,250,resnet18
layer4.0.downsample.0,conv,31,512,1,False,0,7,7,1024,10.222395295202865,19.875714632559912,0.03881975514171858,48.16805248632709,0.0940782275123576,5.799251338577668,0.011326662770659508,6.543781391640433,10,512,0.6150708091626806,384,61,94,166,231,0.119140625,0.18359375,0.32421875,0.451171875,1,resnet18
layer4.0.downsample.0,conv,31,512,1,False,0,7,7,1024,10.222395295202865,19.875714632559912,0.03881975514171858,48.16805248632709,0.0940782275123576,5.799251338577668,0.011326662770659508,6.543781391640433,10,512,0.6150708091626806,384,61,94,166,231,0.119140625,0.18359375,0.32421875,0.451171875,2,resnet18
layer4.0.downsample.0,conv,31,512,1,False,0,7,7,3072,10.761249373665002,17.881342244983678,0.034924496572233746,47.65561644901391,0.0930773758769803,5.2325059124454825,0.010219738110245083,6.714569353549656,10,512,0.5929065175442843,384,65,100,176,237,0.126953125,0.1953125,0.34375,0.462890625,5,resnet18
layer4.0.downsample.0,conv,31,512,1,False,0,7,7,5120,10.802202815285144,18.05586321200224,0.035265357835941875,48.40817754011829,0.09454722175804353,5.248064112383169,0.010250125219498377,6.785151580034545,10,512,0.587503835503113,384,66,103,179,238,0.12890625,0.201171875,0.349609375,0.46484375,10,resnet18
layer4.0.downsample.0,conv,31,512,1,False,0,7,7,13312,10.831965064038453,17.769488507591,0.03470603224138867,48.30916130899113,0.0943538306816233,5.188058082555084,0.0101329259424904,6.952009954867937,10,512,0.5780972010480503,383,67,104,181,239,0.130859375,0.203125,0.353515625,0.466796875,25,resnet18
layer4.0.downsample.0,conv,31,512,1,False,0,7,7,25600,10.764629532519935,18.560217791562824,0.03625042537414614,49.58158875774292,0.09683904054246664,5.370440097044597,0.010489140814540228,7.088034433028156,10,512,0.5756777205650321,383,68,105,182,239,0.1328125,0.205078125,0.35546875,0.466796875,50,resnet18
layer4.0.downsample.0,conv,31,512,1,False,0,7,7,51200,10.696935148335031,19.05766542181382,0.037222002776980116,50.237630917592654,0.09812037288592315,5.493123941578518,0.010728757698395543,7.2380550376589134,10,512,0.571617404257689,384,69,106,183,239,0.134765625,0.20703125,0.357421875,0.466796875,100,resnet18
layer4.0.downsample.0,conv,31,512,1,False,0,7,7,128000,10.620258222632161,19.696665107061133,0.038470049037228775,51.07533529583402,0.09975651424967583,5.646626782799023,0.011028567935154342,7.364328642236005,10,512,0.5623812753944002,380,69,106,183,240,0.134765625,0.20703125,0.357421875,0.46875,250,resnet18
layer4.0.relu,act,32,512,1,False,1,7,7,1024,20.356125766580757,100.2105675450722,0.19572376473646913,197.19093403977874,0.38513854304644285,20.191792989160504,0.03943709568195411,1.5692160090110192,10,512,0.8660371864929535,512,218,289,410,490,0.42578125,0.564453125,0.80078125,0.95703125,1,resnet18
layer4.0.relu,act,32,512,1,False,1,7,7,1024,20.356125766580757,100.2105675450722,0.19572376473646913,197.19093403977874,0.38513854304644285,20.191792989160504,0.03943709568195411,1.5692160090110192,10,512,0.8660371864929535,512,218,289,410,490,0.42578125,0.564453125,0.80078125,0.95703125,2,resnet18
layer4.0.relu,act,32,512,1,False,1,7,7,3072,20.310169777442216,128.8033938918738,0.25156912869506604,257.89496274958907,0.5037010991202912,22.588728065377,0.044118609502689456,1.0622674040867608,10,512,0.9468599047958388,512,300,377,474,507,0.5859375,0.736328125,0.92578125,0.990234375,5,resnet18
layer4.0.relu,act,32,512,1,False,1,7,7,5120,20.170822034519933,140.01418610529342,0.2734652072369012,275.8664179202354,0.5388015975004598,24.23669114425087,0.04733728739111498,0.9574950069746607,10,512,0.965211235813863,512,323,398,483,509,0.630859375,0.77734375,0.943359375,0.994140625,10,resnet18
layer4.0.relu,act,32,512,1,False,1,7,7,13312,20.175974621617648,147.03609113106614,0.28717986549036356,291.43207333192686,0.5692032682264196,24.137467811617075,0.0471434918195646,0.8535633697960099,10,512,0.983000393036785,512,348,419,490,509,0.6796875,0.818359375,0.95703125,0.994140625,25,resnet18
layer4.0.relu,act,32,512,1,False,1,7,7,25600,20.198416502603656,148.74664597080437,0.2905207929117273,296.38709719804206,0.5788810492149259,23.8558835765525,0.0465935226104541,0.819989436938484,10,512,0.9866676225084297,512,357,425,492,510,0.697265625,0.830078125,0.9609375,0.99609375,50,resnet18
layer4.0.relu,act,32,512,1,False,1,7,7,51200,20.281716663626312,149.09553993596387,0.29120222643742943,298.2649433766866,0.582548717532591,23.825774199533193,0.04653471523346327,0.8014329309168488,10,512,0.990334533901631,512,361,429,493,510,0.705078125,0.837890625,0.962890625,0.99609375,100,resnet18
layer4.0.relu,act,32,512,1,False,1,7,7,128000,20.294192119961615,149.86805094063826,0.2927110369934341,299.7377882829401,0.5854253677401173,23.940525236450096,0.046758838352441594,0.7901460909860117,10,512,0.992033029443718,512,364,431,494,510,0.7109375,0.841796875,0.96484375,0.99609375,250,resnet18
layer4.1.conv1,conv,33,512,1,False,0,7,7,1024,77.8168710464373,20.420189464329564,0.03988318254751868,87.93859367685181,0.1717550657751012,4.964749419317829,0.009696776209605134,1.955959876962228,10,512,0.8916558130229634,512,139,204,341,463,0.271484375,0.3984375,0.666015625,0.904296875,1,resnet18
layer4.1.conv1,conv,33,512,1,False,0,7,7,1024,77.8168710464373,20.420189464329564,0.03988318254751868,87.93859367685181,0.1717550657751012,4.964749419317829,0.009696776209605134,1.955959876962228,10,512,0.8916558130229634,512,139,204,341,463,0.271484375,0.3984375,0.666015625,0.904296875,2,resnet18
layer4.1.conv1,conv,33,512,1,False,0,7,7,3072,78.42990462315727,21.298176936417004,0.04159800182893946,103.81559503238071,0.20276483404761858,5.033420433948884,0.009830899285056415,1.5270718417832196,10,512,0.9290308871520859,512,182,262,408,495,0.35546875,0.51171875,0.796875,0.966796875,5,resnet18
layer4.1.conv1,conv,33,512,1,False,0,7,7,5120,78.37199829539193,20.67952091889222,0.040389689294711366,106.98128762838363,0.20894782739918677,4.914608899458838,0.009598845506755544,1.4439627945574942,10,512,0.9342719274333315,512,194,277,421,498,0.37890625,0.541015625,0.822265625,0.97265625,10,resnet18
layer4.1.conv1,conv,33,512,1,False,0,7,7,13312,77.77901532620875,21.649862203277152,0.04228488711577569,113.42256307986676,0.22152844351536477,5.0327857148962325,0.009829659599406704,1.367491261843366,10,512,0.9393225191299276,512,207,292,432,501,0.404296875,0.5703125,0.84375,0.978515625,25,resnet18
layer4.1.conv1,conv,33,512,1,False,0,7,7,25600,78.05628877278228,21.991446982721403,0.04295204488812774,115.23514895438788,0.22506865030153883,5.080853271990918,0.009923541546857262,1.344242507747751,10,512,0.940843191083548,512,212,297,435,501,0.4140625,0.580078125,0.849609375,0.978515625,50,resnet18
layer4.1.conv1,conv,33,512,1,False,0,7,7,51200,78.0535356663978,21.414477824273348,0.04182515200053388,114.69634545079293,0.22401629970857995,4.993870735724326,0.009753653780711575,1.330800601031564,10,512,0.9410336627206443,512,214,299,437,502,0.41796875,0.583984375,0.853515625,0.98046875,100,resnet18
layer4.1.conv1,conv,33,512,1,False,0,7,7,128000,77.87018352727472,21.49843335237397,0.04198912764135541,115.30631972822763,0.2252076557191946,5.005256392294687,0.00977589139120056,1.3223723199228952,10,512,0.9413560975632905,512,215,301,438,502,0.419921875,0.587890625,0.85546875,0.98046875,250,resnet18
layer4.1.relu,act,34,512,1,False,0,7,7,1024,4.038642539539879,101.8171374883259,0.19886159665688652,205.36510254096393,0.4011037159003202,18.085126721124546,0.03532251312719638,1.555276613013499,10,512,0.8586218343798259,512,223,292,412,491,0.435546875,0.5703125,0.8046875,0.958984375,1,resnet18
layer4.1.relu,act,34,512,1,False,0,7,7,1024,4.038642539539879,101.8171374883259,0.19886159665688652,205.36510254096393,0.4011037159003202,18.085126721124546,0.03532251312719638,1.555276613013499,10,512,0.8586218343798259,512,223,292,412,491,0.435546875,0.5703125,0.8046875,0.958984375,2,resnet18
