layer,kind,depth_index,C,groups,is_depthwise,call_index,H,W,n_samples,total_variance,participation_ratio,participation_ratio_norm,effective_rank,effective_rank_norm,stable_rank,stable_rank_norm,powerlaw_alpha,powerlaw_fit_lo,powerlaw_fit_hi,powerlaw_r2,nonzero_eigs,k_star_0.9,k_star_0.95,k_star_0.99,k_star_0.999,k_star_ratio_0.9,k_star_ratio_0.95,k_star_ratio_0.99,k_star_ratio_0.999,n_over_C,model
layer2.0.relu,act,11,128,1,False,0,28,28,2048,3.6128262818441144,53.945516951292404,0.4214493511819719,78.74352253543391,0.6151837698080774,20.377561164441847,0.15919969659720193,1.1681922114814811,10,128,0.9771563465293391,128,81,100,121,128,0.6328125,0.78125,0.9453125,1.0,10,resnet18
layer2.0.relu,act,11,128,1,False,0,28,28,4096,3.5930990680295514,54.9801803464092,0.42953265895632187,80.0672798637144,0.6255256239352688,20.942613700276276,0.1636141695334084,1.120264051887189,10,128,0.9821239884198257,128,83,101,122,128,0.6484375,0.7890625,0.953125,1.0,25,resnet18
layer2.0.relu,act,11,128,1,False,0,28,28,7168,3.662998312164789,55.69729240911722,0.43513509694622826,80.78152658601742,0.6311056764532611,21.728959333604426,0.16975749479378457,1.1022419995215669,10,128,0.9835156516153641,128,84,102,122,128,0.65625,0.796875,0.953125,1.0,50,resnet18
layer2.0.relu,act,11,128,1,False,0,28,28,13312,3.727877842422372,55.877401877780315,0.4365422021701587,81.04981270051572,0.633201661722779,21.68770391278955,0.16943518681866837,1.091571768558402,10,128,0.9846797491374243,128,84,102,122,128,0.65625,0.796875,0.953125,1.0,100,resnet18
layer2.0.relu,act,11,128,1,False,0,28,28,32768,3.762818478191404,56.05419674949247,0.4379234121054099,81.2182384333463,0.634517487760518,21.736855998162284,0.16981918748564284,1.0876878020542387,10,128,0.9853941618737093,128,84,103,122,128,0.65625,0.8046875,0.953125,1.0,250,resnet18
layer2.0.conv2,conv,12,128,1,False,0,28,28,1024,9.577417332638973,27.386364393383737,0.21395597182331044,50.59738408032108,0.3952920631275084,7.866563012718852,0.06145752353686603,1.831300059926092,10,128,0.9414513348530392,128,54,73,106,125,0.421875,0.5703125,0.828125,0.9765625,1,resnet18
layer2.0.conv2,conv,12,128,1,False,0,28,28,1024,9.577417332638973,27.386364393383737,0.21395597182331044,50.59738408032108,0.3952920631275084,7.866563012718852,0.06145752353686603,1.831300059926092,10,128,0.9414513348530392,128,54,73,106,125,0.421875,0.5703125,0.828125,0.9765625,2,resnet18
layer2.0.conv2,conv,12,128,1,False,0,28,28,1024,9.577417332638973,27.386364393383737,0.21395597182331044,50.59738408032108,0.3952920631275084,7.866563012718852,0.06145752353686603,1.831300059926092,10,128,0.9414513348530392,128,54,73,106,125,0.421875,0.5703125,0.828125,0.9765625,5,resnet18
layer2.0.conv2,conv,12,128,1,False,0,28,28,2048,10.116530085686101,28.452442423150178,0.22228470643086076,52.235322290886046,0.40808845539754723,8.081515254269531,0.06313683792398071,1.78315427850988,10,128,0.945176193266646,128,56,75,108,125,0.4375,0.5859375,0.84375,0.9765625,10,resnet18
layer2.0.conv2,conv,12,128,1,False,0,28,28,4096,10.140161197898552,28.92075040806299,0.2259433625629921,52.5911468343379,0.41086833464326483,8.411164263349184,0.0657122208074155,1.7588343764887897,10,128,0.947077513602528,128,56,75,109,126,0.4375,0.5859375,0.8515625,0.984375,25,resnet18
layer2.0.conv2,conv,12,128,1,False,0,28,28,7168,10.303605391376735,29.104737582301322,0.22738076236172908,52.84298241911655,0.41283580014934806,8.462901731322049,0.0661164197759535,1.7450267266174377,10,128,0.9495410324461493,128,56,76,109,126,0.4375,0.59375,0.8515625,0.984375,50,resnet18
layer2.0.conv2,conv,12,128,1,False,0,28,28,13312,10.346051550135677,29.067012932592093,0.22708603853587572,53.03069889424202,0.4143023351112658,8.417100545753097,0.06575859801369607,1.7342409379339356,10,128,0.9491639201165911,128,57,76,109,126,0.4453125,0.59375,0.8515625,0.984375,100,resnet18
layer2.0.conv2,conv,12,128,1,False,0,28,28,32768,10.464047019762333,29.182245048603587,0.22798628944221552,53.1572482181635,0.41529100170440236,8.42446441696889,0.06581612825756945,1.7301612657255279,10,128,0.9494808932154506,128,57,76,109,126,0.4453125,0.59375,0.8515625,0.984375,250,resnet18
layer2.0.downsample.0,conv,13,128,1,False,0,28,28,1024,9.134300984303259,15.579666770969228,0.12171614664819709,22.50469325221655,0.1758179160329418,7.552372265594004,0.059002908324953154,10.559390083650252,10,128,0.6912243450029145,96,21,28,43,58,0.1640625,0.21875,0.3359375,0.453125,1,resnet18
layer2.0.downsample.0,conv,13,128,1,False,0,28,28,1024,9.134300984303259,15.579666770969228,0.12171614664819709,22.50469325221655,0.1758179160329418,7.552372265594004,0.059002908324953154,10.559390083650252,10,128,0.6912243450029145,96,21,28,43,58,0.1640625,0.21875,0.3359375,0.453125,2,resnet18
layer2.0.downsample.0,conv,13,128,1,False,0,28,28,1024,9.134300984303259,15.579666770969228,0.12171614664819709,22.50469325221655,0.1758179160329418,7.552372265594004,0.059002908324953154,10.559390083650252,10,128,0.6912243450029145,96,21,28,43,58,0.1640625,0.21875,0.3359375,0.453125,5,resnet18
layer2.0.downsample.0,conv,13,128,1,False,0,28,28,2048,9.48234923915285,15.65998538608833,0.12234363582881508,22.71858243679818,0.17748892528748578,7.267016847280349,0.056773569119377726,10.685653866037308,10,128,0.6873816079486039,96,21,28,43,58,0.1640625,0.21875,0.3359375,0.453125,10,resnet18
layer2.0.downsample.0,conv,13,128,1,False,0,28,28,4096,9.567487940979237,15.719742174797052,0.12281048574060197,22.808455440664282,0.1781910581301897,7.33820734848581,0.05732974491004539,10.986874305285795,10,128,0.6889880076354133,97,21,28,43,58,0.1640625,0.21875,0.3359375,0.453125,25,resnet18
layer2.0.downsample.0,conv,13,128,1,False,0,28,28,7168,9.694339876870298,15.972389194074651,0.12478429057870821,23.069737812166274,0.180232326657549,7.4815061139901955,0.0584492665155484,11.087158645821749,10,128,0.6867296371455943,97,21,28,44,59,0.1640625,0.21875,0.34375,0.4609375,50,resnet18
layer2.0.downsample.0,conv,13,128,1,False,0,28,28,13312,9.795935001295877,15.902628504904039,0.1242392851945628,23.05429220919487,0.18011165788433492,7.438351932993595,0.05811212447651246,11.34807324663261,10,128,0.682938038635805,97,21,28,44,59,0.1640625,0.21875,0.34375,0.4609375,100,resnet18
layer2.0.downsample.0,conv,13,128,1,False,0,28,28,32768,9.900039814750443,15.941691596987894,0.12454446560146792,23.122562417852805,0.18064501888947504,7.427091225186998,0.05802415019677342,11.477521927391559,10,128,0.6663051066350081,95,21,28,44,59,0.1640625,0.21875,0.34375,0.4609375,250,resnet18
layer2.0.relu,act,14,128,1,False,1,28,28,1024,8.485125839069324,44.358411140088215,0.3465500870319392,69.72850624162969,0.5447539550127319,16.007922286790954,0.12506189286555433,1.330670588097654,10,128,0.9652115648863253,128,73,93,118,127,0.5703125,0.7265625,0.921875,0.9921875,1,resnet18
layer2.0.relu,act,14,128,1,False,1,28,28,1024,8.485125839069324,44.358411140088215,0.3465500870319392,69.72850624162969,0.5447539550127319,16.007922286790954,0.12506189286555433,1.330670588097654,10,128,0.9652115648863253,128,73,93,118,127,0.5703125,0.7265625,0.921875,0.9921875,2,resnet18
layer2.0.relu,act,14,128,1,False,1,28,28,1024,8.485125839069324,44.358411140088215,0.3465500870319392,69.72850624162969,0.5447539550127319,16.007922286790954,0.12506189286555433,1.330670588097654,10,128,0.9652115648863253,128,73,93,118,127,0.5703125,0.7265625,0.921875,0.9921875,5,resnet18
layer2.0.relu,act,14,128,1,False,1,28,28,2048,8.72024671984602,45.69083312875432,0.35695963381839313,71.85281686535363,0.5613501317605752,15.618821648266271,0.12202204412708025,1.2544161497916066,10,128,0.9738677807747341,128,76,96,119,127,0.59375,0.75,0.9296875,0.9921875,10,resnet18
layer2.0.relu,act,14,128,1,False,1,28,28,4096,8.77717794801585,46.56462521439964,0.3637861344874972,72.95805634863642,0.569984815223722,16.045699790252744,0.12535702961134956,1.2141311060620075,10,128,0.9786118346559894,128,78,97,120,128,0.609375,0.7578125,0.9375,1.0,25,resnet18
layer2.0.relu,act,14,128,1,False,1,28,28,7168,8.877264116174509,47.33572814357569,0.3698103761216851,73.82494587895869,0.5767573896793647,16.38488746512825,0.12800693332131446,1.1976230368895076,10,128,0.9791278056754654,128,79,98,120,128,0.6171875,0.765625,0.9375,1.0,50,resnet18
layer2.0.relu,act,14,128,1,False,1,28,28,13312,8.901849644280714,47.44837417944307,0.370690423276899,74.08791000711727,0.5788117969306037,16.319854977717714,0.12749886701341964,1.1858272787363158,10,128,0.9796725583018842,128,79,99,120,128,0.6171875,0.7734375,0.9375,1.0,100,resnet18
layer2.0.relu,act,14,128,1,False,1,28,28,32768,8.975734380478624,47.757309150829535,0.37310397774085574,74.45680197538627,0.5816937654327052,16.35358254333007,0.12776236361976617,1.1795602101646634,10,128,0.9795447024654185,128,80,99,121,128,0.625,0.7734375,0.9453125,1.0,250,resnet18
layer2.1.conv1,conv,15,128,1,False,0,28,28,1024,28.24099073661737,35.50472631841012,0.27738067436257907,56.426614521692215,0.44083292595072043,12.11069719133229,0.09461482180728352,1.8174034245618211,10,128,0.9446386011141525,128,56,75,108,125,0.4375,0.5859375,0.84375,0.9765625,1,resnet18
layer2.1.conv1,conv,15,128,1,False,0,28,28,1024,28.24099073661737,35.50472631841012,0.27738067436257907,56.426614521692215,0.44083292595072043,12.11069719133229,0.09461482180728352,1.8174034245618211,10,128,0.9446386011141525,128,56,75,108,125,0.4375,0.5859375,0.84375,0.9765625,2,resnet18
layer2.1.conv1,conv,15,128,1,False,0,28,28,1024,28.24099073661737,35.50472631841012,0.27738067436257907,56.426614521692215,0.44083292595072043,12.11069719133229,0.09461482180728352,1.8174034245618211,10,128,0.9446386011141525,128,56,75,108,125,0.4375,0.5859375,0.84375,0.9765625,5,resnet18
layer2.1.conv1,conv,15,128,1,False,0,28,28,2048,29.66681985494221,36.37517255100051,0.2841810355546915,57.58848759505367,0.4499100593363568,12.384237554545424,0.09675185589488612,1.7663372090522247,10,128,0.9496104598858784,128,57,77,109,126,0.4453125,0.6015625,0.8515625,0.984375,10,resnet18
layer2.1.conv1,conv,15,128,1,False,0,28,28,4096,29.910152850590613,36.610571497350485,0.28602008982305066,58.07149357739249,0.4536835435733788,12.58981607078245,0.09835793805298788,1.7368349132770065,10,128,0.9512761574317764,128,58,78,110,126,0.453125,0.609375,0.859375,0.984375,25,resnet18
layer2.1.conv1,conv,15,128,1,False,0,28,28,7168,30.464798811161145,36.82100139167124,0.28766407337243155,58.55785315536575,0.4574832277762949,12.427201791562233,0.09708751399657994,1.7202947984803083,10,128,0.9516230555490978,128,59,78,110,126,0.4609375,0.609375,0.859375,0.984375,50,resnet18
layer2.1.conv1,conv,15,128,1,False,0,28,28,13312,30.719069682123965,36.82158891288634,0.28766866338192454,58.65335454261651,0.4582293323641915,12.383544906495333,0.09674644458199479,1.7135825811434084,10,128,0.9523573251992933,128,59,78,111,126,0.4609375,0.609375,0.8671875,0.984375,100,resnet18
layer2.1.conv1,conv,15,128,1,False,0,28,28,32768,30.972216099908174,37.02028126510822,0.28922094738365794,58.86087633373915,0.4598505963573371,12.576931443376083,0.09825727690137565,1.706903300441183,10,128,0.952585209302597,128,59,79,111,126,0.4609375,0.6171875,0.8671875,0.984375,250,resnet18
layer2.1.relu,act,16,128,1,False,0,28,28,1024,1.9676287603052014,63.15124898352267,0.49336913268377086,87.97919083361306,0.687337428387602,23.4015340475335,0.18282448474635546,1.045135653657862,10,128,0.9246085852672813,128,86,103,121,127,0.671875,0.8046875,0.9453125,0.9921875,1,resnet18
layer2.1.relu,act,16,128,1,False,0,28,28,1024,1.9676287603052014,63.15124898352267,0.49336913268377086,87.97919083361306,0.687337428387602,23.4015340475335,0.18282448474635546,1.045135653657862,10,128,0.9246085852672813,128,86,103,121,127,0.671875,0.8046875,0.9453125,0.9921875,2,resnet18
layer2.1.relu,act,16,128,1,False,0,28,28,1024,1.9676287603052014,63.15124898352267,0.49336913268377086,87.97919083361306,0.687337428387602,23.4015340475335,0.18282448474635546,1.045135653657862,10,128,0.9246085852672813,128,86,103,121,127,0.671875,0.8046875,0.9453125,0.9921875,5,resnet18
layer2.1.relu,act,16,128,1,False,0,28,28,2048,2.0462448052340583,65.6822496797049,0.5131425756226945,91.30120079849807,0.7132906312382662,23.66705796094828,0.18489889031990844,0.9225522315958335,10,128,0.9496302872226088,128,90,106,123,128,0.703125,0.828125,0.9609375,1.0,10,resnet18
layer2.1.relu,act,16,128,1,False,0,28,28,4096,2.0598902292669115,67.04868925718203,0.5238178848217346,92.83962325373172,0.725309556669779,23.68437054778737,0.18503414490458883,0.8695431841894694,10,128,0.9558472712250425,128,92,108,123,128,0.71875,0.84375,0.9609375,1.0,25,resnet18
layer2.1.relu,act,16,128,1,False,0,28,28,7168,2.0631859076662606,68.07291818375946,0.5318196733106207,93.83418199731953,0.7330795468540588,23.9197045621593,0.18687269189186953,0.8392475068483483,10,128,0.9525702551318143,128,94,109,123,128,0.734375,0.8515625,0.9609375,1.0,50,resnet18
layer2.1.relu,act,16,128,1,False,0,28,28,13312,2.0864784409682473,68.52625584781387,0.5353613738110459,94.26033222289338,0.7364088454913545,24.29642082847311,0.18981578772244617,0.825519390531888,10,128,0.9554289187909587,128,94,109,123,128,0.734375,0.8515625,0.9609375,1.0,100,resnet18
layer2.1.relu,act,16,128,1,False,0,28,28,32768,2.1062878415101833,68.4928389937567,0.5351003046387243,94.44159769880375,0.7378249820219043,24.22812790377876,0.18928224924827156,0.8156117012557409,10,128,0.9523057426596175,128,95,109,123,128,0.7421875,0.8515625,0.9609375,1.0,250,resnet18
layer2.1.conv2,conv,17,128,1,False,0,28,28,1024,4.185603976133166,27.31363642539944,0.21338778457343313,54.05742340728787,0.4223236203694365,7.452268870965575,0.05822085055441856,1.5932214354782388,10,128,0.9384569423000562,128,61,81,111,126,0.4765625,0.6328125,0.8671875,0.984375,1,resnet18
layer2.1.conv2,conv,17,128,1,False,0,28,28,1024,4.185603976133166,27.31363642539944,0.21338778457343313,54.05742340728787,0.4223236203694365,7.452268870965575,0.05822085055441856,1.5932214354782388,10,128,0.9384569423000562,128,61,81,111,126,0.4765625,0.6328125,0.8671875,0.984375,2,resnet18
layer2.1.conv2,conv,17,128,1,False,0,28,28,1024,4.185603976133166,27.31363642539944,0.21338778457343313,54.05742340728787,0.4223236203694365,7.452268870965575,0.05822085055441856,1.5932214354782388,10,128,0.9384569423000562,128,61,81,111,126,0.4765625,0.6328125,0.8671875,0.984375,5,resnet18
layer2.1.conv2,conv,17,128,1,False,0,28,28,2048,4.367985455499734,27.268899868421272,0.2130382802220412,55.19391709894453,0.43120247733550415,7.263051710148897,0.05674259148553826,1.5340936840001358,10,128,0.9397853886473342,128,63,83,113,126,0.4921875,0.6484375,0.8828125,0.984375,10,resnet18
layer2.1.conv2,conv,17,128,1,False,0,28,28,4096,4.3711819019281,27.80207870224725,0.21720373986130664,56.35869313047554,0.44030229008184013,7.278598038231258,0.0568640471736817,1.500711923040654,10,128,0.9411473089339927,128,64,84,113,126,0.5,0.65625,0.8828125,0.984375,25,resnet18
layer2.1.conv2,conv,17,128,1,False,0,28,28,7168,4.418949419986652,28.22342044110113,0.22049547219610258,56.888476750521804,0.4444412246134516,7.364711841776898,0.057536811263882014,1.4861652884569279,10,128,0.9430201111223007,128,65,85,114,126,0.5078125,0.6640625,0.890625,0.984375,50,resnet18
layer2.1.conv2,conv,17,128,1,False,0,28,28,13312,4.446624597032153,27.813169632113322,0.21729038775088533,56.73778852745917,0.4432639728707748,7.225182280172034,0.05644673656384402,1.4779867919018648,10,128,0.9432942374272837,128,65,85,114,127,0.5078125,0.6640625,0.890625,0.9921875,100,resnet18
layer2.1.conv2,conv,17,128,1,False,0,28,28,32768,4.530153695753809,27.719716082728315,0.21656028189631496,56.594735830246655,0.442146373673802,7.218083930277093,0.05639128070528979,1.4757939402707851,10,128,0.9439820632399814,128,65,85,114,127,0.5078125,0.6640625,0.890625,0.9921875,250,resnet18
layer2.1.relu,act,18,128,1,False,1,28,28,1024,9.735257056451616,53.9443831047425,0.4214404930058008,80.60682426879494,0.6297408145999605,16.943705627649244,0.13237270021600972,1.138391394266666,10,128,0.957749484055915,128,82,100,121,128,0.640625,0.78125,0.9453125,1.0,1,resnet18
layer2.1.relu,act,18,128,1,False,1,28,28,1024,9.735257056451616,53.9443831047425,0.4214404930058008,80.60682426879494,0.6297408145999605,16.943705627649244,0.13237270021600972,1.138391394266666,10,128,0.957749484055915,128,82,100,121,128,0.640625,0.78125,0.9453125,1.0,2,resnet18
layer2.1.relu,act,18,128,1,False,1,28,28,1024,9.735257056451616,53.9443831047425,0.4214404930058008,80.60682426879494,0.6297408145999605,16.943705627649244,0.13237270021600972,1.138391394266666,10,128,0.957749484055915,128,82,100,121,128,0.640625,0.78125,0.9453125,1.0,5,resnet18
layer2.1.relu,act,18,128,1,False,1,28,28,2048,10.121910917455004,55.5053352775195,0.4336354318556211,83.16587724309143,0.6497334159616518,16.402805739017307,0.1281469198360727,1.0573170186523215,10,128,0.9650547626082984,128,85,103,122,128,0.6640625,0.8046875,0.953125,1.0,10,resnet18
layer2.1.relu,act,18,128,1,False,1,28,28,4096,10.246096353079274,56.694508174934676,0.44292584511667715,84.54121438356428,0.6604782373715959,16.925270206494126,0.13222867348823536,1.0063463704153173,10,128,0.971217910805803,128,87,104,122,128,0.6796875,0.8125,0.953125,1.0,25,resnet18
layer2.1.relu,act,18,128,1,False,1,28,28,7168,10.463250751756432,57.38943174192284,0.4483549354837722,85.40053087236117,0.6671916474403217,17.114800763337925,0.13370938096357754,0.9891570541549598,10,128,0.9731339501618758,128,88,105,123,128,0.6875,0.8203125,0.9609375,1.0,50,resnet18
layer2.1.relu,act,18,128,1,False,1,28,28,13312,10.58832678000414,57.339128125469806,0.44796193848023286,85.59604337707903,0.6687190888834299,16.920040978379767,0.13218782014359193,0.9773776124459567,10,128,0.9745922865313555,128,88,105,123,128,0.6875,0.8203125,0.9609375,1.0,100,resnet18
layer2.1.relu,act,18,128,1,False,1,28,28,32768,10.76574509765715,57.29103868460539,0.4475862397234796,85.66642586395986,0.6692689520621864,16.833797385617626,0.1315140420751377,0.9733100380922465,10,128,0.97602114073968,128,89,105,123,128,0.6953125,0.8203125,0.9609375,1.0,250,resnet18
layer3.0.conv1,conv,19,256,1,False,0,14,14,1024,65.69060417167837,37.27274890187147,0.14559667539793544,64.40896809674882,0.2515975316279251,13.332667509635076,0.052080732459512016,2.348532528207986,10,256,0.9323125872696062,256,66,93,160,229,0.2578125,0.36328125,0.625,0.89453125,1,resnet18
layer3.0.conv1,conv,19,256,1,False,0,14,14,1024,65.69060417167837,37.27274890187147,0.14559667539793544,64.40896809674882,0.2515975316279251,13.332667509635076,0.052080732459512016,2.348532528207986,10,256,0.9323125872696062,256,66,93,160,229,0.2578125,0.36328125,0.625,0.89453125,2,resnet18
layer3.0.conv1,conv,19,256,1,False,0,14,14,2048,66.90983637356179,37.69184341230792,0.1472337633293278,66.12697601849314,0.2583085000722388,13.912655365486174,0.054346310021430366,2.2583402620818056,10,256,0.9371545579127558,256,68,97,166,234,0.265625,0.37890625,0.6484375,0.9140625,5,resnet18
layer3.0.conv1,conv,19,256,1,False,0,14,14,3072,66.49950116842481,38.63062028740767,0.15090086049768622,67.30461913481011,0.262908668495352,14.196857252603872,0.055456473642983874,2.2294834380596824,10,256,0.9387743723501066,256,69,99,168,235,0.26953125,0.38671875,0.65625,0.91796875,10,resnet18
layer3.0.conv1,conv,19,256,1,False,0,14,14,7168,68.06683859959047,38.75324720594968,0.15137987189824093,67.99751444101534,0.2656152907852162,14.133889761865492,0.055210506882287076,2.193993093617564,10,256,0.9403488322901293,256,70,100,171,237,0.2734375,0.390625,0.66796875,0.92578125,25,resnet18
layer3.0.conv1,conv,19,256,1,False,0,14,14,13312,68.57457571961979,38.747481779552714,0.1513573507013778,68.22101174351671,0.26648832712311216,13.88976074164989,0.054256877897069886,2.182281509312393,10,256,0.9409388692557318,256,71,101,172,237,0.27734375,0.39453125,0.671875,0.92578125,50,resnet18
layer3.0.conv1,conv,19,256,1,False,0,14,14,25600,68.96996150169639,38.98728686061902,0.15229408929929306,68.58329483680754,0.26790349545627945,14.162742737995414,0.055323213820294585,2.173581051740476,10,256,0.9413260269611387,256,71,101,172,237,0.27734375,0.39453125,0.671875,0.92578125,100,resnet18
layer3.0.conv1,conv,19,256,1,False,0,14,14,64512,68.86769800967623,39.18682325962608,0.15307352835791438,68.7676313381007,0.26862355991445586,14.054256379842634,0.05489943898376029,2.1719458871111033,10,256,0.9415736070856313,256,71,101,173,237,0.27734375,0.39453125,0.67578125,0.92578125,250,resnet18
layer3.0.relu,act,20,256,1,False,0,14,14,1024,6.6064192463342515,58.73971697964254,0.22945201945172866,111.8652381807581,0.4369735866435863,13.89676560302579,0.05428424063681949,1.3784652416791383,10,256,0.9513266031256125,256,127,168,227,253,0.49609375,0.65625,0.88671875,0.98828125,1,resnet18
layer3.0.relu,act,20,256,1,False,0,14,14,1024,6.6064192463342515,58.73971697964254,0.22945201945172866,111.8652381807581,0.4369735866435863,13.89676560302579,0.05428424063681949,1.3784652416791383,10,256,0.9513266031256125,256,127,168,227,253,0.49609375,0.65625,0.88671875,0.98828125,2,resnet18
layer3.0.relu,act,20,256,1,False,0,14,14,2048,6.781176776359759,58.71933808761441,0.2293724144047438,117.484532499284,0.4589239550753281,12.919171886879578,0.05046551518312335,1.2286463759271808,10,256,0.9712048153529711,256,139,181,235,254,0.54296875,0.70703125,0.91796875,0.9921875,5,resnet18
layer3.0.relu,act,20,256,1,False,0,14,14,3072,6.72358250067971,60.69690552481744,0.23709728720631812,120.4946348222334,0.4706821672743492,13.267644053545126,0.05182673458416065,1.1798050721982418,10,256,0.9785557052378445,256,144,186,237,254,0.5625,0.7265625,0.92578125,0.9921875,10,resnet18
layer3.0.relu,act,20,256,1,False,0,14,14,7168,6.799867165128173,64.17211750879297,0.2506723340187225,125.44625908518205,0.4900244495514924,14.117086958946825,0.055144870933386034,1.1174759233187828,10,256,0.9843469882922784,256,150,192,240,254,0.5859375,0.75,0.9375,0.9921875,25,resnet18
layer3.0.relu,act,20,256,1,False,0,14,14,13312,6.8548369383715775,63.520830790716595,0.2481282452762367,125.93662428447561,0.49193993861123286,13.766913098549345,0.05377700429120838,1.0970643684214605,10,256,0.9867088839187825,256,152,194,241,255,0.59375,0.7578125,0.94140625,0.99609375,50,resnet18
layer3.0.relu,act,20,256,1,False,0,14,14,25600,6.95308671962304,64.086275002351,0.2503370117279336,126.83743755842356,0.49545874046259203,13.842294560631428,0.05407146312746652,1.088300621228539,10,256,0.9876457722154706,256,154,195,241,255,0.6015625,0.76171875,0.94140625,0.99609375,100,resnet18
layer3.0.relu,act,20,256,1,False,0,14,14,64512,6.917204858474989,63.83483904257125,0.24935484001004393,126.96376804412004,0.4959522189223439,13.73354798280392,0.05364667180782781,1.0805360118149099,10,256,0.9883901443153945,256,154,196,241,255,0.6015625,0.765625,0.94140625,0.99609375,250,resnet18
layer3.0.conv2,conv,21,256,1,False,0,14,14,1024,28.1867850668153,47.4080561183988,0.1851877192124953,83.39358000068309,0.3257561718776683,14.877647524768875,0.05811581064362842,1.9067096113507729,10,256,0.936491203045638,256,87,122,195,245,0.33984375,0.4765625,0.76171875,0.95703125,1,resnet18
layer3.0.conv2,conv,21,256,1,False,0,14,14,1024,28.1867850668153,47.4080561183988,0.1851877192124953,83.39358000068309,0.3257561718776683,14.877647524768875,0.05811581064362842,1.9067096113507729,10,256,0.936491203045638,256,87,122,195,245,0.33984375,0.4765625,0.76171875,0.95703125,2,resnet18
layer3.0.conv2,conv,21,256,1,False,0,14,14,2048,28.69932737732919,50.601651013049974,0.19766269926972646,88.22833693903792,0.34464194116811686,15.827484532776829,0.06182611145615949,1.8088652527167741,10,256,0.9465014982899846,256,92,129,203,248,0.359375,0.50390625,0.79296875,0.96875,5,resnet18
layer3.0.conv2,conv,21,256,1,False,0,14,14,3072,28.394700470961894,50.91200961457034,0.19887503755691538,89.5976086329352,0.34999065872240315,15.407881751409759,0.06018703809144437,1.776931359255765,10,256,0.9480137724913177,256,94,132,205,248,0.3671875,0.515625,0.80078125,0.96875,10,resnet18
layer3.0.conv2,conv,21,256,1,False,0,14,14,7168,28.846208152329368,52.346441286572045,0.20447828627567205,91.58011913854513,0.3577348403849419,15.643958519999433,0.061109212968747786,1.743493067743727,10,256,0.9510335160314973,256,96,134,208,249,0.375,0.5234375,0.8125,0.97265625,25,resnet18
layer3.0.conv2,conv,21,256,1,False,0,14,14,13312,29.0422515026359,52.767062926663925,0.20612133955728096,92.34168456685227,0.36070970533926666,15.612814740098427,0.06098755757850948,1.7284260860048002,10,256,0.9519810856640574,256,97,136,209,249,0.37890625,0.53125,0.81640625,0.97265625,50,resnet18
layer3.0.conv2,conv,21,256,1,False,0,14,14,25600,29.066507914155853,53.144403674606785,0.20759532685393275,92.9745181615645,0.36318171156861134,15.66167142319204,0.061178403996843905,1.7206387883406247,10,256,0.9521197249819955,256,98,136,210,249,0.3828125,0.53125,0.8203125,0.97265625,100,resnet18
layer3.0.conv2,conv,21,256,1,False,0,14,14,64512,29.00169218923036,53.431997978994275,0.2087187421054464,93.29472215916728,0.3644325084342472,15.823653399803598,0.061811146092982806,1.7163318863131884,10,256,0.9523998516853753,256,98,137,210,249,0.3828125,0.53515625,0.8203125,0.97265625,250,resnet18
layer3.0.downsample.0,conv,22,256,1,False,0,14,14,1024,3.575462042124823,21.918516814453792,0.08561920630646012,43.24916123756996,0.16894203608425765,6.581598821043068,0.025709370394699484,8.157420986130942,10,256,0.604139429547307,191,48,65,98,121,0.1875,0.25390625,0.3828125,0.47265625,1,resnet18
layer3.0.downsample.0,conv,22,256,1,False,0,14,14,1024,3.575462042124823,21.918516814453792,0.08561920630646012,43.24916123756996,0.16894203608425765,6.581598821043068,0.025709370394699484,8.157420986130942,10,256,0.604139429547307,191,48,65,98,121,0.1875,0.25390625,0.3828125,0.47265625,2,resnet18
layer3.0.downsample.0,conv,22,256,1,False,0,14,14,2048,3.6234268985112243,21.668051007687488,0.08464082424877925,43.62663952912993,0.1704165606606638,6.436524648513362,0.02514267440825532,8.30186936656066,10,256,0.5959374288996155,191,49,67,100,122,0.19140625,0.26171875,0.390625,0.4765625,5,resnet18
layer3.0.downsample.0,conv,22,256,1,False,0,14,14,3072,3.696590575713823,22.076257634480037,0.08623538138468764,44.07683017656502,0.1721751178772071,6.562313379852185,0.025634036640047597,8.386934416747906,10,256,0.5926433965599301,191,50,67,100,122,0.1953125,0.26171875,0.390625,0.4765625,10,resnet18
layer3.0.downsample.0,conv,22,256,1,False,0,14,14,7168,3.793501146596004,22.775646577160856,0.0889673694420346,44.72102006795139,0.17469148464043513,6.804705912498325,0.026580882470696583,8.644128069600086,10,256,0.594706935412025,193,50,68,101,122,0.1953125,0.265625,0.39453125,0.4765625,25,resnet18
layer3.0.downsample.0,conv,22,256,1,False,0,14,14,13312,3.8388556745489453,22.757966286777148,0.08889830580772323,44.913025663891354,0.1754415064995756,6.740292087505236,0.02632926596681733,8.738784316308516,10,256,0.5884838879699268,192,50,68,101,123,0.1953125,0.265625,0.39453125,0.48046875,50,resnet18
layer3.0.downsample.0,conv,22,256,1,False,0,14,14,25600,3.8786508613428925,22.800092965071396,0.08906286314481014,45.05509072979444,0.17599644816325954,6.712789449270239,0.02622183378621187,8.83340464316867,10,256,0.58280125643651,191,50,68,101,123,0.1953125,0.265625,0.39453125,0.48046875,100,resnet18
