layer,kind,depth_index,C,groups,is_depthwise,call_index,H,W,n_samples,total_variance,participation_ratio,participation_ratio_norm,effective_rank,effective_rank_norm,stable_rank,stable_rank_norm,powerlaw_alpha,powerlaw_fit_lo,powerlaw_fit_hi,powerlaw_r2,nonzero_eigs,k_star_0.9,k_star_0.95,k_star_0.99,k_star_0.999,k_star_ratio_0.9,k_star_ratio_0.95,k_star_ratio_0.99,k_star_ratio_0.999,model,weights,source,n_over_C,n_over_C_ok,pooled_n_samples,pooled_total_variance,pooled_participation_ratio,pooled_participation_ratio_norm,pooled_effective_rank,pooled_effective_rank_norm,pooled_stable_rank,pooled_stable_rank_norm,pooled_powerlaw_alpha,pooled_powerlaw_fit_lo,pooled_powerlaw_fit_hi,pooled_powerlaw_r2,pooled_nonzero_eigs,pooled_k_star_0.9,pooled_k_star_0.95,pooled_k_star_0.99,pooled_k_star_0.999,pooled_k_star_ratio_0.9,pooled_k_star_ratio_0.95,pooled_k_star_ratio_0.99,pooled_k_star_ratio_0.999,pooled_n_over_C,pooled_n_over_C_ok,r_max,k_star_rmax_0.9,k_star_rmax_0.95,k_star_rmax_0.99,k_star_rmax_0.999,r_max_over_C
layer2.1.conv2,conv,30,128,1,False,0,28,28,800000,57.85668248667169,3.995323353548263,0.0312134636995958,11.683992870020711,0.0912811942970368,2.1016234029791008,0.0164189328357742,1.315039259859922,10,128,0.9755292432536422,128,28,55,102,125,0.21875,0.4296875,0.796875,0.9765625,resnet50_random,random_init,imagenet_val[50000],6250.0,True,50000,12.083534442857625,1.8017123225080216,0.0140758775195939,2.696134542544392,0.021063551113628,1.3830742221179957,0.0108052673602968,3.6864334131599703,10,128,0.9506340365162372,128,3,4,10,37,0.0234375,0.03125,0.078125,0.2890625,390.625,True,128.0,0.21875,0.4296875,0.796875,0.9765625,1.0
layer2.1.relu,act,31,128,1,False,1,28,28,800000,27.00332510334174,3.3254641978425665,0.025980189045645,10.006955965946435,0.0781793434839565,1.8703498855796237,0.0146121084810908,2.98654945461988,10,128,0.6350813220361919,128,26,45,77,98,0.203125,0.3515625,0.6015625,0.765625,resnet50_random,random_init,imagenet_val[50000],6250.0,True,50000,5.915485542231555,1.5659529939262191,0.0122340077650485,2.345682430388126,0.0183256439874072,1.2677673083340042,0.0099044320963594,3.923318715337488,10,128,0.7631305034152802,128,2,4,11,42,0.015625,0.03125,0.0859375,0.328125,390.625,True,,,,,,
layer2.1.conv3,conv,32,512,1,False,0,28,28,800000,53.94727707836287,3.295501132204076,0.006436525648836,9.700775144133504,0.0189468264533857,1.8636067214238252,0.0036398568777809,9.473722009001174,10,512,0.8220288755837083,308,23,41,73,96,0.044921875,0.080078125,0.142578125,0.1875,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,11.812795699276306,1.5416850261163135,0.0030111035666334,2.299998750730476,0.0044921850600204,1.2566051498786537,0.0024543069333567,7.608048571850961,10,512,0.8940307580012627,316,2,4,10,40,0.00390625,0.0078125,0.01953125,0.078125,97.65625,True,128.0,0.1796875,0.3203125,0.5703125,0.75,0.25
layer2.1.relu,act,33,512,1,False,2,28,28,800000,58.319018631449055,2.5738893614745657,0.00502712765913,8.917201320663212,0.0174164088294203,1.6198908770029363,0.0031638493691463,2.6395030281876104,10,512,0.4603055179365451,510,29,65,196,377,0.056640625,0.126953125,0.3828125,0.736328125,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,14.436835248198316,1.4283325458381084,0.00278971200359,2.1257036517892067,0.0041517649449007,1.2030454629304792,0.002349698169786,3.119745119354956,10,512,0.632907885884296,509,2,4,11,60,0.00390625,0.0078125,0.021484375,0.1171875,97.65625,True,,,,,,
layer2.2.conv1,conv,34,128,1,False,0,28,28,800000,109.49454953717628,2.7460747440722413,0.0214537089380643,8.367545750632724,0.0653714511768181,1.67918317109018,0.013118618524142,1.8439626979131736,10,128,0.9520774829858442,128,22,41,84,119,0.171875,0.3203125,0.65625,0.9296875,resnet50_random,random_init,imagenet_val[50000],6250.0,True,50000,26.075343828838587,1.4587660700424845,0.0113966099222069,2.189299454463086,0.0171039019879928,1.2166048414767183,0.0095047253240368,2.6541919587644536,10,128,0.988335333613244,128,2,4,11,45,0.015625,0.03125,0.0859375,0.3515625,390.625,True,128.0,0.171875,0.3203125,0.65625,0.9296875,1.0
layer2.2.relu,act,35,128,1,False,0,28,28,800000,54.82853579177609,2.429916903733752,0.0189837258104199,6.940642974358925,0.0542237732371791,1.5730367380907146,0.0122893495163337,5.108516241922595,10,128,0.3327010620974444,126,18,33,67,92,0.140625,0.2578125,0.5234375,0.71875,resnet50_random,random_init,imagenet_val[50000],6250.0,True,50000,13.489771126885609,1.3675285381165052,0.0106838167040351,2.003969454959528,0.0156560113668713,1.174310716693678,0.0091743024741693,5.209839286769424,10,128,0.5906581144707976,126,2,4,10,40,0.015625,0.03125,0.078125,0.3125,390.625,True,,,,,,
layer2.2.conv2,conv,36,128,1,False,0,28,28,800000,109.29138257855652,3.7059491646021088,0.0289527278484539,11.59116275709474,0.0905559590398026,2.0005814613602984,0.0156295426668773,1.278600588394755,10,128,0.9809755947245332,128,32,59,105,125,0.25,0.4609375,0.8203125,0.9765625,resnet50_random,random_init,imagenet_val[50000],6250.0,True,50000,21.80860847144025,1.4504786093137456,0.0113318641352636,2.2005694829288074,0.0171919490853813,1.21146498865229,0.009464570223846,3.56615281976532,10,128,0.9551420937736392,128,2,4,11,37,0.015625,0.03125,0.0859375,0.2890625,390.625,True,128.0,0.25,0.4609375,0.8203125,0.9765625,1.0
layer2.2.relu,act,37,128,1,False,1,28,28,800000,53.44782775997628,3.809264640464935,0.0297598800036323,11.6280649192084,0.0908442571813156,2.018876357992173,0.0157724715468138,3.701030940371544,10,128,0.308438271908432,127,27,47,78,101,0.2109375,0.3671875,0.609375,0.7890625,resnet50_random,random_init,imagenet_val[50000],6250.0,True,50000,10.860218777247614,1.4983903766691964,0.011706174817728,2.2933042339183864,0.0179164393274873,1.2333746049947538,0.0096357391015215,4.149681200973778,10,128,0.6710038320190618,127,2,4,11,42,0.015625,0.03125,0.0859375,0.328125,390.625,True,,,,,,
layer2.2.conv3,conv,38,512,1,False,0,28,28,800000,108.5548504639048,3.7901520561548807,0.0074026407346775,11.222636512822032,0.0219192119391055,2.0163106181432244,0.0039381066760609,9.537130673970273,10,512,0.8186418733403638,308,25,43,75,99,0.048828125,0.083984375,0.146484375,0.193359375,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,22.24131787394131,1.4892934195249368,0.0029087762100096,2.264976844407524,0.0044237828992334,1.2294749065779846,0.0024013181769101,7.608599211383221,10,512,0.893066579852334,315,2,4,11,39,0.00390625,0.0078125,0.021484375,0.076171875,97.65625,True,128.0,0.1953125,0.3359375,0.5859375,0.7734375,0.25
layer2.2.relu,act,39,512,1,False,2,28,28,800000,124.63139224839158,2.8363753496879345,0.0055397956048592,10.158234246717042,0.0198403012631192,1.7059506602487111,0.0033319348832982,2.3292460153528105,10,512,0.51965488590063,511,32,71,217,406,0.0625,0.138671875,0.423828125,0.79296875,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,29.987415531872436,1.3758987946529408,0.0026873023333065,2.0174028781427267,0.0039402399963725,1.178709038193705,0.002302166090222,2.7643565728755424,10,512,0.7930797749145119,511,2,4,10,59,0.00390625,0.0078125,0.01953125,0.115234375,97.65625,True,,,,,,
layer2.3.conv1,conv,40,128,1,False,0,28,28,800000,249.62190254216372,2.691141949286469,0.0210245464788005,8.197448718251337,0.0640425681113385,1.660732534408962,0.01297447292507,1.7758968260772212,10,128,0.9608240176327753,128,21,41,86,120,0.1640625,0.3203125,0.671875,0.9375,resnet50_random,random_init,imagenet_val[50000],6250.0,True,50000,61.68554025421211,1.3518122988604742,0.0105610335848474,1.9332541418126807,0.0151035479829115,1.1682265170257102,0.0091267696642633,2.5733598020452297,10,128,0.9917976768492732,128,2,3,9,41,0.015625,0.0234375,0.0703125,0.3203125,390.625,True,128.0,0.1640625,0.3203125,0.671875,0.9375,1.0
layer2.3.relu,act,41,128,1,False,0,28,28,800000,125.03870659417402,2.4789158309455845,0.0193665299292623,7.130176111534927,0.0557045008713666,1.5892143689330327,0.0124157372572893,6.307717967498272,10,128,0.3006788362087901,121,19,33,64,88,0.1484375,0.2578125,0.5,0.6875,resnet50_random,random_init,imagenet_val[50000],6250.0,True,50000,32.112688538392675,1.296243754043316,0.0101269043284634,1.820716052366356,0.0142243441591121,1.14201578370197,0.0089219983101716,6.9450737030012775,10,128,0.3892369025081654,121,2,3,9,36,0.015625,0.0234375,0.0703125,0.28125,390.625,True,,,,,,
layer2.3.conv2,conv,42,128,1,False,0,28,28,800000,296.14277805528747,2.784681464807209,0.0217553239438063,8.574713681767305,0.066989950638807,1.6974938866857334,0.0132616709897322,1.3108122233081871,10,128,0.9806828304592556,128,25,52,101,125,0.1953125,0.40625,0.7890625,0.9765625,resnet50_random,random_init,imagenet_val[50000],6250.0,True,50000,65.66364324232315,1.2679680038928716,0.009906000030413,1.752938021074442,0.013694828289644,1.128818948340219,0.0088188980339079,3.664131645904764,10,128,0.9527041088417014,128,2,3,8,31,0.015625,0.0234375,0.0625,0.2421875,390.625,True,128.0,0.1953125,0.40625,0.7890625,0.9765625,1.0
layer2.3.relu,act,43,128,1,False,1,28,28,800000,140.29947512623198,2.425487908706287,0.0189491242867678,6.972409704528968,0.0544719508166325,1.5729424419566531,0.0122886128277863,4.2666790600765605,10,128,0.3344599295705578,127,20,38,70,94,0.15625,0.296875,0.546875,0.734375,resnet50_random,random_init,imagenet_val[50000],6250.0,True,50000,32.93940842273963,1.2058180885819016,0.0094204538170461,1.6078891621323752,0.0125616340791591,1.099615566673776,0.0085907466146388,4.920080679021617,10,128,0.5421257313352977,127,1,2,7,32,0.0078125,0.015625,0.0546875,0.25,390.625,True,,,,,,
layer2.3.conv3,conv,44,512,1,False,0,28,28,800000,278.9816231398891,2.408077152503807,0.0047032756884839,6.808992618412203,0.0132988137078363,1.5673987848547488,0.0030613257516694,9.34385530698737,10,512,0.8327239909087535,308,19,35,67,92,0.037109375,0.068359375,0.130859375,0.1796875,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,65.56441934383638,1.2104801932183242,0.0023642191273795,1.615473363622576,0.0031552214133253,1.101866822349865,0.002152083637402,7.399133992533597,10,512,0.9016930118526484,314,1,2,7,31,0.001953125,0.00390625,0.013671875,0.060546875,97.65625,True,128.0,0.1484375,0.2734375,0.5234375,0.71875,0.25
layer2.3.relu,act,45,512,1,False,2,28,28,800000,283.0110349218865,2.3757778356912795,0.0046401910853345,7.865863564982972,0.0153630147753573,1.5538921736260518,0.0030349456516133,2.556716583355504,10,512,0.5006514633982303,509,26,60,192,379,0.05078125,0.1171875,0.375,0.740234375,resnet50_random,random_init,imagenet_val[50000],1562.5,True,50000,70.80444678218241,1.2216242835579276,0.002385984928824,1.6531636917984842,0.0032288353355439,1.1070945427910417,0.0021622940288887,3.159851149512554,10,512,0.5678938976668273,509,1,2,8,47,0.001953125,0.00390625,0.015625,0.091796875,97.65625,True,,,,,,
layer3.0.conv1,conv,46,256,1,False,0,28,28,800000,621.1779433024539,2.122499364288707,0.0082910131417527,6.163471636070232,0.0240760610783993,1.4658292747496011,0.0057258956044906,2.1564049200897646,10,256,0.930833120542134,256,18,42,112,204,0.0703125,0.1640625,0.4375,0.796875,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,160.9363792012222,1.179066235322444,0.0046057274817282,1.543335728314701,0.0060286551887292,1.0869491810565193,0.004245895238502,2.772497196559589,10,256,0.9768014593381078,256,1,2,7,37,0.00390625,0.0078125,0.02734375,0.14453125,195.3125,True,256.0,0.0703125,0.1640625,0.4375,0.796875,1.0
layer3.0.relu,act,47,256,1,False,0,28,28,800000,314.0058075439842,1.9623424066431017,0.0076654000259496,5.36218002640603,0.0209460157281485,1.4072945297037178,0.0054972442566551,4.8479636604594125,10,256,0.2827876376000768,242,15,36,103,168,0.05859375,0.140625,0.40234375,0.65625,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,82.55625076643737,1.155247815364461,0.0045126867787674,1.4806565647918148,0.005783814706218,1.0756475191499368,0.0042017481216794,5.778909329488076,10,256,0.3608111229745743,240,1,2,6,36,0.00390625,0.0078125,0.0234375,0.140625,195.3125,True,,,,,,
layer3.0.conv2,conv,48,256,1,False,0,14,14,800000,680.34350086885,2.4981073091599244,0.0097582316764059,7.253342585107519,0.0283333694730762,1.612205465278057,0.0062976775987424,1.2619430794004656,10,256,0.9738177445765394,256,19,64,175,243,0.07421875,0.25,0.68359375,0.94921875,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,148.188549399705,1.1720017000072962,0.0045781316406535,1.5579536106488605,0.0060857562915971,1.0834131611066893,0.004232082660573,2.096245059386838,10,256,0.9870651816576442,256,1,2,9,73,0.00390625,0.0078125,0.03515625,0.28515625,195.3125,True,256.0,0.07421875,0.25,0.68359375,0.94921875,1.0
layer3.0.relu,act,49,256,1,False,1,14,14,800000,301.8855499173685,2.456939244715134,0.0095974189246684,6.929914528602546,0.0270699786273536,1.5949806710602157,0.0062303932463289,4.773905032449174,10,256,0.2908188978146514,248,19,52,121,164,0.07421875,0.203125,0.47265625,0.640625,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,66.41925265677321,1.1526209634700737,0.0045024256385549,1.5103998938432004,0.005899999585325,1.0741989560555762,0.004196089672092,4.6856138409423576,10,256,0.5221892844804792,249,1,2,9,70,0.00390625,0.0078125,0.03515625,0.2734375,195.3125,True,,,,,,
layer3.0.conv3,conv,50,1024,1,False,0,14,14,800000,574.8333199169011,2.563042200026816,0.0025029708984636,7.255621864047565,0.0070855682266089,1.632830250944703,0.0015945607919381,7.80425562544058,10,1024,0.8356363762671819,615,19,50,116,162,0.0185546875,0.048828125,0.11328125,0.158203125,resnet50_random,random_init,imagenet_val[50000],781.25,True,50000,127.15819345740582,1.1600040551459845,0.0011328164601035,1.530821550162038,0.0014949429200801,1.077695046340862,0.0010524365686922,6.637591307040514,10,1024,0.883633032536612,619,1,2,10,68,0.0009765625,0.001953125,0.009765625,0.06640625,48.828125,False,256.0,0.07421875,0.1953125,0.453125,0.6328125,0.25
layer3.0.downsample.0,conv,51,1024,1,False,0,14,14,800000,545.0619800671483,2.3586031695315057,0.0023033234077456,7.425342539310807,0.0072513110735457,1.5508466063507065,0.0015144986390143,6.312688750134805,10,1024,0.6538825115186548,751,23,54,162,334,0.0224609375,0.052734375,0.158203125,0.326171875,resnet50_random,random_init,imagenet_val[50000],781.25,True,50000,139.40209070729878,1.2250115061996434,0.001196300299023,1.689819255221103,0.0016502141164268,1.1085063766632288,0.0010825257584601,5.488838596654852,10,1024,0.736361878414856,756,1,3,10,81,0.0009765625,0.0029296875,0.009765625,0.0791015625,48.828125,False,512.0,0.044921875,0.10546875,0.31640625,0.65234375,0.5
layer3.0.relu,act,52,1024,1,False,2,14,14,800000,539.1960800713467,2.242085605802285,0.0021895367244162,7.381208426017307,0.0072082113535325,1.5098358630164983,0.001474449084977,4.153052149427134,10,1024,0.2743705008456832,979,26,78,281,617,0.025390625,0.076171875,0.2744140625,0.6025390625,resnet50_random,random_init,imagenet_val[50000],781.25,True,50000,136.50710783447633,1.162309426142874,0.0011350677989676,1.5376978859851036,0.0015016580917823,1.0788436159813126,0.0010535582187317,4.217782705885564,10,1024,0.3515016601323726,973,1,2,9,110,0.0009765625,0.001953125,0.0087890625,0.107421875,48.828125,False,,,,,,
layer3.1.conv1,conv,53,256,1,False,0,14,14,800000,1026.98773021812,2.2473245248726776,0.0087786114252838,6.906204654786425,0.0269773619327594,1.5107286376944526,0.0059012837409939,1.754085595203308,10,256,0.9430158468034808,256,22,54,141,227,0.0859375,0.2109375,0.55078125,0.88671875,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,259.2645273672685,1.1633207642784475,0.0045442217354626,1.5352475472106537,0.0059970607312916,1.079343652449853,0.0042161861423822,2.163907887711298,10,256,0.9801934217214828,256,1,2,10,76,0.00390625,0.0078125,0.0390625,0.296875,195.3125,True,256.0,0.0859375,0.2109375,0.55078125,0.88671875,1.0
layer3.1.relu,act,54,256,1,False,0,14,14,800000,534.653060410733,2.1861681974351668,0.0085397195212311,6.473464999794404,0.0252869726554468,1.4892193032584184,0.0058172629033531,5.367576313050543,10,256,0.2343712118141685,239,21,48,117,169,0.08203125,0.1875,0.45703125,0.66015625,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,135.44354446234377,1.1549952384943696,0.0045117001503686,1.5133006513558036,0.0059113306693586,1.0753737939167067,0.0042006788824871,6.226183100952693,10,256,0.28649240973166,239,1,2,9,70,0.00390625,0.0078125,0.03515625,0.2734375,195.3125,True,,,,,,
layer3.1.conv2,conv,55,256,1,False,0,14,14,800000,1286.5512571467686,3.64044346479044,0.0142204822843376,10.310926174587475,0.0402770553694823,2.0521223992477884,0.0080161031220616,1.1653867880229851,10,256,0.976671534090512,256,28,81,191,247,0.109375,0.31640625,0.74609375,0.96484375,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,219.83828021196112,1.1714457677700332,0.0045759600303516,1.5789627318909054,0.0061678231714488,1.0830190691844157,0.0042305432390016,2.713075748803267,10,256,0.9549463673074786,256,1,2,11,68,0.00390625,0.0078125,0.04296875,0.265625,195.3125,True,256.0,0.109375,0.31640625,0.74609375,0.96484375,1.0
layer3.1.relu,act,56,256,1,False,1,14,14,800000,586.3016860125188,3.119851845944668,0.0121869212732213,8.833844893163253,0.0345072066139189,1.8385390749975936,0.0071817932617093,2.956457321919088,10,256,0.3891885559075088,254,23,59,128,184,0.08984375,0.23046875,0.5,0.71875,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,112.70540286728637,1.1312068480838426,0.0044187767503275,1.4612062021101593,0.0057078367269928,1.063957930708882,0.0041560856668315,3.3567826954553808,10,256,0.6132444539286539,254,1,2,10,69,0.00390625,0.0078125,0.0390625,0.26953125,195.3125,True,,,,,,
layer3.1.conv3,conv,57,1024,1,False,0,14,14,800000,1172.009318562201,3.079923981931149,0.0030077382636046,8.630405811563696,0.0084281306753551,1.8248925134977425,0.0017821215952126,7.874741151642262,10,1024,0.8095724460043134,618,22,54,122,180,0.021484375,0.052734375,0.119140625,0.17578125,resnet50_random,random_init,imagenet_val[50000],781.25,True,50000,226.8685706833893,1.1301895071827768,0.0011037006906081,1.4565082525231028,0.0014223713403545,1.0634758238482234,0.0010385506092267,6.637215197121138,10,1024,0.8697204202805535,626,1,2,9,65,0.0009765625,0.001953125,0.0087890625,0.0634765625,48.828125,False,256.0,0.0859375,0.2109375,0.4765625,0.703125,0.25
layer3.1.relu,act,58,1024,1,False,2,14,14,800000,1210.5646986701315,2.502779745450326,0.0024441208451663,8.213097086603737,0.0080206026236364,1.6056374794192445,0.0015680053509953,2.4186696247001573,10,1024,0.6033319079381645,1018,26,85,309,700,0.025390625,0.0830078125,0.3017578125,0.68359375,resnet50_random,random_init,imagenet_val[50000],781.25,True,50000,287.8067489752477,1.1173846500265618,0.0010911959472915,1.4177892394232083,0.0013845598041242,1.0573755701947427,0.0010325933302683,2.7260797028503267,10,1024,0.5239973876699511,1015,1,2,8,100,0.0009765625,0.001953125,0.0078125,0.09765625,48.828125,False,,,,,,
layer3.2.conv1,conv,59,256,1,False,0,14,14,800000,2570.935105735764,2.364337678898566,0.0092356940581975,6.873355301000481,0.0268490441445331,1.5572866917012966,0.0060831511394581,1.6733057591392415,10,256,0.9436977741789044,256,18,51,141,229,0.0703125,0.19921875,0.55078125,0.89453125,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,634.7424108171797,1.1127201205269452,0.0043465629708083,1.393537566973372,0.0054435061209897,1.0551626246786598,0.004121729002651,2.1362174307752246,10,256,0.9855624173145726,256,1,2,8,64,0.00390625,0.0078125,0.03125,0.25,195.3125,True,256.0,0.0703125,0.19921875,0.55078125,0.89453125,1.0
layer3.2.relu,act,60,256,1,False,0,14,14,800000,1280.206064861358,2.2290377653040103,0.0087071787707187,6.221659817182504,0.0243033586608691,1.5082836431449649,0.005891732981035,5.38611161123947,10,256,0.3035275126894622,243,16,43,114,167,0.0625,0.16796875,0.4453125,0.65234375,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,323.6424461992728,1.1043754709472462,0.0043139666833876,1.3685310777347894,0.0053458245224015,1.0511367778913734,0.0041060030386381,5.117336995925007,10,256,0.4427558675238936,241,1,1,7,58,0.00390625,0.00390625,0.02734375,0.2265625,195.3125,True,,,,,,
layer3.2.conv2,conv,61,256,1,False,0,14,14,800000,3133.785285076456,3.339973263324896,0.0130467705598628,8.666494293678777,0.0338534933346827,1.9612413868572889,0.0076610991674112,1.2076095857520122,10,256,0.9793261622712022,256,17,62,179,244,0.06640625,0.2421875,0.69921875,0.953125,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,544.3292275207378,1.1153047101823526,0.0043566590241498,1.4114499998065309,0.0055134765617442,1.0563273565545332,0.0041262787365411,2.712260692310159,10,256,0.9568512296961764,256,1,2,8,55,0.00390625,0.0078125,0.03125,0.21484375,195.3125,True,256.0,0.06640625,0.2421875,0.69921875,0.953125,1.0
layer3.2.relu,act,62,256,1,False,1,14,14,800000,1303.3628954107944,3.0738839000062934,0.0120073589843995,8.556478417182065,0.0334237438171174,1.8197645475109068,0.0071084552637144,3.295460419897012,10,256,0.357416126784882,253,19,53,123,183,0.07421875,0.20703125,0.48046875,0.71484375,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,245.7291210780164,1.096991772961157,0.0042851241131295,1.3602871640482073,0.0053136217345633,1.0475275796582346,0.0040919046080399,3.794149478187753,10,256,0.4407122718082502,255,1,1,8,61,0.00390625,0.00390625,0.03125,0.23828125,195.3125,True,,,,,,
layer3.2.conv3,conv,63,1024,1,False,0,14,14,800000,2502.9777488992377,3.1584559208476057,0.0030844296102027,8.772079652704152,0.0085664840358438,1.849221500041127,0.0018058803711339,7.869915563700086,10,1024,0.8142263318858846,616,20,51,119,178,0.01953125,0.0498046875,0.1162109375,0.173828125,resnet50_random,random_init,imagenet_val[50000],781.25,True,50000,466.23050687501046,1.1020954184471463,0.0010762650570772,1.3767805311018595,0.0013445122374041,1.0499790959812858,0.0010253702109192,6.577702073955969,10,1024,0.8715937341398472,625,1,1,9,60,0.0009765625,0.0009765625,0.0087890625,0.05859375,48.828125,False,256.0,0.078125,0.19921875,0.46484375,0.6953125,0.25
layer3.2.relu,act,64,1024,1,False,2,14,14,800000,2676.146999954673,2.55526782682167,0.0024953787371305,8.1533044545102,0.0079622113813576,1.6263142173997596,0.0015881974779294,2.379847303292137,10,1024,0.5111342265541017,1020,22,79,316,727,0.021484375,0.0771484375,0.30859375,0.7099609375,resnet50_random,random_init,imagenet_val[50000],781.25,True,50000,623.7571295821282,1.0863170349807527,0.0010608564794733,1.3257991211434876,0.0012947257042416,1.0423981874323494,0.0010179669799144,2.5673200865627224,10,1024,0.6437050782946595,1018,1,1,8,88,0.0009765625,0.0009765625,0.0078125,0.0859375,48.828125,False,,,,,,
layer3.3.conv1,conv,65,256,1,False,0,14,14,800000,4797.184589940125,2.8161288580226893,0.0110005033516511,8.461675590988008,0.0330534202772969,1.7163673391540275,0.0067045599185704,1.6486966317432754,10,256,0.949705876512518,256,22,57,149,232,0.0859375,0.22265625,0.58203125,0.90625,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,1069.967712573918,1.1004054448206435,0.0042984587688306,1.3711110736659045,0.0053559026315074,1.0491736742607582,0.004098334665081,2.111111289948393,10,256,0.9863406356185478,256,1,1,8,69,0.00390625,0.00390625,0.03125,0.26953125,195.3125,True,256.0,0.0859375,0.22265625,0.58203125,0.90625,1.0
layer3.3.relu,act,66,256,1,False,0,14,14,800000,2790.229685705508,2.378521631957613,0.0092911001248344,6.962490095322403,0.0271972269348531,1.56006418386409,0.0060940007182191,4.78946507776142,10,256,0.2106206698496694,248,19,48,127,186,0.07421875,0.1875,0.49609375,0.7265625,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,678.7996836405391,1.0874149512092954,0.0042477146531613,1.323397194716056,0.0051695202918595,1.042932233554506,0.0040739540373222,4.706456321873306,10,256,0.2342108913782394,249,1,1,7,61,0.00390625,0.00390625,0.02734375,0.23828125,195.3125,True,,,,,,
layer3.3.conv2,conv,67,256,1,False,0,14,14,800000,7044.733693280403,3.37213803184064,0.0131724141868775,8.814840354505957,0.0344329701347888,1.9669178518701596,0.0076832728588678,1.1931811173767677,10,256,0.9823654767590636,256,17,62,180,245,0.06640625,0.2421875,0.703125,0.95703125,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,1157.785411509943,1.1058318282458508,0.0043196555790853,1.3846895017841507,0.0054089433663443,1.051778529492993,0.004108509880832,2.6393811106507665,10,256,0.956479204774978,256,1,1,8,57,0.00390625,0.00390625,0.03125,0.22265625,195.3125,True,256.0,0.06640625,0.2421875,0.703125,0.95703125,1.0
layer3.3.relu,act,68,256,1,False,1,14,14,800000,3465.725591938369,3.1169570672122213,0.0121756135437977,8.781421656083236,0.0343024283440751,1.8355005378436344,0.0071699239759516,2.9356361626264014,10,256,0.3623027500218078,255,20,58,137,194,0.078125,0.2265625,0.53515625,0.7578125,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,643.1501990549082,1.101816465086709,0.0043039705667449,1.3724247800140434,0.0053610342969298,1.0498499719187926,0.0041009764528077,3.213400866634006,10,256,0.6043266277629813,255,1,1,8,61,0.00390625,0.00390625,0.03125,0.23828125,195.3125,True,,,,,,
layer3.3.conv3,conv,69,1024,1,False,0,14,14,800000,7044.32781789041,3.051160144704041,0.0029796485788125,8.457374049296241,0.0082591543450158,1.8139450903214367,0.001771430752267,7.840231922660269,10,1024,0.7998772648314281,616,18,51,128,188,0.017578125,0.0498046875,0.125,0.18359375,resnet50_random,random_init,imagenet_val[50000],781.25,True,50000,1310.121125553858,1.099797313223341,0.0010740208136946,1.365007186187584,0.0013330148302613,1.04888118325827,0.0010242980305256,6.543608350536332,10,1024,0.8627403079541333,625,1,1,8,57,0.0009765625,0.0009765625,0.0078125,0.0556640625,48.828125,False,256.0,0.0703125,0.19921875,0.5,0.734375,0.25
layer3.3.relu,act,70,1024,1,False,2,14,14,800000,7064.58293360877,2.514024874904458,0.0024551024168988,7.660075308163553,0.0074805422931284,1.6149061783362098,0.0015770568147814,2.205198374248716,10,1024,0.683925160830188,1020,18,69,298,726,0.017578125,0.0673828125,0.291015625,0.708984375,resnet50_random,random_init,imagenet_val[50000],781.25,True,50000,1613.8765762694618,1.073325520292027,0.0010481694534101,1.2814958413448538,0.0012514607825633,1.0361016077486371,0.001011817976317,2.468539301724726,10,1024,0.6170906796765422,1019,1,1,7,73,0.0009765625,0.0009765625,0.0068359375,0.0712890625,48.828125,False,,,,,,
layer3.4.conv1,conv,71,256,1,False,0,14,14,800000,13766.50684005108,2.5094204353768363,0.0098024235756907,7.0507158853154674,0.0275418589270135,1.612888672288762,0.0063003463761279,1.6570988071082702,10,256,0.953442182965968,256,16,47,139,229,0.0625,0.18359375,0.54296875,0.89453125,resnet50_random,random_init,imagenet_val[50000],3125.0,True,50000,3139.378650014278,1.0723410358270824,0.0041888321711995,1.2748099080177977,0.0049797262031945,1.0356270256481532,0.004045418068938,2.109088717838946,10,256,0.987066945229312,256,1,1,7,56,0.00390625,0.00390625,0.02734375,0.21875,195.3125,True,256.0,0.0625,0.18359375,0.54296875,0.89453125,1.0
