layer,kind,depth_index,C,groups,is_depthwise,call_index,H,W,n_samples,total_variance,participation_ratio,participation_ratio_norm,effective_rank,effective_rank_norm,stable_rank,stable_rank_norm,powerlaw_alpha,powerlaw_fit_lo,powerlaw_fit_hi,powerlaw_r2,nonzero_eigs,k_star_0.9,k_star_0.95,k_star_0.99,k_star_0.999,k_star_ratio_0.9,k_star_ratio_0.95,k_star_ratio_0.99,k_star_ratio_0.999,model,weights,source,n_over_C,n_over_C_ok,pooled_n_samples,pooled_total_variance,pooled_participation_ratio,pooled_participation_ratio_norm,pooled_effective_rank,pooled_effective_rank_norm,pooled_stable_rank,pooled_stable_rank_norm,pooled_powerlaw_alpha,pooled_powerlaw_fit_lo,pooled_powerlaw_fit_hi,pooled_powerlaw_r2,pooled_nonzero_eigs,pooled_k_star_0.9,pooled_k_star_0.95,pooled_k_star_0.99,pooled_k_star_0.999,pooled_k_star_ratio_0.9,pooled_k_star_ratio_0.95,pooled_k_star_ratio_0.99,pooled_k_star_ratio_0.999,pooled_n_over_C,pooled_n_over_C_ok
layer2.3.relu,act,41,128,1,False,0,28,28,800000,1.1719024515436995,43.1938140194631,0.33745167202705545,68.76466126187421,0.5372239161083923,16.14403629111487,0.1261252835243349,1.2377361672599088,10,128,0.9925275083626158,128,75,96,120,128,0.5859375,0.75,0.9375,1.0,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,0.042658353183341075,11.615407961701306,0.09074537470079146,22.641371710894347,0.1768857164913621,5.412638435683971,0.04228623777878102,1.884461330474711,10,128,0.9935056990996215,128,27,46,93,123,0.2109375,0.359375,0.7265625,0.9609375,390.625,True
layer2.3.conv2,conv,42,128,1,False,0,28,28,800000,2.0344857044212583,39.513497889332804,0.30869920226041253,58.528459269817645,0.45725358804545035,13.317203257649767,0.10404065045038881,1.9481226508869545,10,128,0.9504580757140703,128,54,72,107,125,0.421875,0.5625,0.8359375,0.9765625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,0.05586121709545085,6.845955303015079,0.0534840258048053,11.85911758712274,0.0926493561493964,3.786406036129527,0.02958129715726193,3.087809523925407,10,128,0.9548088656548225,128,12,21,45,88,0.09375,0.1640625,0.3515625,0.6875,390.625,True
layer2.3.relu,act,43,128,1,False,1,28,28,800000,1.2936240930168856,65.70623316685321,0.5133299466160407,91.11636136585112,0.7118465731707119,20.296867377438268,0.15856927638623647,0.9490161470625361,10,128,0.9817894169993181,128,91,107,123,128,0.7109375,0.8359375,0.9609375,1.0,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],6250.0,True,50000,0.026929159869151776,11.032145172448496,0.08618863415975388,22.446586484562946,0.17536395691064802,5.020378736963412,0.03922170888252666,1.8040828135756883,10,128,0.9879342047543408,128,29,49,96,123,0.2265625,0.3828125,0.75,0.9609375,390.625,True
layer2.3.conv3,conv,44,512,1,False,0,28,28,800000,0.5143775717997042,28.871526762337695,0.05638970070769081,50.73827089933176,0.09909818535025734,8.404826892792975,0.01641567752498628,10.645904994345834,10,512,0.766058777953415,293,52,68,100,123,0.1015625,0.1328125,0.1953125,0.240234375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,0.01504049090374814,5.952644437510349,0.0116262586670124,13.021863330966172,0.025433326818293304,2.772458320768611,0.0054149576577511935,9.591646094071148,10,512,0.8266136601320413,312,17,28,56,98,0.033203125,0.0546875,0.109375,0.19140625,97.65625,True
layer2.3.relu,act,45,512,1,False,2,28,28,800000,13.114824998957504,113.3135555022213,0.221315538090276,213.53142032039543,0.4170535553132723,27.27459130876466,0.053270686149930975,1.2310119885780089,10,512,0.9779979522587213,512,261,352,465,506,0.509765625,0.6875,0.908203125,0.98828125,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],1562.5,True,50000,0.8486833516469754,19.23676977308384,0.037571815963054374,43.430173848679885,0.0848245582982029,7.264203435468923,0.014187897334900241,2.020404611321303,10,512,0.9884622362175972,512,57,101,261,456,0.111328125,0.197265625,0.509765625,0.890625,97.65625,True
layer3.0.conv1,conv,46,256,1,False,0,28,28,800000,8.225434945171594,33.07908719811901,0.1292151843676524,56.704730800577,0.22150285468975392,10.59229581601073,0.04137615553129191,2.5458839896320336,10,256,0.9411101536038021,256,55,80,145,220,0.21484375,0.3125,0.56640625,0.859375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.43918356839831274,14.852795363646047,0.05801873188924237,27.544928837191392,0.10759737827027888,6.354874256652155,0.02482372756504748,3.097109361626714,10,256,0.9469252441485289,256,29,46,94,170,0.11328125,0.1796875,0.3671875,0.6640625,195.3125,True
layer3.0.relu,act,47,256,1,False,0,28,28,800000,3.246993891003143,66.4188091561285,0.25944847326612697,122.28227134983335,0.47766512246028653,17.15524508678872,0.06701267612026844,1.1575288360600737,10,256,0.9928297295158648,256,147,191,240,255,0.57421875,0.74609375,0.9375,0.99609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.11739507176266742,16.6241759106506,0.0649381871509789,38.980636016462014,0.15226810943930474,6.255184433795986,0.02443431419451557,1.83223073889191,10,256,0.9908297267760933,256,52,88,182,245,0.203125,0.34375,0.7109375,0.95703125,195.3125,True
layer3.0.conv2,conv,48,256,1,False,0,14,14,800000,8.84816487615509,47.02422820738972,0.1836883914351161,79.96366999506411,0.3123580859182192,15.814215049648656,0.06177427753769006,2.0148382020785287,10,256,0.9440753931901082,256,80,112,188,244,0.3125,0.4375,0.734375,0.953125,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,1.0345785414163942,15.62879124505599,0.06104996580099996,28.418966723087856,0.11101158876206194,6.3347455070948655,0.02474509963708932,3.197780955887402,10,256,0.9731242326669811,256,29,41,82,163,0.11328125,0.16015625,0.3203125,0.63671875,195.3125,True
layer3.0.relu,act,49,256,1,False,1,14,14,800000,3.624629792104688,87.76409194066345,0.3428284841432166,137.97886984309633,0.538979960324595,21.733103603112845,0.08489493594965955,1.2553301656726108,10,256,0.9665255423486542,256,142,185,237,254,0.5546875,0.72265625,0.92578125,0.9921875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.3314533881623238,22.653141075599883,0.08848883232656204,46.37426229401477,0.1811494620859952,8.265609708198195,0.0322875379226492,2.0632959293597124,10,256,0.9899851204008565,256,49,79,170,242,0.19140625,0.30859375,0.6640625,0.9453125,195.3125,True
layer3.0.conv3,conv,50,1024,1,False,0,14,14,800000,3.6790758919164017,48.73783597133216,0.04759554294075406,75.23487467828824,0.07347155730301586,16.327455569442876,0.015944780829534058,9.540228478015012,10,1024,0.7381071111775742,570,68,91,156,228,0.06640625,0.0888671875,0.15234375,0.22265625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],781.25,True,50000,0.4665566241969782,16.65368233524658,0.016263361655514237,31.31230938799755,0.03057842713671636,6.169012380453541,0.006024426152786661,9.027838056619707,10,1024,0.7860877226909264,604,33,45,82,162,0.0322265625,0.0439453125,0.080078125,0.158203125,48.828125,False
layer3.0.downsample.0,conv,51,1024,1,False,0,14,14,800000,9.175889375272032,29.718755620670056,0.0290222222858106,61.561622053527316,0.06011877153664777,9.00926338092187,0.008798108770431514,7.225167951202629,10,1024,0.5504720348347414,713,69,105,215,386,0.0673828125,0.1025390625,0.2099609375,0.376953125,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],781.25,True,50000,1.5444453813740897,9.775084928402782,0.009545981375393342,17.40565515414013,0.016997710111464972,4.428024659616515,0.004324242831656753,6.925978590840359,10,1024,0.6516053054123139,736,17,28,79,199,0.0166015625,0.02734375,0.0771484375,0.1943359375,48.828125,False
layer3.0.relu,act,52,1024,1,False,2,14,14,800000,18.311005150607908,80.20274225858826,0.0783229904869026,200.17640083094992,0.19548476643647453,17.702734375018593,0.017287826538104095,2.3559957671230225,10,1024,0.1533136504773669,984,302,490,791,943,0.294921875,0.478515625,0.7724609375,0.9208984375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],781.25,True,50000,2.387134869545589,20.074618693238154,0.019604119817615385,50.41280272127069,0.049231252657490905,6.916423304306266,0.006754319633111588,2.9305838169300578,10,1024,0.23784796446074252,984,64,122,381,779,0.0625,0.119140625,0.3720703125,0.7607421875,48.828125,False
layer3.1.conv1,conv,53,256,1,False,0,14,14,800000,5.963542133252483,31.356349660571915,0.12248574086160904,51.99161090990378,0.20309223011681163,11.662116798926952,0.04555514374580841,2.9214350592581657,10,256,0.9430046340927827,256,49,67,119,201,0.19140625,0.26171875,0.46484375,0.78515625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,1.182366166075903,11.529302044721813,0.04503633611219458,21.646301247238927,0.08455586424702706,4.6893828282011905,0.0183179016726609,3.4253622507803323,10,256,0.960175932696972,256,23,34,71,140,0.08984375,0.1328125,0.27734375,0.546875,195.3125,True
layer3.1.relu,act,54,256,1,False,0,14,14,800000,2.379651012424523,58.48777208513802,0.2284678597075704,104.234712181005,0.40716684445705076,16.99123825151809,0.06637202441999254,1.4087024784771356,10,256,0.9809162954126551,256,120,167,229,253,0.46875,0.65234375,0.89453125,0.98828125,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.3622668758987348,17.561359051583565,0.0685990587952483,36.178410130134246,0.1413219145708369,6.748280222683485,0.026360469619857364,1.939614968887447,10,256,0.9912458783452592,256,43,76,168,240,0.16796875,0.296875,0.65625,0.9375,195.3125,True
layer3.1.conv2,conv,55,256,1,False,0,14,14,800000,6.137836985800178,49.18955579166287,0.19214670231118308,79.33730390472695,0.30991134337783965,14.973136512519996,0.058488814502031236,2.2073556501448044,10,256,0.942070814388234,256,72,101,176,240,0.28125,0.39453125,0.6875,0.9375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.990043683763083,12.891286527455936,0.05035658799787475,25.52218074164498,0.0996960185220507,4.664652651142974,0.01822129941852724,3.3214888686294453,10,256,0.9558497853093556,256,27,39,81,155,0.10546875,0.15234375,0.31640625,0.60546875,195.3125,True
layer3.1.relu,act,56,256,1,False,1,14,14,800000,2.2245152181784382,88.2387909180043,0.3446827770234543,147.83131714620842,0.5774660826023766,18.5778721666725,0.07256981315106445,1.0625321105932342,10,256,0.9758862531942184,256,162,200,242,255,0.6328125,0.78125,0.9453125,0.99609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.28526933970995555,26.246217812876864,0.10252428833155025,54.67193693680874,0.21356225365940915,8.61512638055629,0.03365283742404801,1.8316614130094016,10,256,0.9682433297645037,256,67,108,191,243,0.26171875,0.421875,0.74609375,0.94921875,195.3125,True
layer3.1.conv3,conv,57,1024,1,False,0,14,14,800000,1.5467263925018357,36.82864696071503,0.03596547554757327,72.38734248233312,0.07069076414290344,9.125361663482602,0.008911485999494729,9.008824303630112,10,1024,0.7484540399411095,590,76,109,183,239,0.07421875,0.1064453125,0.1787109375,0.2333984375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],781.25,True,50000,0.22173916030079505,16.95976757657209,0.016562273023996182,33.24809595795621,0.03246884370894161,6.482771206120041,0.006330831255976602,8.660402964560154,10,1024,0.7951763583336962,623,36,58,120,200,0.03515625,0.056640625,0.1171875,0.1953125,48.828125,False
layer3.1.relu,act,58,1024,1,False,2,14,14,800000,17.969871002521614,128.48400927798642,0.1254726653105336,297.44703351549686,0.2904756186674774,26.129132015246206,0.025516730483638873,1.3539021956416684,10,1024,0.563125619791641,1019,431,621,876,990,0.4208984375,0.6064453125,0.85546875,0.966796875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],781.25,True,50000,1.9409371882939752,29.085087325699998,0.028403405591503905,78.87682730746624,0.0770281516674475,9.020818416597308,0.008809392984958309,2.0004388905599946,10,1024,0.5822995534816362,1019,113,214,557,895,0.1103515625,0.208984375,0.5439453125,0.8740234375,48.828125,False
layer3.2.conv1,conv,59,256,1,False,0,14,14,800000,4.96230623615727,33.15379909632692,0.12950702772002703,53.76517363132428,0.21002020949736047,13.618608414638725,0.05319768911968252,2.4997629895317446,10,256,0.9641269504288688,256,51,75,143,224,0.19921875,0.29296875,0.55859375,0.875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.504444371552316,14.86557176393768,0.058068639702881564,27.550155230603284,0.10761779386954408,6.762080574393682,0.02641437724372532,2.751520908077873,10,256,0.9533015973355061,256,31,51,104,190,0.12109375,0.19921875,0.40625,0.7421875,195.3125,True
layer3.2.relu,act,60,256,1,False,0,14,14,800000,1.8164120940359942,65.58508817803164,0.2561917506954361,115.64222699537957,0.45172744920070146,22.618461384008913,0.08835336478128482,1.2361505343080283,10,256,0.9918476606998642,256,138,183,237,254,0.5390625,0.71484375,0.92578125,0.9921875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.13665768486762814,19.755821983709907,0.07717117962386683,41.85157391866185,0.16348271061977285,8.089620978085973,0.03160008194564833,1.677957226963857,10,256,0.9913536645397611,256,57,98,193,247,0.22265625,0.3828125,0.75390625,0.96484375,195.3125,True
layer3.2.conv2,conv,61,256,1,False,0,14,14,800000,4.06278024491028,46.64815914373817,0.18221937165522722,79.15870283275535,0.3092136829404506,17.156697468030274,0.06701834948449326,2.0123909064241947,10,256,0.9480535557173785,256,78,111,188,244,0.3046875,0.43359375,0.734375,0.953125,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.35024755962896037,10.948737551267643,0.04276850605963923,20.134153612993998,0.0786490375507578,5.542492046046791,0.021650359554870276,2.922946293018989,10,256,0.9520405783857128,256,23,39,85,169,0.08984375,0.15234375,0.33203125,0.66015625,195.3125,True
layer3.2.relu,act,62,256,1,False,1,14,14,800000,1.8024258595458207,108.29955482507171,0.42304513603543636,161.7914273341949,0.6319977630241989,29.342395509540694,0.11461873245914334,0.9985774221242514,10,256,0.9838804545600818,256,170,207,244,255,0.6640625,0.80859375,0.953125,0.99609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.0972805035889671,22.96025342065326,0.0896884899244268,52.53036175345873,0.20519672559944815,8.153101760021839,0.03184805375008531,1.6014822370496309,10,256,0.9910435933142383,256,73,118,208,250,0.28515625,0.4609375,0.8125,0.9765625,195.3125,True
layer3.2.conv3,conv,63,1024,1,False,0,14,14,800000,1.0078736093086886,52.849350981154814,0.051610694317534,84.61375175493727,0.08263061694818093,21.92327934718086,0.021409452487481308,9.05023839494629,10,1024,0.7436506464303791,591,83,116,189,243,0.0810546875,0.11328125,0.1845703125,0.2373046875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],781.25,True,50000,0.059359660007451936,16.774516867825273,0.01638136412873562,34.752106571161384,0.03393760407339979,6.437700050004105,0.006286816455082134,8.64770386563873,10,1024,0.7896322894056473,625,42,64,126,213,0.041015625,0.0625,0.123046875,0.2080078125,48.828125,False
layer3.2.relu,act,64,1024,1,False,2,14,14,800000,17.843918794465935,163.52138072453585,0.15968884836380454,370.261067444744,0.3615830736765078,32.10432719508192,0.03135188202644719,1.1803030175553941,10,1024,0.5097754108597398,1023,528,713,928,1006,0.515625,0.6962890625,0.90625,0.982421875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],781.25,True,50000,1.6345393297226727,31.889521454393513,0.031142110795306165,94.34276316368388,0.09213160465203504,9.246310974644981,0.00902960056117674,1.7378426561323839,10,1024,0.9715909441265689,1023,150,281,662,947,0.146484375,0.2744140625,0.646484375,0.9248046875,48.828125,False
layer3.3.conv1,conv,65,256,1,False,0,14,14,800000,4.477203767118577,40.724618871455334,0.1590805424666224,70.32537038969512,0.2747084780847466,14.859137024569431,0.05804350400222434,2.139575446767548,10,256,0.9444890513404964,256,71,102,175,239,0.27734375,0.3984375,0.68359375,0.93359375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.43217674551486424,12.7338618625424,0.04974164790055625,28.740593742704736,0.11226794430744037,5.357571447454333,0.02092801346661849,2.4161954504128946,10,256,0.9419604711288441,256,41,65,129,213,0.16015625,0.25390625,0.50390625,0.83203125,195.3125,True
layer3.3.relu,act,66,256,1,False,0,14,14,800000,1.6523323460337103,80.66141693625168,0.31508365990723314,138.35859553206686,0.5404632637971362,23.797762272460375,0.09296000887679834,1.046226433219125,10,256,0.9892041029569002,256,160,200,242,255,0.625,0.78125,0.9453125,0.99609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.108350089685356,18.911589442598203,0.07387339626014923,46.478548279069095,0.18155682921511365,7.308180790117328,0.028547581211395813,1.5305422520649485,10,256,0.9892284930059133,256,72,119,208,250,0.28125,0.46484375,0.8125,0.9765625,195.3125,True
layer3.3.conv2,conv,67,256,1,False,0,14,14,800000,2.7358413438650633,46.52004164921334,0.1817189126922396,89.98814258518105,0.3515161819733635,12.407962607346043,0.04846860393494548,1.6871200537881006,10,256,0.9383836864825799,256,99,137,209,249,0.38671875,0.53515625,0.81640625,0.97265625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.2586244366659704,11.872892220873052,0.04637848523778536,24.032631621200405,0.09387746727031408,5.769637820534529,0.022537647736463003,2.77653247077702,10,256,0.9464168487963445,256,30,48,102,187,0.1171875,0.1875,0.3984375,0.73046875,195.3125,True
layer3.3.relu,act,68,256,1,False,1,14,14,800000,1.5860038687965128,108.23417026149589,0.4227897275839683,167.20441385342636,0.6531422416149467,29.58826927991883,0.11557917687468293,0.8881746199919593,10,256,0.9842806390976836,256,178,212,246,255,0.6953125,0.828125,0.9609375,0.99609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.10670823703437896,20.752733629732322,0.08106536574114188,49.14910106330585,0.19198867602853847,7.636397735350556,0.02982967865371311,1.5801050166323416,10,256,0.9920050338293758,256,70,116,208,250,0.2734375,0.453125,0.8125,0.9765625,195.3125,True
layer3.3.conv3,conv,69,1024,1,False,0,14,14,800000,0.7807538652957726,49.10676118160692,0.04795582146641301,88.18108012068775,0.08611433605535913,15.838567246364734,0.01546735082652806,9.041777428314639,10,1024,0.7341865043359987,589,92,128,201,247,0.08984375,0.125,0.1962890625,0.2412109375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],781.25,True,50000,0.06299590436927606,15.553362438457405,0.01518883050630606,31.651073241133,0.030909251212043944,7.484646435703435,0.0073092250348666355,8.64335042271523,10,1024,0.7868800458821279,624,40,62,128,216,0.0390625,0.060546875,0.125,0.2109375,48.828125,False
layer3.3.relu,act,70,1024,1,False,2,14,14,800000,17.222783375817656,188.9397285952945,0.18451145370634228,428.54152275112574,0.41849758081164623,36.65182130238992,0.035792794240615156,1.055240670813698,10,1024,0.47609672800687364,1023,597,770,954,1012,0.5830078125,0.751953125,0.931640625,0.98828125,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],781.25,True,50000,1.5289374938259845,35.368891412915616,0.034539933020425406,109.13845633738957,0.106580523766982,9.619850059847142,0.009394384824069475,1.616884564214219,10,1024,0.9823727352651533,1023,180,335,731,971,0.17578125,0.3271484375,0.7138671875,0.9482421875,48.828125,False
layer3.4.conv1,conv,71,256,1,False,0,14,14,800000,4.126848882462334,42.28174571310964,0.16516306919183454,77.6541826435841,0.30333665095150036,12.53965881500435,0.04898304224611074,1.9232817888007356,10,256,0.9431090404254413,256,83,118,192,244,0.32421875,0.4609375,0.75,0.953125,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.45471361121231346,13.297343549599871,0.051942748240624496,30.731401323741732,0.12004453642086614,5.682595754942856,0.02219763966774553,2.2966568315633493,10,256,0.9515608840739163,256,43,68,139,221,0.16796875,0.265625,0.54296875,0.86328125,195.3125,True
layer3.4.relu,act,72,256,1,False,0,14,14,800000,1.569386694828688,75.5526622007954,0.295127586721857,141.25939727928022,0.5517945206221884,15.900889930146539,0.06211285128963492,0.9749424675979445,10,256,0.9905117232437587,256,167,205,244,255,0.65234375,0.80078125,0.953125,0.99609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.11564093811927804,20.977600839811263,0.08194375328051275,51.45290635463062,0.20098791544777586,7.827845076244352,0.0305775198290795,1.4822011272784608,10,256,0.9934656427768814,256,78,128,215,251,0.3046875,0.5,0.83984375,0.98046875,195.3125,True
layer3.4.conv2,conv,73,256,1,False,0,14,14,800000,2.5252068236183938,40.71709097421849,0.159051136618041,85.31228070003102,0.3332510964844962,9.936475584611903,0.03881435775239025,1.6579558445778193,10,256,0.9490799682161766,256,99,138,211,250,0.38671875,0.5390625,0.82421875,0.9765625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.28628770228812106,11.988626007214094,0.046830570340680056,25.937060351438657,0.10131664199780725,4.8108705213625065,0.01879246297407229,2.7645628192385967,10,256,0.9378495840645368,256,32,51,109,190,0.125,0.19921875,0.42578125,0.7421875,195.3125,True
layer3.4.relu,act,74,256,1,False,1,14,14,800000,1.5786383064264347,98.4278757581582,0.38448388968030545,160.9190706471705,0.6285901197155098,25.71547992066728,0.10045109344010657,0.879397222062466,10,256,0.9891715369560349,256,178,212,246,255,0.6953125,0.828125,0.9609375,0.99609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.12234283750400525,23.33606831954489,0.09115651687322222,53.9977138402772,0.2109285696885828,8.678633605135357,0.033900912520059986,1.560213480544313,10,256,0.9917804417971217,256,76,123,211,250,0.296875,0.48046875,0.82421875,0.9765625,195.3125,True
layer3.4.conv3,conv,75,1024,1,False,0,14,14,800000,0.777857715210612,33.00744851188128,0.03223383643738406,77.88094049769218,0.07605560595477752,7.688730389086455,0.007508525770592241,8.9017252202379,10,1024,0.736774685749636,596,91,128,201,247,0.0888671875,0.125,0.1962890625,0.2412109375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],781.25,True,50000,0.07326307933448521,10.33538856618775,0.010093152896667724,27.586480087222405,0.02693992196017813,3.8368143158812265,0.00374688898035276,8.51998071384298,10,1024,0.7836970122699954,628,40,64,133,218,0.0390625,0.0625,0.1298828125,0.212890625,48.828125,False
layer3.4.relu,act,76,1024,1,False,2,14,14,800000,15.092734430350355,217.84916996727222,0.21274333004616428,493.0333706499931,0.4814779010253839,38.004637377476,0.03711390368894141,0.905527543450138,10,1024,0.9899197392826529,1024,660,816,973,1017,0.64453125,0.796875,0.9501953125,0.9931640625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],781.25,True,50000,1.2974281858351733,40.300556987084256,0.03935601268269947,130.46572129861772,0.12740793095568137,10.1028009198652,0.009866016523305859,1.4981137995427745,10,1024,0.9898324244760496,1024,226,408,797,990,0.220703125,0.3984375,0.7783203125,0.966796875,48.828125,False
layer3.5.conv1,conv,77,256,1,False,0,14,14,800000,3.8675230182317906,38.255715084300256,0.14943638704804788,81.29561546645911,0.3175609979158559,9.448237129180317,0.03690717628586061,1.7199846988871546,10,256,0.9438288556281483,256,94,132,206,248,0.3671875,0.515625,0.8046875,0.96875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.4329082708184401,12.077113534471042,0.04717622474402751,32.00504381721947,0.12501970241101357,4.6942461857514965,0.018336899163091783,2.114695790789837,10,256,0.9523890384491556,256,49,78,155,231,0.19140625,0.3046875,0.60546875,0.90234375,195.3125,True
layer3.5.relu,act,78,256,1,False,0,14,14,800000,1.8519599402545759,38.298941098253664,0.14960523866505337,120.53566973309103,0.4708424598948868,7.277288852841953,0.02842690958141388,0.9091588028627574,10,256,0.9887002156001232,256,168,206,244,255,0.65625,0.8046875,0.953125,0.99609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.1286279290309991,20.376532948172553,0.07959583182879904,54.26497000939147,0.21197253909918543,7.367425103250218,0.028779004309571164,1.4132830685754183,10,256,0.9901021135879812,256,88,138,219,252,0.34375,0.5390625,0.85546875,0.984375,195.3125,True
layer3.5.conv2,conv,79,256,1,False,0,14,14,800000,3.282436435685047,28.531183409038643,0.1114499351915572,69.38757403739164,0.2710452110835611,7.435783167125912,0.029046027996585594,1.673202802027473,10,256,0.9555467487590672,256,90,129,206,249,0.3515625,0.50390625,0.8046875,0.97265625,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.4892043262244345,10.06174700133732,0.039303699223973906,22.708421901380085,0.08870477305226596,4.3751954729525675,0.017090607316220967,2.809464091794266,10,256,0.9257356916600686,256,30,50,106,185,0.1171875,0.1953125,0.4140625,0.72265625,195.3125,True
layer3.5.relu,act,80,256,1,False,1,14,14,800000,2.161946423231544,42.054224820538685,0.16427431570522924,116.82805914464696,0.4563596060337772,8.278395642269341,0.032337482977614615,0.9433776001173614,10,256,0.9913266069831307,256,163,203,244,255,0.63671875,0.79296875,0.953125,0.99609375,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],3125.0,True,50000,0.2240062412147426,14.613384140766803,0.05708353179987032,40.71843182805502,0.1590563743283399,4.982308697445921,0.01946214334939813,1.5673389366091257,10,256,0.9908317203538385,256,65,112,205,248,0.25390625,0.4375,0.80078125,0.96875,195.3125,True
layer3.5.conv3,conv,81,1024,1,False,0,14,14,800000,1.473193565760144,9.715251307393125,0.009487550104876098,37.82665422296296,0.036940092014612264,3.376801572206174,0.0032976577853575917,8.543136361514492,10,1024,0.7500093240625645,607,71,108,187,243,0.0693359375,0.10546875,0.1826171875,0.2373046875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],781.25,True,50000,0.19879487851260788,4.914052331349686,0.004798879229833678,14.312182465575486,0.01397674068903856,2.3692185870267912,0.002313690026393351,8.239211826565224,10,1024,0.7901398912312193,629,26,47,114,207,0.025390625,0.0458984375,0.111328125,0.2021484375,48.828125,False
layer3.5.relu,act,82,1024,1,False,2,14,14,800000,11.26820826268504,277.90066812543824,0.2713873712162483,576.9955022704986,0.5634721701860338,44.85893944166415,0.043807558048500145,0.8003971616149529,10,1024,0.9910151382127663,1024,715,852,984,1019,0.6982421875,0.83203125,0.9609375,0.9951171875,resnet50,ResNet50_Weights.IMAGENET1K_V1,imagenet_val[50000],781.25,True,50000,0.8979310889952354,57.69676348829195,0.05634449559403511,177.27425873239096,0.17311939329335055,12.648993367818072,0.012352532585759836,1.3994344511627363,10,1024,0.9917914631853262,1024,296,499,853,1001,0.2890625,0.4873046875,0.8330078125,0.9775390625,48.828125,False
