layer,kind,depth_index,C,groups,is_depthwise,call_index,H,W,n_samples,total_variance,participation_ratio,participation_ratio_norm,effective_rank,effective_rank_norm,stable_rank,stable_rank_norm,powerlaw_alpha,powerlaw_fit_lo,powerlaw_fit_hi,powerlaw_r2,nonzero_eigs,k_star_0.9,k_star_0.95,k_star_0.99,k_star_0.999,k_star_ratio_0.9,k_star_ratio_0.95,k_star_ratio_0.99,k_star_ratio_0.999,n_over_C,model,r_max,k_star_rmax_0.9,k_star_rmax_0.95,k_star_rmax_0.99,k_star_rmax_0.999,r_max_over_C
layer3.5.conv1,conv,77,256,1,False,0,14,14,1024,32659.353425891983,2.469591141718301,0.0096468403973371,6.218579339253017,0.024291325543957,1.6064687907491118,0.0062752687138637,1.883635545659126,10,256,0.9428112684938992,256,10,31,112,210,0.0390625,0.12109375,0.4375,0.8203125,2,resnet50_random,256.0,0.0390625,0.12109375,0.4375,0.8203125,1.0
layer3.5.conv1,conv,77,256,1,False,0,14,14,2048,34250.73911516816,2.3952497883691497,0.0093564444858169,6.111442418728342,0.0238728219481575,1.578326884967039,0.0061653393944024,1.7757765271949213,10,256,0.94987458774554,256,11,33,119,217,0.04296875,0.12890625,0.46484375,0.84765625,5,resnet50_random,256.0,0.04296875,0.12890625,0.46484375,0.84765625,1.0
layer3.5.conv1,conv,77,256,1,False,0,14,14,3072,32254.179003565456,2.4372362372888183,0.0095204540519094,6.310159068024677,0.0246490588594713,1.5928898873484356,0.0062222261224548,1.7351985226507003,10,256,0.9514666154702052,256,11,35,124,220,0.04296875,0.13671875,0.484375,0.859375,10,resnet50_random,256.0,0.04296875,0.13671875,0.484375,0.859375,1.0
layer3.5.conv1,conv,77,256,1,False,0,14,14,7168,31711.927695655035,2.5458501463109053,0.0099447271340269,6.7133149129963225,0.0262238863788918,1.6324122646412302,0.0063766104087548,1.689658080120198,10,256,0.953324592701358,256,12,39,130,224,0.046875,0.15234375,0.5078125,0.875,25,resnet50_random,256.0,0.046875,0.15234375,0.5078125,0.875,1.0
layer3.5.conv1,conv,77,256,1,False,0,14,14,13312,32298.907784954656,2.4823654338690995,0.0096967399760511,6.542304152785701,0.0255558755968191,1.608780791280073,0.0062842999659377,1.6738713286163254,10,256,0.9540960259713156,256,12,38,130,224,0.046875,0.1484375,0.5078125,0.875,50,resnet50_random,256.0,0.046875,0.1484375,0.5078125,0.875,1.0
layer3.5.conv1,conv,77,256,1,False,0,14,14,25600,31789.25177124468,2.5047550839740853,0.0097841995467737,6.626198390145577,0.0258835874615061,1.6172001402242937,0.0063171880477511,1.662854266880441,10,256,0.95448847377627,256,12,39,132,225,0.046875,0.15234375,0.515625,0.87890625,100,resnet50_random,256.0,0.046875,0.15234375,0.515625,0.87890625,1.0
layer3.5.conv1,conv,77,256,1,False,0,14,14,64512,31826.453414967407,2.498580980112899,0.009760081953566,6.596218371774765,0.0257664780147451,1.615022674541636,0.0063086823224282,1.6570681350369467,10,256,0.954916186668068,256,12,39,132,225,0.046875,0.15234375,0.515625,0.87890625,250,resnet50_random,256.0,0.046875,0.15234375,0.515625,0.87890625,1.0
layer3.5.relu,act,78,256,1,False,0,14,14,1024,16593.178182934673,2.296061129842901,0.0089689887884488,5.674885122526298,0.0221675200098683,1.540211098287241,0.0060164496026845,7.225892437990503,10,256,0.2119131936116018,225,10,27,87,150,0.0390625,0.10546875,0.33984375,0.5859375,1,resnet50_random,,,,,,
layer3.5.relu,act,78,256,1,False,0,14,14,1024,16593.178182934673,2.296061129842901,0.0089689887884488,5.674885122526298,0.0221675200098683,1.540211098287241,0.0060164496026845,7.225892437990503,10,256,0.2119131936116018,225,10,27,87,150,0.0390625,0.10546875,0.33984375,0.5859375,2,resnet50_random,,,,,,
layer3.5.relu,act,78,256,1,False,0,14,14,2048,16959.14517925376,2.3175720836206124,0.009053015951643,5.833742564938809,0.0227880568942922,1.546866208059548,0.0060424461252326,6.54247629654988,10,256,0.2029273584031712,229,11,29,93,153,0.04296875,0.11328125,0.36328125,0.59765625,5,resnet50_random,,,,,,
layer3.5.relu,act,78,256,1,False,0,14,14,3072,15852.085890724871,2.3903879631455625,0.0093374529810373,6.086569073535156,0.0237756604434967,1.5734755158759728,0.0061463887338905,5.832309406890176,10,256,0.2282136276385336,231,11,31,96,154,0.04296875,0.12109375,0.375,0.6015625,10,resnet50_random,,,,,,
layer3.5.relu,act,78,256,1,False,0,14,14,7168,15907.226429676017,2.4107784324960995,0.0094171032519378,6.240236800386424,0.0243759250015094,1.5798425075030709,0.0061712597949338,6.469506137633557,10,256,0.2358194122050378,233,12,33,99,156,0.046875,0.12890625,0.38671875,0.609375,25,resnet50_random,,,,,,
layer3.5.relu,act,78,256,1,False,0,14,14,13312,15933.92306238326,2.39326559335079,0.0093486937240265,6.2144178058595525,0.0242750695541388,1.573155865017273,0.0061451400977237,6.009360948852861,10,256,0.2412598510519948,236,12,34,100,157,0.046875,0.1328125,0.390625,0.61328125,50,resnet50_random,,,,,,
layer3.5.relu,act,78,256,1,False,0,14,14,25600,15579.853492177934,2.443610903022192,0.0095453550899304,6.388807372154364,0.0249562787974779,1.5914296470169162,0.0062165220586598,5.101130322602945,10,256,0.236800719940004,237,12,35,101,157,0.046875,0.13671875,0.39453125,0.61328125,100,resnet50_random,,,,,,
layer3.5.relu,act,78,256,1,False,0,14,14,64512,15672.158666346484,2.423475121140218,0.0094666996919539,6.313087910726297,0.0246604996512746,1.5843351412524176,0.0061888091455172,4.886075635877306,10,256,0.2976489921289214,239,12,34,101,157,0.046875,0.1328125,0.39453125,0.61328125,250,resnet50_random,,,,,,
layer3.5.conv2,conv,79,256,1,False,0,14,14,1024,39470.31912496944,2.9037655467971315,0.0113428341671762,6.837735897402538,0.0267099058492286,1.797265178186451,0.0070205671022908,1.5829151190848334,10,256,0.9639905700220002,256,11,32,132,226,0.04296875,0.125,0.515625,0.8828125,1,resnet50_random,256.0,0.04296875,0.125,0.515625,0.8828125,1.0
layer3.5.conv2,conv,79,256,1,False,0,14,14,1024,39470.31912496944,2.9037655467971315,0.0113428341671762,6.837735897402538,0.0267099058492286,1.797265178186451,0.0070205671022908,1.5829151190848334,10,256,0.9639905700220002,256,11,32,132,226,0.04296875,0.125,0.515625,0.8828125,2,resnet50_random,256.0,0.04296875,0.125,0.515625,0.8828125,1.0
layer3.5.conv2,conv,79,256,1,False,0,14,14,2048,41979.62495669056,2.882186932363519,0.0112585427045449,6.852289924891737,0.0267667575191083,1.787714908083572,0.0069832613597014,1.4497992951936256,10,256,0.9741938786682104,256,11,34,142,233,0.04296875,0.1328125,0.5546875,0.91015625,5,resnet50_random,256.0,0.04296875,0.1328125,0.5546875,0.91015625,1.0
layer3.5.conv2,conv,79,256,1,False,0,14,14,3072,38855.222301284455,3.008032870910055,0.0117501284019924,7.257102317830053,0.0283480559290236,1.835873647775594,0.0071713814366234,1.4001551672241237,10,256,0.976990197598402,256,11,37,150,236,0.04296875,0.14453125,0.5859375,0.921875,10,resnet50_random,256.0,0.04296875,0.14453125,0.5859375,0.921875,1.0
layer3.5.conv2,conv,79,256,1,False,0,14,14,7168,38764.39714276955,3.054912681951844,0.0119332526638743,7.406849245898464,0.0289330048667908,1.8556145407019724,0.007248494299617,1.3424570581028492,10,256,0.9802247720464656,256,12,40,156,239,0.046875,0.15625,0.609375,0.93359375,25,resnet50_random,256.0,0.046875,0.15625,0.609375,0.93359375,1.0
layer3.5.conv2,conv,79,256,1,False,0,14,14,13312,39412.76990387002,3.004094884830104,0.0117347456438675,7.292266954033818,0.0284854177891946,1.8348806922475,0.0071675027040917,1.3184954444118904,10,256,0.9805972989397184,256,11,40,158,239,0.04296875,0.15625,0.6171875,0.93359375,50,resnet50_random,256.0,0.04296875,0.15625,0.6171875,0.93359375,1.0
layer3.5.conv2,conv,79,256,1,False,0,14,14,25600,38482.67631257975,3.0512498754210933,0.0119189448258636,7.419806455967358,0.0289836189686224,1.854354621736819,0.0072435727411594,1.3018948121859333,10,256,0.9809575194133072,256,12,41,160,240,0.046875,0.16015625,0.625,0.9375,100,resnet50_random,256.0,0.046875,0.16015625,0.625,0.9375,1.0
layer3.5.conv2,conv,79,256,1,False,0,14,14,64512,38578.70894733641,3.0296103813899204,0.0118344155523043,7.384431538325637,0.0288454356965845,1.8445109997839189,0.0072051210929059,1.2975406295589924,10,256,0.9814453548720046,256,12,41,160,240,0.046875,0.16015625,0.625,0.9375,250,resnet50_random,256.0,0.046875,0.16015625,0.625,0.9375,1.0
layer3.5.relu,act,80,256,1,False,1,14,14,1024,18613.32367800808,2.60611219788489,0.0101801257729878,6.270459741900609,0.0244939833667992,1.6657095000823432,0.0065066777346966,5.225411643337246,10,256,0.2489263317564325,238,10,28,98,162,0.0390625,0.109375,0.3828125,0.6328125,1,resnet50_random,,,,,,
layer3.5.relu,act,80,256,1,False,1,14,14,1024,18613.32367800808,2.60611219788489,0.0101801257729878,6.270459741900609,0.0244939833667992,1.6657095000823432,0.0065066777346966,5.225411643337246,10,256,0.2489263317564325,238,10,28,98,162,0.0390625,0.109375,0.3828125,0.6328125,2,resnet50_random,,,,,,
layer3.5.relu,act,80,256,1,False,1,14,14,2048,19218.56156664747,2.668242850035626,0.0104228236329516,6.466948829086888,0.0252615188636206,1.689198424681179,0.0065984313464108,4.378582775512312,10,256,0.2522173267764677,240,10,30,103,166,0.0390625,0.1171875,0.40234375,0.6484375,5,resnet50_random,,,,,,
layer3.5.relu,act,80,256,1,False,1,14,14,3072,18054.048567858183,2.7437103655129094,0.0107176186152848,6.730380715903379,0.0262905496714975,1.716700597818345,0.0067058617102279,4.262470099473722,10,256,0.2695330846972084,244,11,32,107,168,0.04296875,0.125,0.41796875,0.65625,10,resnet50_random,,,,,,
layer3.5.relu,act,80,256,1,False,1,14,14,7168,17666.923405049634,2.809112769785408,0.0109730967569742,6.989057394121265,0.0273010054457861,1.7393815231424614,0.0067944590747752,3.8906974567591663,10,256,0.29813517876636,248,11,35,110,169,0.04296875,0.13671875,0.4296875,0.66015625,25,resnet50_random,,,,,,
layer3.5.relu,act,80,256,1,False,1,14,14,13312,17815.231204795364,2.810787556175068,0.0109796388913088,6.976604081015555,0.027252359691467,1.7409160256932508,0.0068004532253642,3.862624614325392,10,256,0.3167225426745919,249,11,35,111,170,0.04296875,0.13671875,0.43359375,0.6640625,50,resnet50_random,,,,,,
layer3.5.relu,act,80,256,1,False,1,14,14,25600,17500.01633683161,2.829047854060612,0.0110509681799242,7.043159920535412,0.0275123434395914,1.7477829985601323,0.0068272773381255,4.066147046058037,10,256,0.2791414996652034,249,12,36,112,171,0.046875,0.140625,0.4375,0.66796875,100,resnet50_random,,,,,,
layer3.5.relu,act,80,256,1,False,1,14,14,64512,17531.816057444703,2.8137303767390414,0.0109911342841368,7.005330402939873,0.0273645718864838,1.7419215085234412,0.0068043808926696,3.978126101903756,10,256,0.2866329311341064,249,11,36,112,171,0.04296875,0.140625,0.4375,0.66796875,250,resnet50_random,,,,,,
layer3.5.conv3,conv,81,1024,1,False,0,14,14,1024,37046.00603216464,2.666549978403656,0.0026040527132848,6.298383719914049,0.0061507653514785,1.691264427327028,0.0016516254173115,6.054804933081485,10,1024,0.8678473492190866,630,10,26,92,158,0.009765625,0.025390625,0.08984375,0.154296875,1,resnet50_random,256.0,0.0390625,0.1015625,0.359375,0.6171875,0.25
layer3.5.conv3,conv,81,1024,1,False,0,14,14,2048,39045.542423608975,2.639533184277696,0.0025776691252711,6.282294038291288,0.0061350527717688,1.6797664649021409,0.0016403969383809,6.232854315166911,10,1024,0.8599238116074385,632,10,27,96,161,0.009765625,0.0263671875,0.09375,0.1572265625,2,resnet50_random,256.0,0.0390625,0.10546875,0.375,0.62890625,0.25
layer3.5.conv3,conv,81,1024,1,False,0,14,14,5120,36098.2971844487,2.7162012909484594,0.0026525403231918,6.612649962783778,0.006457665979281,1.7062103358172358,0.0016662210310715,6.484944327736008,10,1024,0.8516947412559599,632,10,31,101,164,0.009765625,0.0302734375,0.0986328125,0.16015625,5,resnet50_random,256.0,0.0390625,0.12109375,0.39453125,0.640625,0.25
layer3.5.conv3,conv,81,1024,1,False,0,14,14,10240,36067.66942746113,2.7729999612871734,0.0027080077746945,6.753961711851715,0.0065956657342301,1.728720012698958,0.0016882031374013,6.636445721861131,10,1024,0.8487585708053248,634,11,32,103,165,0.0107421875,0.03125,0.1005859375,0.1611328125,10,resnet50_random,256.0,0.04296875,0.125,0.40234375,0.64453125,0.25
layer3.5.conv3,conv,81,1024,1,False,0,14,14,25600,35722.20266543201,2.769248203761497,0.0027043439489858,6.79676417468002,0.0066374650143359,1.726304381783028,0.0016858441228349,6.847045088880006,10,1024,0.8436681969277283,631,11,33,104,166,0.0107421875,0.0322265625,0.1015625,0.162109375,25,resnet50_random,256.0,0.04296875,0.12890625,0.40625,0.6484375,0.25
layer3.5.conv3,conv,81,1024,1,False,0,14,14,51200,35678.96867076909,2.76282494776497,0.0026980712380517,6.78335264621471,0.006624367818569,1.7236841152911464,0.001683285268839,7.022918748016902,10,1024,0.840055094796909,632,11,33,104,166,0.0107421875,0.0322265625,0.1015625,0.162109375,50,resnet50_random,256.0,0.04296875,0.12890625,0.40625,0.6484375,0.25
layer3.5.conv3,conv,81,1024,1,False,0,14,14,102400,35610.61469287602,2.7613491649967785,0.0026966300439421,6.780403482239955,0.0066214877756249,1.723059300805985,0.0016826750984433,7.17072545301953,10,1024,0.8372110158355187,631,11,33,104,166,0.0107421875,0.0322265625,0.1015625,0.162109375,100,resnet50_random,256.0,0.04296875,0.12890625,0.40625,0.6484375,0.25
layer3.5.conv3,conv,81,1024,1,False,0,14,14,256000,35453.04543035998,2.7579533923998034,0.0026933138597654,6.76470502352793,0.0066061572495389,1.721937324496672,0.0016815794184537,7.394162219527993,10,1024,0.8319466549429897,627,11,33,104,166,0.0107421875,0.0322265625,0.1015625,0.162109375,250,resnet50_random,256.0,0.04296875,0.12890625,0.40625,0.6484375,0.25
layer3.5.relu,act,82,1024,1,False,2,14,14,1024,38808.08359854869,2.2799493804096054,0.0022265130668062,5.837870864311545,0.0057010457659292,1.5374820043470003,0.0015014472698701,3.798104139678981,10,1024,0.3618983872026748,987,10,34,176,468,0.009765625,0.033203125,0.171875,0.45703125,1,resnet50_random,,,,,,
layer3.5.relu,act,82,1024,1,False,2,14,14,2048,41150.20584366222,2.297706492734401,0.0022438539968109,5.881551941670561,0.0057437030680376,1.5448943914160536,0.0015086859291172,3.016597719798497,10,1024,0.3110603894262175,999,9,34,198,561,0.0087890625,0.033203125,0.193359375,0.5478515625,2,resnet50_random,,,,,,
layer3.5.relu,act,82,1024,1,False,2,14,14,5120,37586.86293515728,2.394660831706844,0.0023385359684637,6.409738862190456,0.0062595106076078,1.579195840876463,0.0015421834383559,2.665042589923237,10,1024,0.3137112057381306,1003,11,42,230,640,0.0107421875,0.041015625,0.224609375,0.625,5,resnet50_random,,,,,,
layer3.5.relu,act,82,1024,1,False,2,14,14,10240,38093.9806265903,2.3771170769853205,0.0023214033954934,6.377224717292238,0.0062277585129807,1.5728229128418745,0.0015359598758221,2.5228825152446324,10,1024,0.3349060349990623,1005,11,43,239,664,0.0107421875,0.0419921875,0.2333984375,0.6484375,10,resnet50_random,,,,,,
layer3.5.relu,act,82,1024,1,False,2,14,14,25600,37726.96734605581,2.399109397281525,0.0023428802707827,6.4839502429411375,0.0063319826591222,1.5808760836324776,0.0015438243004223,2.4859308820436805,10,1024,0.3472046569004108,1009,11,45,247,680,0.0107421875,0.0439453125,0.2412109375,0.6640625,25,resnet50_random,,,,,,
layer3.5.relu,act,82,1024,1,False,2,14,14,51200,37885.08278824364,2.394881551625136,0.0023387515152589,6.456460782877794,0.006305137483279,1.5793072165462974,0.0015422922036584,2.546907990383579,10,1024,0.3317859116522037,1011,11,44,247,684,0.0107421875,0.04296875,0.2412109375,0.66796875,50,resnet50_random,,,,,,
layer3.5.relu,act,82,1024,1,False,2,14,14,102400,37712.90642521674,2.3938603184620537,0.002337754217248,6.449126769734147,0.0062979753610685,1.5790676788676044,0.0015420582801441,2.3922605721257804,10,1024,0.416466945537509,1014,11,44,248,686,0.0107421875,0.04296875,0.2421875,0.669921875,100,resnet50_random,,,,,,
layer3.5.relu,act,82,1024,1,False,2,14,14,256000,37477.16470192082,2.393596408973835,0.0023374964931385,6.448045248943952,0.0062969191884218,1.5789576526002258,0.0015419508326174,2.453679798578912,10,1024,0.3790543017701772,1014,11,44,248,687,0.0107421875,0.04296875,0.2421875,0.6708984375,250,resnet50_random,,,,,,
layer4.0.conv1,conv,83,512,1,False,0,14,14,1024,80431.06588694402,2.2200890905982766,0.0043361115050747,5.450423896858146,0.010645359173551,1.5147707820710827,0.0029585366837325,2.387072994555232,10,512,0.902390192178832,512,9,27,128,306,0.017578125,0.052734375,0.25,0.59765625,1,resnet50_random,512.0,0.017578125,0.052734375,0.25,0.59765625,1.0
layer4.0.conv1,conv,83,512,1,False,0,14,14,1024,80431.06588694402,2.2200890905982766,0.0043361115050747,5.450423896858146,0.010645359173551,1.5147707820710827,0.0029585366837325,2.387072994555232,10,512,0.902390192178832,512,9,27,128,306,0.017578125,0.052734375,0.25,0.59765625,2,resnet50_random,512.0,0.017578125,0.052734375,0.25,0.59765625,1.0
layer4.0.conv1,conv,83,512,1,False,0,14,14,3072,80958.30229557723,2.1486667132887134,0.004196614674392,5.340239758421861,0.0104301557781676,1.4869230967416758,0.0029041466733235,2.125010138369977,10,512,0.9214635850175478,512,9,29,145,341,0.017578125,0.056640625,0.283203125,0.666015625,5,resnet50_random,512.0,0.017578125,0.056640625,0.283203125,0.666015625,1.0
layer4.0.conv1,conv,83,512,1,False,0,14,14,5120,80010.89833429662,2.2430603693571176,0.0043809772839006,5.622497088333274,0.0109814396256509,1.5233838472029468,0.0029753590765682,2.066950286240758,10,512,0.9239740044880898,512,9,31,152,352,0.017578125,0.060546875,0.296875,0.6875,10,resnet50_random,512.0,0.017578125,0.060546875,0.296875,0.6875,1.0
layer4.0.conv1,conv,83,512,1,False,0,14,14,13312,81659.24191654933,2.2379135897870053,0.0043709249800527,5.634243039482234,0.0110043809364887,1.5215032353865832,0.0029716860066144,2.020572150789993,10,512,0.9259219984561908,512,9,32,157,360,0.017578125,0.0625,0.306640625,0.703125,25,resnet50_random,512.0,0.017578125,0.0625,0.306640625,0.703125,1.0
layer4.0.conv1,conv,83,512,1,False,0,14,14,25600,79946.890463933,2.2694021067211594,0.0044324259896897,5.753956685539347,0.011238196651444,1.5333609514732596,0.0029948456083462,2.006841675209808,10,512,0.9263174128880372,512,9,34,160,364,0.017578125,0.06640625,0.3125,0.7109375,50,resnet50_random,512.0,0.017578125,0.06640625,0.3125,0.7109375,1.0
layer4.0.conv1,conv,83,512,1,False,0,14,14,51200,80736.5610235355,2.2621408133455967,0.0044182437760656,5.716790151107915,0.0111656057638826,1.5307439373919858,0.0029897342527187,2.000155810080872,10,512,0.9268457414048906,512,9,33,159,364,0.017578125,0.064453125,0.310546875,0.7109375,100,resnet50_random,512.0,0.017578125,0.064453125,0.310546875,0.7109375,1.0
layer4.0.conv1,conv,83,512,1,False,0,14,14,128000,80017.71643654293,2.2649013963788955,0.0044236355398025,5.7284066609879245,0.011188294259742,1.5318082536822135,0.002991812995473,1.996405278520364,10,512,0.927097652329156,512,9,33,160,365,0.017578125,0.064453125,0.3125,0.712890625,250,resnet50_random,512.0,0.017578125,0.064453125,0.3125,0.712890625,1.0
layer4.0.relu,act,84,512,1,False,0,14,14,1024,39326.04504126518,2.025843206276527,0.0039567250122588,5.00804530415502,0.0097813384846777,1.437744618430545,0.0028080949578721,6.16193503867585,10,512,0.2296697387925773,436,9,28,124,276,0.017578125,0.0546875,0.2421875,0.5390625,1,resnet50_random,,,,,,
layer4.0.relu,act,84,512,1,False,0,14,14,1024,39326.04504126518,2.025843206276527,0.0039567250122588,5.00804530415502,0.0097813384846777,1.437744618430545,0.0028080949578721,6.16193503867585,10,512,0.2296697387925773,436,9,28,124,276,0.017578125,0.0546875,0.2421875,0.5390625,2,resnet50_random,,,,,,
layer4.0.relu,act,84,512,1,False,0,14,14,3072,38808.16101358563,2.106881666846425,0.0041150032555594,5.321960253418954,0.0103944536199588,1.468644400613305,0.0028684460949478,5.83233324104227,10,512,0.2090294150613848,446,9,31,143,302,0.017578125,0.060546875,0.279296875,0.58984375,5,resnet50_random,,,,,,
layer4.0.relu,act,84,512,1,False,0,14,14,5120,37951.3450976448,2.137463867478364,0.0041747341161686,5.472874781201672,0.0106892085570345,1.479931030100039,0.0028904902931641,5.481164852237519,10,512,0.2192175867011778,451,9,33,149,307,0.017578125,0.064453125,0.291015625,0.599609375,10,resnet50_random,,,,,,
layer4.0.relu,act,84,512,1,False,0,14,14,13312,38448.94888143282,2.158072208748058,0.004214984782711,5.5774318928953,0.0108934216658111,1.4876130770961355,0.0029054942912033,5.638461364280807,10,512,0.173935977782506,460,10,34,154,312,0.01953125,0.06640625,0.30078125,0.609375,25,resnet50_random,,,,,,
layer4.0.relu,act,84,512,1,False,0,14,14,25600,37693.857565890976,2.196146441406745,0.0042893485183725,5.7218043666156895,0.0111753991535462,1.5018693247443518,0.0029333385248913,5.3691116568103,10,512,0.2122968319976623,463,10,36,157,314,0.01953125,0.0703125,0.306640625,0.61328125,50,resnet50_random,,,,,,
layer4.0.relu,act,84,512,1,False,0,14,14,51200,38131.73073894337,2.1840267848354724,0.0042656773141317,5.663172980496651,0.0110608847275325,1.4974802210524836,0.0029247660567431,4.98123033335682,10,512,0.2452587608377087,464,10,35,156,314,0.01953125,0.068359375,0.3046875,0.61328125,100,resnet50_random,,,,,,
layer4.0.relu,act,84,512,1,False,0,14,14,128000,37958.044236042406,2.1809535921269285,0.0042596749846229,5.644363880629654,0.0110241482043547,1.4964316739669214,0.0029227181132166,4.914811040804541,10,512,0.2305234309006723,467,10,35,157,315,0.01953125,0.068359375,0.306640625,0.615234375,250,resnet50_random,,,,,,
layer4.0.conv2,conv,85,512,1,False,0,7,7,1024,99519.85009431506,2.3172212836676915,0.0045258228196634,5.029744799642745,0.0098237203118022,1.5716095738354088,0.0030695499488972,1.816858987467991,10,512,0.9041007810996516,512,6,18,156,366,0.01171875,0.03515625,0.3046875,0.71484375,1,resnet50_random,512.0,0.01171875,0.03515625,0.3046875,0.71484375,1.0
layer4.0.conv2,conv,85,512,1,False,0,7,7,1024,99519.85009431506,2.3172212836676915,0.0045258228196634,5.029744799642745,0.0098237203118022,1.5716095738354088,0.0030695499488972,1.816858987467991,10,512,0.9041007810996516,512,6,18,156,366,0.01171875,0.03515625,0.3046875,0.71484375,2,resnet50_random,512.0,0.01171875,0.03515625,0.3046875,0.71484375,1.0
layer4.0.conv2,conv,85,512,1,False,0,7,7,3072,98843.06592668736,2.313180890783691,0.0045179314273118,5.15170648679609,0.0100619267320236,1.5674195406581055,0.0030613662903478,1.4268281529702955,10,512,0.95630927679049,512,6,20,200,428,0.01171875,0.0390625,0.390625,0.8359375,5,resnet50_random,512.0,0.01171875,0.0390625,0.390625,0.8359375,1.0
layer4.0.conv2,conv,85,512,1,False,0,7,7,5120,97460.02280497475,2.325557501029393,0.004542104494198,5.234664550548906,0.0102239542002908,1.5719598157901669,0.0030702340152151,1.3534461528148831,10,512,0.9643069176454544,512,6,22,215,441,0.01171875,0.04296875,0.419921875,0.861328125,10,resnet50_random,512.0,0.01171875,0.04296875,0.419921875,0.861328125,1.0
layer4.0.conv2,conv,85,512,1,False,0,7,7,13312,97720.42748359176,2.3688254473378305,0.0046266122018317,5.389838424012142,0.0105270281718987,1.589365032359624,0.0031042285788273,1.2847509123298728,10,512,0.9712221440952256,512,6,24,231,451,0.01171875,0.046875,0.451171875,0.880859375,25,resnet50_random,512.0,0.01171875,0.046875,0.451171875,0.880859375,1.0
layer4.0.conv2,conv,85,512,1,False,0,7,7,25600,95727.54699286509,2.4106058963156856,0.0047082146412415,5.50397122930306,0.0107499438072325,1.6064238495391838,0.0031375465811312,1.260509995597443,10,512,0.9727145838908704,512,6,25,238,455,0.01171875,0.048828125,0.46484375,0.888671875,50,resnet50_random,512.0,0.01171875,0.048828125,0.46484375,0.888671875,1.0
layer4.0.conv2,conv,85,512,1,False,0,7,7,51200,95642.0564904594,2.429421464181685,0.0047449637972298,5.54564546543318,0.0108313387996741,1.6140997404135295,0.0031525385554951,1.250872633064831,10,512,0.97396210268072,512,6,25,240,456,0.01171875,0.048828125,0.46875,0.890625,100,resnet50_random,512.0,0.01171875,0.048828125,0.46875,0.890625,1.0
layer4.0.conv2,conv,85,512,1,False,0,7,7,128000,95261.34218082717,2.425661486032676,0.0047376200899075,5.530645595262868,0.0108020421782477,1.6128152967026106,0.0031500298763722,1.2446502868119635,10,512,0.9744859208967518,512,6,25,241,457,0.01171875,0.048828125,0.470703125,0.892578125,250,resnet50_random,512.0,0.01171875,0.048828125,0.470703125,0.892578125,1.0
layer4.0.relu,act,86,512,1,False,1,7,7,1024,46615.14231825162,2.291257738097205,0.0044751127697211,5.200160785066737,0.0101565640333334,1.5515883363216687,0.0030304459693782,5.228577582260379,10,512,0.2204565127766374,460,6,21,140,292,0.01171875,0.041015625,0.2734375,0.5703125,1,resnet50_random,,,,,,
layer4.0.relu,act,86,512,1,False,1,7,7,1024,46615.14231825162,2.291257738097205,0.0044751127697211,5.200160785066737,0.0101565640333334,1.5515883363216687,0.0030304459693782,5.228577582260379,10,512,0.2204565127766374,460,6,21,140,292,0.01171875,0.041015625,0.2734375,0.5703125,2,resnet50_random,,,,,,
layer4.0.relu,act,86,512,1,False,1,7,7,3072,46246.81200133999,2.2546490748106542,0.0044036114742395,5.256805278669908,0.0102671978099021,1.535077843007021,0.002998198912123,4.5560299149734975,10,512,0.2007045230815245,465,7,24,168,315,0.013671875,0.046875,0.328125,0.615234375,5,resnet50_random,,,,,,
layer4.0.relu,act,86,512,1,False,1,7,7,5120,45374.98761231883,2.323431395656813,0.0045379519446422,5.471078080557955,0.0106856993760897,1.562003901304288,0.0030507888697349,4.233573392177229,10,512,0.1956545804443198,467,7,26,177,321,0.013671875,0.05078125,0.345703125,0.626953125,10,resnet50_random,,,,,,
layer4.0.relu,act,86,512,1,False,1,7,7,13312,46416.37454586448,2.303213109538484,0.0044984631045673,5.464173061336103,0.010672213010422,1.5537242689275303,0.003034617712749,4.112779160715882,10,512,0.2192596520682749,473,7,28,186,324,0.013671875,0.0546875,0.36328125,0.6328125,25,resnet50_random,,,,,,
layer4.0.relu,act,86,512,1,False,1,7,7,25600,45799.22569232384,2.30187303189632,0.0044958457654225,5.471539142181156,0.0106865998870725,1.5532742111164382,0.0030337386935867,4.178082068826404,10,512,0.2019026909711907,474,7,29,189,326,0.013671875,0.056640625,0.369140625,0.63671875,50,resnet50_random,,,,,,
layer4.0.relu,act,86,512,1,False,1,7,7,51200,46154.061449257126,2.2983791864799743,0.0044890218485937,5.458297526815865,0.0106607373570622,1.5519012773586516,0.0030310571823411,4.098479061750814,10,512,0.2099194646938071,477,7,28,189,326,0.013671875,0.0546875,0.369140625,0.63671875,100,resnet50_random,,,,,,
layer4.0.relu,act,86,512,1,False,1,7,7,128000,46028.86150246133,2.28557900080238,0.0044640214859421,5.422925889145309,0.0105916521272369,1.5469300108158226,0.0030213476773746,3.8777530436800247,10,512,0.2390098784854963,482,7,28,189,326,0.013671875,0.0546875,0.369140625,0.63671875,250,resnet50_random,,,,,,
layer4.0.conv3,conv,87,2048,1,False,0,7,7,2048,99527.69218915042,2.14386528986488,0.0010468092235668,4.898359845398777,0.0023917772682611,1.4914949017809436,0.0007282689950102,5.186861716882743,10,2048,0.8581161753279796,1252,6,21,146,299,0.0029296875,0.01025390625,0.0712890625,0.14599609375,1,resnet50_random,512.0,0.01171875,0.041015625,0.28515625,0.583984375,0.25
